,IMPORTER.TIN,IMPORTER.TIN_act
4935,IMPO15404,1
4936,IMPO11712,1
4937,IMPO14141,1
4938,IMP913941,1
4939,IMP727135,1
4940,IMP565268,1
4941,IMP867728,1
4942,IMP162562,1
4943,IMP686852,1
4944,IMP662138,1
4945,IMPO15637,1
4946,IMPO18931,1
4947,IMPO13090,1
4948,IMPO11552,1
4949,IMPO17019,1
4950,IMPO17561,1
4951,IMPO15593,1
4952,IMPO15089,1
4953,IMPO11203,1
4954,IMPO14539,1
4955,IMPO15137,1
4956,IMPO13610,1
4957,IMPO12848,1
4958,IMPO18752,1
4959,IMPO15462,1
4960,IMPO13264,1
4961,IMP651413,1
4962,IMP945232,1
4963,IMP875851,1
4964,IMPO14372,1
4965,IMPO19128,1
4966,IMPO19468,1
4967,IMPO14916,1
4968,IMPO13129,1
4969,IMPO19930,1
4970,IMPO14863,1
4971,IMPO12654,1
4972,IMPO17919,1
4973,IMPO15034,1
4974,IMPO18560,1
4975,IMPO11347,1
4976,IMP261620,1
4977,IMP721342,1
4978,IMP726701,1
4979,IMP833680,1
4980,IMP932914,1
4981,IMP463585,1
4982,IMP631878,1
4983,IMP735111,1
4984,IMPO13917,1
4985,IMPO12780,1
4986,IMPO11856,1
4987,IMPO16083,1
4988,IMPO18203,1
4989,IMPO16819,1
4990,IMP157795,1
4991,IMP747987,1
4992,IMP629676,1
4993,IMP710159,1
4994,IMP661093,1
4995,IMP734460,1
4996,IMP833638,1
4997,IMP687042,1
4998,IMP111441,1
4999,IMP702300,1
5000,IMP457010,1
5001,IMP196973,1
5002,IMPO17434,1
5003,IMPO11502,1
5004,IMP892593,1
5005,IMPO16517,1
5006,IMPO11251,1
5007,IMPO17834,1
5008,IMPO16519,1
5009,IMPO15356,1
5010,IMPO13968,1
5011,IMPO13901,1
5012,IMPO17521,1
5013,IMPO12210,1
5014,IMPO18771,1
5015,IMP532763,1
5016,IMP745977,1
5017,IMP153227,1
5018,IMP944987,1
5019,IMP185485,1
5020,IMP444196,1
5021,IMP316397,1
5022,IMP215118,1
5023,IMP150494,1
5024,IMP764667,1
5025,IMPO17513,1
5026,IMPO18269,1
5027,IMPO11542,1
5028,IMPO13636,1
5029,IMP528636,1
5030,IMP609176,1
5031,IMP470362,1
5032,IMP304747,1
5033,IMP143135,1
5034,IMP757191,1
5035,IMP546971,1
5036,IMP769319,1
5037,IMP869009,1
5038,IMP728358,1
5039,IMP738001,1
5040,IMP540754,1
5041,IMP828344,1
5042,IMP159875,1
5043,IMPO10964,1
5044,IMPO11054,1
5045,IMPO18328,1
5046,IMPO19859,1
5047,IMPO12385,1
5048,IMP395885,1
5049,IMP458445,1
5050,IMP993891,1
5051,IMP211122,1
5052,IMPO10393,1
5053,IMP290434,1
5054,IMP643069,1
5055,IMP448246,1
5056,IMP400312,1
5057,IMP682371,1
5058,IMP888123,1
5059,IMP889139,1
5060,IMP325743,1
5061,IMP175441,1
5062,IMP635875,1
5063,IMPO11645,1
5064,IMPO11844,1
5065,IMPO17205,1
5066,IMPO18220,1
5067,IMPO15875,1
5068,IMPO12743,1
5069,IMPO12527,1
5070,IMPO11576,1
5071,IMPO10517,1
5072,IMPO12013,1
5073,IMPO15889,1
5074,IMPO10951,1
5075,IMP832847,1
5076,IMP656261,1
5077,IMP914825,1
5078,IMP923219,1
5079,IMP833078,1
5080,IMP981515,1
5081,IMP192198,1
5082,IMPO12118,1
5083,IMPO18888,1
5084,IMPO10175,1
5085,IMPO15764,1
5086,IMPO14399,1
5087,IMPO14176,1
5088,IMPO17152,1
5089,IMPO15730,1
5090,IMPO10923,1
5091,IMPO11026,1
5092,IMPO19861,1
5093,IMP760851,1
5094,IMPO13863,1
5095,IMP382263,1
5096,IMPO13042,1
5097,IMPO17265,1
5098,IMPO14127,1
5099,IMPO15595,1
5100,IMPO11752,1
5101,IMPO18500,1
5102,IMPO15480,1
5103,IMPO12638,1
5104,IMP783278,1
5105,IMP412962,1
5106,IMP373346,1
5107,IMP929679,1
5108,IMP849209,1
5109,IMP206583,1
5110,IMP144073,1
5111,IMP131629,1
5112,IMP805262,1
5113,IMP716581,1
5114,IMP575540,1
5115,IMPO15721,1
5116,IMPO12005,1
5117,IMPO16553,1
5118,IMPO19492,1
5119,IMPO18213,1
5120,IMP357639,1
5121,IMP814795,1
5122,IMP699741,1
5123,IMP379007,1
5124,IMP309952,1
5125,IMP685506,1
5126,IMP524042,1
5127,IMP328530,1
5128,IMP275750,1
5129,IMP744876,1
5130,IMP368279,1
5131,IMP771217,1
5132,IMP446524,1
5133,IMP628302,1
5134,IMP643091,1
5135,IMP455862,1
5136,IMPO15493,1
5137,IMPO16103,1
5138,IMPO19500,1
5139,IMPO15295,1
5140,IMPO13221,1
5141,IMP700584,1
5142,IMPO10784,1
5143,IMPO14855,1
5144,IMPO11287,1
5145,IMPO10894,1
5146,IMPO19317,1
5147,IMPO14472,1
5148,IMPO18021,1
5149,IMPO19624,1
5150,IMPO12231,1
5151,IMPO17594,1
5152,IMPO18754,1
5153,IMPO12590,1
5154,IMPO18101,1
5155,IMPO16150,1
5156,IMPO19384,1
5157,IMPO18565,1
5158,IMPO15184,1
5159,IMP399709,1
5160,IMP395329,1
5161,IMP178281,1
5162,IMPO18380,1
5163,IMP306950,1
5164,IMPO19185,1
5165,IMP240175,1
5166,IMPO13914,1
5167,IMPO12034,1
5168,IMPO15886,1
5169,IMPO19371,1
5170,IMPO18834,1
5171,IMPO14845,1
5172,IMPO18965,1
5173,IMP146143,1
5174,IMP547910,1
5175,IMP598925,1
5176,IMP207892,1
5177,IMP146257,1
5178,IMP206045,1
5179,IMP396116,1
5180,IMP704085,1
5181,IMP666326,1
5182,IMP565194,1
5183,IMP244099,1
5184,IMP688814,1
5185,IMP291788,1
5186,IMP361083,1
5187,IMP931912,1
5188,IMP216309,1
5189,IMP858542,1
5190,IMPO17793,1
5191,IMPO17123,1
5192,IMPO11326,1
5193,IMPO18369,1
5194,IMPO14489,1
5195,IMPO15628,1
5196,IMPO19175,1
5197,IMPO10848,1
5198,IMPO19827,1
5199,IMPO12379,1
5200,IMPO17847,1
5201,IMPO17868,1
5202,IMPO16467,1
5203,IMPO12797,1
5204,IMPO11780,1
5205,IMP735824,1
5206,IMP996086,1
5207,IMP361687,1
5208,IMP399417,1
5209,IMP341306,1
5210,IMPO17732,1
5211,IMP163562,1
5212,IMPO10532,1
5213,IMPO13439,1
5214,IMPO15062,1
5215,IMPO18502,1
5216,IMPO18422,1
5217,IMP772157,1
5218,IMP159903,1
5219,IMP248238,1
5220,IMP216802,1
5221,IMP964115,1
5222,IMP189526,1
5223,IMP681453,1
5224,IMP627060,1
5225,IMP894041,1
5226,IMP708037,1
5227,IMP498500,1
5228,IMP404174,1
5229,IMP726456,1
5230,IMP289345,1
5231,IMP436089,1
5232,IMP957837,1
5233,IMP155855,1
5234,IMP125025,1
5235,IMP890964,1
5236,IMP284826,1
5237,IMP224493,1
5238,IMP117197,1
5239,IMP872723,1
5240,IMPO13424,1
5241,IMPO19248,1
5242,IMPO11154,1
5243,IMPO15581,1
5244,IMPO11607,1
5245,IMPO16358,1
5246,IMPO13352,1
5247,IMPO12617,1
5248,IMPO17352,1
5249,IMPO14786,1
5250,IMPO11817,1
5251,IMPO13746,1
5252,IMPO17086,1
5253,IMPO12658,1
5254,IMP620824,1
5255,IMP734080,1
5256,IMP560008,1
5257,IMPO10387,1
5258,IMP688580,1
5259,IMP897537,1
5260,IMP778245,1
5261,IMP706207,1
5262,IMP487444,1
5263,IMPO17209,1
5264,IMPO10801,1
5265,IMPO13484,1
5266,IMPO15653,1
5267,IMP776291,1
5268,IMPO14178,1
5269,IMPO16142,1
5270,IMPO12336,1
5271,IMPO13755,1
5272,IMPO15795,1
5273,IMPO10751,1
5274,IMPO14664,1
5275,IMPO15619,1
5276,IMP259161,1
5277,IMP653119,1
5278,IMPO16131,1
5279,IMP653436,1
5280,IMP746125,1
5281,IMP885945,1
5282,IMP229013,1
5283,IMP836862,1
5284,IMP522096,1
5285,IMP403782,1
5286,IMPO12375,1
5287,IMPO15228,1
5288,IMPO17261,1
5289,IMPO10960,1
5290,IMPO17324,1
5291,IMPO16414,1
5292,IMPO15390,1
5293,IMPO16391,1
5294,IMPO12150,1
5295,IMPO11508,1
5296,IMP310389,1
5297,IMP462582,1
5298,IMP835195,1
5299,IMP647391,1
5300,IMP502794,1
5301,IMP875156,1
5302,IMP135174,1
5303,IMPO16274,1
5304,IMPO18921,1
5305,IMPO15477,1
5306,IMPO19651,1
5307,IMPO11103,1
5308,IMPO16079,1
5309,IMPO16571,1
5310,IMPO13772,1
5311,IMPO16456,1
5312,IMPO17742,1
5313,IMPO14711,1
5314,IMPO14326,1
5315,IMPO12625,1
5316,IMPO14934,1
5317,IMPO13613,1
5318,IMP800541,1
5319,IMP779535,1
5320,IMP818367,1
5321,IMP533156,1
5322,IMP387528,1
5323,IMP374120,1
5324,IMP831446,1
5325,IMPO10553,1
5326,IMP786799,1
5327,IMP652712,1
5328,IMP571878,1
5329,IMP327139,1
5330,IMP442165,1
5331,IMPO13644,1
5332,IMP810790,1
5333,IMP496511,1
5334,IMP906973,1
5335,IMP104280,1
5336,IMP531654,1
5337,IMP855561,1
5338,IMP919917,1
5339,IMP553491,1
5340,IMP203899,1
5341,IMP661046,1
5342,IMP796217,1
5343,IMP506039,1
5344,IMP581795,1
5345,IMPO13080,1
5346,IMPO10315,1
5347,IMP407292,1
5348,IMPO16765,1
5349,IMP960666,1
5350,IMP352733,1
5351,IMP705425,1
5352,IMP498533,1
5353,IMP685570,1
5354,IMP334365,1
5355,IMP752629,1
5356,IMP959481,1
5357,IMP139989,1
5358,IMP162713,1
5359,IMP287981,1
5360,IMP701674,1
5361,IMPO12665,1
5362,IMPO12594,1
5363,IMPO10301,1
5364,IMPO17478,1
5365,IMPO10158,1
5366,IMPO12557,1
5367,IMPO15972,1
5368,IMPO12128,1
5369,IMPO12771,1
5370,IMPO17769,1
5371,IMPO12199,1
5372,IMPO12894,1
5373,IMPO11150,1
5374,IMPO13844,1
5375,IMPO17818,1
5376,IMPO10888,1
5377,IMPO16585,1
5378,IMPO18672,1
5379,IMPO17131,1
5380,IMPO14871,1
5381,IMPO16925,1
5382,IMPO10277,1
5383,IMPO12861,1
5384,IMP452540,1
5385,IMP962741,1
5386,IMP576202,1
5387,IMP951666,1
5388,IMP190571,1
5389,IMP868442,1
5390,IMP107345,1
5391,IMPO18643,1
5392,IMPO12567,1
5393,IMPO10370,1
5394,IMPO14739,1
5395,IMP720715,1
5396,IMP850276,1
5397,IMP617571,1
5398,IMP674117,1
5399,IMP355705,1
5400,IMPO17902,1
5401,IMPO16413,1
5402,IMPO11493,1
5403,IMPO15699,1
5404,IMPO19764,1
5405,IMPO15101,1
5406,IMPO19767,1
5407,IMPO10778,1
5408,IMP255568,1
5409,IMP408359,1
5410,IMP850078,1
5411,IMP689545,1
5412,IMPO10777,1
5413,IMPO12260,1
5414,IMP438274,1
5415,IMP897462,1
5416,IMP975860,1
5417,IMP564657,1
5418,IMPO17738,1
5419,IMPO11938,1
5420,IMPO19819,1
5421,IMPO13178,1
5422,IMP266651,1
5423,IMP282416,1
5424,IMP561622,1
5425,IMP113131,1
5426,IMP754140,1
5427,IMP724175,1
5428,IMP966095,1
5429,IMP712908,1
5430,IMP326780,1
5431,IMP478997,1
5432,IMP195101,1
5433,IMP600173,1
5434,IMP474672,1
5435,IMP383177,1
5436,IMPO13121,1
5437,IMPO14260,1
5438,IMPO19600,1
5439,IMPO10028,1
5440,IMPO11476,1
5441,IMP606247,1
5442,IMP241036,1
5443,IMP157669,1
5444,IMP237337,1
5445,IMP984379,1
5446,IMP263361,1
5447,IMP992623,1
5448,IMPO12284,1
5449,IMPO17494,1
5450,IMPO17589,1
5451,IMPO11778,1
5452,IMPO10914,1
5453,IMPO11132,1
5454,IMPO11862,1
5455,IMPO15892,1
5456,IMPO11879,1
5457,IMPO10418,1
5458,IMPO11886,1
5459,IMPO19781,1
5460,IMP663721,1
5461,IMP423117,1
5462,IMPO10895,1
5463,IMPO17618,1
5464,IMPO19721,1
5465,IMP586184,1
5466,IMP597894,1
5467,IMP707898,1
5468,IMP289999,1
5469,IMP308696,1
5470,IMP673608,1
5471,IMP141893,1
5472,IMP152024,1
5473,IMP130970,1
5474,IMP930183,1
5475,IMP555100,1
5476,IMPO16605,1
5477,IMP788635,1
5478,IMPO18413,1
5479,IMPO16111,1
5480,IMPO17980,1
5481,IMPO16707,1
5482,IMPO13277,1
5483,IMPO10438,1
5484,IMPO19807,1
5485,IMPO14094,1
5486,IMPO12769,1
5487,IMPO15791,1
5488,IMPO16800,1
5489,IMPO11290,1
5490,IMPO16723,1
5491,IMPO16244,1
5492,IMPO12463,1
5493,IMPO11984,1
5494,IMP805237,1
5495,IMP230237,1
5496,IMP245395,1
5497,IMP563417,1
5498,IMP471526,1
5499,IMP917394,1
5500,IMP700322,1
5501,IMP717935,1
5502,IMP689413,1
5503,IMPO19586,1
5504,IMPO17801,1
5505,IMPO11432,1
5506,IMPO14025,1
5507,IMP795995,1
5508,IMP329232,1
5509,IMP563538,1
5510,IMP166756,1
5511,IMP143385,1
5512,IMPO15856,1
5513,IMPO12286,1
5514,IMPO18684,1
5515,IMPO18922,1
5516,IMPO10407,1
5517,IMPO18357,1
5518,IMPO16702,1
5519,IMPO15531,1
5520,IMPO13396,1
5521,IMPO14150,1
5522,IMP861843,1
5523,IMP742870,1
5524,IMP570533,1
5525,IMP212959,1
5526,IMP363491,1
5527,IMP975045,1
5528,IMP322192,1
5529,IMP749498,1
5530,IMPO17318,1
5531,IMP184550,1
5532,IMPO13645,1
5533,IMPO16419,1
5534,IMP191053,1
5535,IMP810232,1
5536,IMP649341,1
5537,IMP350869,1
5538,IMP941634,1
5539,IMP119202,1
5540,IMP778456,1
5541,IMP212926,1
5542,IMP858327,1
5543,IMP899135,1
5544,IMPO10990,1
5545,IMPO19089,1
5546,IMPO19103,1
5547,IMPO12978,1
5548,IMPO10383,1
5549,IMPO18602,1
5550,IMPO10587,1
5551,IMPO11017,1
5552,IMPO19446,1
5553,IMPO13927,1
5554,IMP828692,1
5555,IMP794467,1
5556,IMP143039,1
5557,IMP283160,1
5558,IMPO17371,1
5559,IMPO11539,1
5560,IMPO19243,1
5561,IMPO12699,1
5562,IMPO11141,1
5563,IMPO15004,1
5564,IMPO10472,1
5565,IMPO17522,1
5566,IMPO15176,1
5567,IMP785977,1
5568,IMP385446,1
5569,IMP738330,1
5570,IMP376593,1
5571,IMP430971,1
5572,IMP982144,1
5573,IMP216338,1
5574,IMP386343,1
5575,IMP273825,1
5576,IMPO12235,1
5577,IMP560933,1
5578,IMPO18068,1
5579,IMPO18329,1
5580,IMPO14133,1
5581,IMPO10978,1
5582,IMPO12976,1
5583,IMPO14112,1
5584,IMPO11061,1
5585,IMPO17535,1
5586,IMPO14170,1
5587,IMPO13604,1
5588,IMP483066,1
5589,IMP805034,1
5590,IMP635537,1
5591,IMP274131,1
5592,IMP790052,1
5593,IMP646220,1
5594,IMP296040,1
5595,IMP597840,1
5596,IMP253890,1
5597,IMP380588,1
5598,IMP385154,1
5599,IMPO18102,1
5600,IMPO18063,1
5601,IMPO15251,1
5602,IMPO17139,1
5603,IMPO19704,1
5604,IMPO13321,1
5605,IMPO10577,1
5606,IMPO15873,1
5607,IMPO15091,1
5608,IMPO13916,1
5609,IMPO14958,1
5610,IMP263752,1
5611,IMP820463,1
5612,IMP334714,1
5613,IMP868325,1
5614,IMP750131,1
5615,IMP184304,1
5616,IMP728820,1
5617,IMP800324,1
5618,IMP523006,1
5619,IMP551099,1
5620,IMPO18183,1
5621,IMPO10413,1
5622,IMP673892,1
5623,IMP178717,1
5624,IMPO17923,1
5625,IMPO16307,1
5626,IMPO17244,1
5627,IMPO11528,1
5628,IMPO15241,1
5629,IMP729801,1
5630,IMP177596,1
5631,IMP320781,1
5632,IMP948436,1
5633,IMP966498,1
5634,IMP130023,1
5635,IMP445221,1
5636,IMP524730,1
5637,IMP362343,1
5638,IMP498005,1
5639,IMP895335,1
5640,IMP454547,1
5641,IMP988917,1
5642,IMP381640,1
5643,IMPO16406,1
5644,IMPO11224,1
5645,IMPO10669,1
5646,IMPO17404,1
5647,IMPO12001,1
5648,IMP786203,1
5649,IMP696563,1
5650,IMP802022,1
5651,IMP192050,1
5652,IMP788182,1
5653,IMP537036,1
5654,IMP725858,1
5655,IMP125020,1
5656,IMP828971,1
5657,IMPO14425,1
5658,IMPO11321,1
5659,IMPO12959,1
5660,IMPO10625,1
5661,IMPO18254,1
5662,IMPO14517,1
5663,IMPO13296,1
5664,IMPO10806,1
5665,IMPO12459,1
5666,IMPO18681,1
5667,IMPO10224,1
5668,IMP640035,1
5669,IMPO18909,1
5670,IMPO16487,1
5671,IMPO11715,1
5672,IMPO19793,1
5673,IMPO13944,1
5674,IMPO12671,1
5675,IMPO10575,1
5676,IMPO13896,1
5677,IMPO12372,1
5678,IMP546819,1
5679,IMP804143,1
5680,IMP368034,1
5681,IMP599492,1
5682,IMP367893,1
5683,IMP231950,1
5684,IMP925455,1
5685,IMP926687,1
5686,IMP902316,1
5687,IMP111588,1
5688,IMPO19189,1
5689,IMPO14511,1
5690,IMPO10740,1
5691,IMPO12073,1
5692,IMPO11439,1
5693,IMPO13811,1
5694,IMPO11466,1
5695,IMPO19644,1
5696,IMPO10814,1
5697,IMPO10220,1
5698,IMPO13417,1
5699,IMPO13558,1
5700,IMP387494,1
5701,IMP866794,1
5702,IMP857701,1
5703,IMP123970,1
5704,IMP172475,1
5705,IMP429282,1
5706,IMP438592,1
5707,IMP927229,1
5708,IMP265517,1
5709,IMP885276,1
5710,IMP887873,1
5711,IMPO10369,1
5712,IMP277588,1
5713,IMP479388,1
5714,IMP521216,1
5715,IMPO18226,1
5716,IMPO19951,1
5717,IMPO18409,1
5718,IMPO17101,1
5719,IMP466776,1
5720,IMP100762,1
5721,IMP526125,1
5722,IMP538660,1
5723,IMP896047,1
5724,IMP823664,1
5725,IMP573734,1
5726,IMP867523,1
5727,IMP240120,1
5728,IMP886280,1
5729,IMP161139,1
5730,IMP875757,1
5731,IMP557472,1
5732,IMP173113,1
5733,IMPO10441,1
5734,IMPO10256,1
5735,IMPO15056,1
5736,IMPO16114,1
5737,IMPO17464,1
5738,IMPO19972,1
5739,IMPO11850,1
5740,IMPO11955,1
5741,IMPO14015,1
5742,IMPO16297,1
5743,IMPO19671,1
5744,IMPO18875,1
5745,IMPO14470,1
5746,IMPO13262,1
5747,IMP208776,1
5748,IMP112394,1
5749,IMP303247,1
5750,IMP289642,1
5751,IMP724891,1
5752,IMP921398,1
5753,IMP315540,1
5754,IMP257927,1
5755,IMP886049,1
5756,IMPO19320,1
5757,IMP345857,1
5758,IMP586607,1
5759,IMP384530,1
5760,IMPO11720,1
5761,IMPO16985,1
5762,IMPO15860,1
5763,IMPO16119,1
5764,IMPO11911,1
5765,IMPO19436,1
5766,IMPO10665,1
5767,IMP804073,1
5768,IMP793851,1
5769,IMP148250,1
5770,IMP694885,1
5771,IMP764327,1
5772,IMP379504,1
5773,IMP864936,1
5774,IMP346621,1
5775,IMP616253,1
5776,IMP520631,1
5777,IMP194621,1
5778,IMP841618,1
5779,IMP700106,1
5780,IMP778750,1
5781,IMPO10578,1
5782,IMPO17886,1
5783,IMPO19966,1
5784,IMPO14591,1
5785,IMPO19208,1
5786,IMP491138,1
5787,IMP930660,1
5788,IMP723769,1
5789,IMP208220,1
5790,IMP857248,1
5791,IMP549610,1
5792,IMP664756,1
5793,IMP289822,1
5794,IMP136253,1
5795,IMP673131,1
5796,IMP586892,1
5797,IMP328904,1
5798,IMP278462,1
5799,IMP594246,1
5800,IMP979947,1
5801,IMP554817,1
5802,IMPO13067,1
5803,IMPO19074,1
5804,IMPO15445,1
5805,IMP866339,1
5806,IMPO14985,1
5807,IMPO14219,1
5808,IMPO10442,1
5809,IMPO14453,1
5810,IMP968491,1
5811,IMP328916,1
5812,IMP271938,1
5813,IMP304915,1
5814,IMP977608,1
5815,IMPO11458,1
5816,IMP369820,1
5817,IMP329283,1
5818,IMP355413,1
5819,IMPO19418,1
5820,IMPO10766,1
5821,IMPO15323,1
5822,IMPO15819,1
5823,IMPO16225,1
5824,IMP149560,1
5825,IMP453557,1
5826,IMP308024,1
5827,IMP524010,1
5828,IMP668739,1
5829,IMP225325,1
5830,IMP691069,1
5831,IMP901991,1
5832,IMP178569,1
5833,IMP332488,1
5834,IMP903153,1
5835,IMP233545,1
5836,IMP556982,1
5837,IMP855462,1
5838,IMPO10509,1
5839,IMPO16895,1
5840,IMPO13549,1
5841,IMPO13472,1
5842,IMPO17132,1
5843,IMPO16226,1
5844,IMPO17061,1
5845,IMP606401,1
5846,IMP656285,1
5847,IMP800790,1
5848,IMPO11416,1
5849,IMP188681,1
5850,IMP592425,1
5851,IMPO16510,1
5852,IMPO17377,1
5853,IMPO17312,1
5854,IMPO14903,1
5855,IMPO17942,1
5856,IMPO15584,1
5857,IMP211701,1
5858,IMPO16752,1
5859,IMPO15286,1
5860,IMPO17255,1
5861,IMPO17911,1
5862,IMP355375,1
5863,IMP475862,1
5864,IMP650727,1
5865,IMPO19845,1
5866,IMP249681,1
5867,IMP657333,1
5868,IMPO12988,1
5869,IMPO19073,1
5870,IMPO19640,1
5871,IMPO16171,1
5872,IMPO15173,1
5873,IMPO10340,1
5874,IMPO11932,1
5875,IMPO14886,1
5876,IMPO18828,1
5877,IMPO18903,1
5878,IMPO18816,1
5879,IMPO18322,1
5880,IMPO12392,1
5881,IMPO12728,1
5882,IMP385546,1
5883,IMP409358,1
5884,IMP728942,1
5885,IMPO15007,1
5886,IMPO13345,1
5887,IMP970373,1
5888,IMP682553,1
5889,IMP680170,1
5890,IMP895014,1
5891,IMP229114,1
5892,IMP232131,1
5893,IMP966889,1
5894,IMP706266,1
5895,IMP558241,1
5896,IMP514102,1
5897,IMPO10259,1
5898,IMP790174,1
5899,IMP207700,1
5900,IMP554304,1
5901,IMP479315,1
5902,IMP178466,1
5903,IMP508148,1
5904,IMP595852,1
5905,IMP263948,1
5906,IMP832888,1
5907,IMP581442,1
5908,IMP850017,1
5909,IMP140343,1
5910,IMP793955,1
5911,IMP115079,1
5912,IMP378029,1
5913,IMP809718,1
5914,IMP259149,1
5915,IMP818310,1
5916,IMPO14569,1
5917,IMPO14069,1
5918,IMPO12695,1
5919,IMPO16502,1
5920,IMPO19854,1
5921,IMPO18984,1
5922,IMPO16006,1
5923,IMPO16771,1
5924,IMPO16936,1
5925,IMPO19230,1
5926,IMP114988,1
5927,IMP816813,1
5928,IMP397481,1
5929,IMPO14749,1
5930,IMP808733,1
5931,IMP848251,1
5932,IMPO19206,1
5933,IMPO19272,1
5934,IMPO15452,1
5935,IMPO18904,1
5936,IMPO18415,1
5937,IMP182851,1
5938,IMP971358,1
5939,IMP922760,1
5940,IMP720791,1
5941,IMP326646,1
5942,IMP970892,1
5943,IMP351222,1
5944,IMP492441,1
5945,IMP246504,1
5946,IMP160326,1
5947,IMP413824,1
5948,IMP884590,1
5949,IMPO14446,1
5950,IMP223468,1
5951,IMP914160,1
5952,IMPO13346,1
5953,IMPO15800,1
5954,IMPO16964,1
5955,IMPO11948,1
5956,IMPO18495,1
5957,IMPO12657,1
5958,IMP165337,1
5959,IMP769345,1
5960,IMP296929,1
5961,IMP390375,1
5962,IMP986423,1
5963,IMP176491,1
5964,IMP451523,1
5965,IMP532233,1
5966,IMP614671,1
5967,IMP377575,1
5968,IMP838896,1
5969,IMPO17921,1
5970,IMP323683,1
5971,IMP479764,1
5972,IMP282408,1
5973,IMP381305,1
5974,IMP956195,1
5975,IMPO16965,1
5976,IMPO11931,1
5977,IMPO12733,1
5978,IMP905264,1
5979,IMPO10041,1
5980,IMPO12070,1
5981,IMPO12524,1
5982,IMPO16062,1
5983,IMP288242,1
5984,IMP759037,1
5985,IMP439607,1
5986,IMP815838,1
5987,IMP324263,1
5988,IMPO13267,1
5989,IMP224082,1
5990,IMP601832,1
5991,IMP422523,1
5992,IMP994823,1
5993,IMP704375,1
5994,IMP387938,1
5995,IMPO17231,1
5996,IMPO19260,1
5997,IMPO19063,1
5998,IMPO11559,1
5999,IMPO19144,1
6000,IMPO17786,1
6001,IMPO12980,1
6002,IMPO17503,1
6003,IMPO18889,1
6004,IMPO14534,1
6005,IMPO10233,1
6006,IMPO11791,1
6007,IMP293694,1
6008,IMP262153,1
6009,IMP521576,1
6010,IMP152784,1
6011,IMP131696,1
6012,IMP123227,1
6013,IMP311872,1
6014,IMP201488,1
6015,IMP318962,1
6016,IMP702816,1
6017,IMP815324,1
6018,IMP140110,1
6019,IMP788673,1
6020,IMP873747,1
6021,IMPO18644,1
6022,IMPO11268,1
6023,IMPO14678,1
6024,IMPO19447,1
6025,IMPO14766,1
6026,IMP476429,1
6027,IMPO19106,1
6028,IMPO13171,1
6029,IMPO19050,1
6030,IMP184794,1
6031,IMP420288,1
6032,IMP282251,1
6033,IMP483616,1
6034,IMP583452,1
6035,IMP415876,1
6036,IMP678579,1
6037,IMP260504,1
6038,IMP413641,1
6039,IMP206540,1
6040,IMP955138,1
6041,IMP420014,1
6042,IMP907916,1
6043,IMP973293,1
6044,IMP756902,1
6045,IMPO15300,1
6046,IMPO13192,1
6047,IMP971769,1
6048,IMPO16647,1
6049,IMP780776,1
6050,IMPO15621,1
6051,IMP731424,1
6052,IMP772225,1
6053,IMP702352,1
6054,IMP829400,1
6055,IMP610832,1
6056,IMP123789,1
6057,IMP823668,1
6058,IMPO19094,1
6059,IMPO12136,1
6060,IMPO17852,1
6061,IMPO18654,1
6062,IMPO12053,1
6063,IMPO17826,1
6064,IMPO17162,1
6065,IMPO17525,1
6066,IMPO15528,1
6067,IMP665756,1
6068,IMP231500,1
6069,IMP381753,1
6070,IMP902718,1
6071,IMPO19700,1
6072,IMPO18655,1
6073,IMPO13218,1
6074,IMPO18638,1
6075,IMPO18286,1
6076,IMPO15053,1
6077,IMPO10025,1
6078,IMPO18512,1
6079,IMPO12354,1
6080,IMPO15201,1
6081,IMP591893,1
6082,IMP827403,1
6083,IMP302016,1
6084,IMP368114,1
6085,IMP998186,1
6086,IMP168292,1
6087,IMP553674,1
6088,IMPO16623,1
6089,IMPO14964,1
6090,IMPO13648,1
6091,IMP558095,1
6092,IMP510828,1
6093,IMP764454,1
6094,IMP494314,1
6095,IMP896187,1
6096,IMP162529,1
6097,IMP289013,1
6098,IMP332482,1
6099,IMP361298,1
6100,IMPO16179,1
6101,IMP770118,1
6102,IMP578776,1
6103,IMP828641,1
6104,IMP724771,1
6105,IMP564205,1
6106,IMPO13544,1
6107,IMPO14434,1
6108,IMP984392,1
6109,IMP383910,1
6110,IMP803166,1
6111,IMPO15542,1
6112,IMP863431,1
6113,IMP112053,1
6114,IMP717938,1
6115,IMP974056,1
6116,IMPO10284,1
6117,IMPO12882,1
6118,IMPO17616,1
6119,IMPO13967,1
6120,IMP417390,1
6121,IMPO11855,1
6122,IMPO16418,1
6123,IMPO12944,1
6124,IMPO18745,1
6125,IMP982320,1
6126,IMP182845,1
6127,IMP113522,1
6128,IMP191500,1
6129,IMP395494,1
6130,IMP851312,1
6131,IMPO15470,1
6132,IMP893948,1
6133,IMPO19015,1
6134,IMPO10120,1
6135,IMPO13320,1
6136,IMPO11427,1
6137,IMPO10654,1
6138,IMPO17309,1
6139,IMPO11449,1
6140,IMP609773,1
6141,IMPO10494,1
6142,IMPO12621,1
6143,IMP847331,1
6144,IMP917909,1
6145,IMP735275,1
6146,IMP888637,1
6147,IMP900781,1
6148,IMP863756,1
6149,IMP763975,1
6150,IMP368573,1
6151,IMPO15440,1
6152,IMP118044,1
