,TARIFF.CODE&&ORIGIN.CODE,TARIFF.CODE&&ORIGIN.CODE_illicit_Qsum,TARIFF.CODE&&ORIGIN.CODE_illicit_Qrate
728,9606100010&&CNTRY456,0,0
729,8703329091&&CNTRY376,1,1
730,5515113000&&CNTRY994,0,0
731,8708939009&&CNTRY920,0,0
732,8479908000&&CNTRY123,0,0
733,5107101001&&CNTRY277,0,2
734,5209420000&&CNTRY123,0,0
735,8207709000&&CNTRY846,0,0
736,4016930000&&CNTRY376,0,0
737,4009110019&&CNTRY680,0,0
738,8501200010&&CNTRY123,0,0
739,8716398090&&CNTRY123,0,0
740,8418999039&&CNTRY123,0,0
741,8443321030&&CNTRY276,0,0
742,5401101200&&CNTRY376,0,0
743,7321119091&&CNTRY825,0,0
744,8703229050&&CNTRY846,0,2
745,3402909009&&CNTRY830,0,2
746,4202321009&&CNTRY652,0,0
747,5402520000&&CNTRY625,0,0
748,8536901092&&CNTRY819,0,0
749,8538909909&&CNTRY123,1,2
750,9804000000&&CNTRY976,0,2
751,7318159050&&CNTRY825,0,2
752,2103909000&&CNTRY485,0,0
753,8703329091&&CNTRY994,0,0
754,8547200000&&CNTRY376,0,0
755,5911321900&&CNTRY485,0,2
756,3923100000&&CNTRY376,0,2
757,3921909001&&CNTRY994,0,0
758,8304000000&&CNTRY976,0,0
759,8409990002&&CNTRY994,1,2
760,8716398090&&CNTRY376,0,0
761,5402330000&&CNTRY680,1,2
762,8703321220&&CNTRY748,0,0
763,4805110000&&CNTRY653,0,0
764,7418190000&&CNTRY680,0,0
765,303790000&&CNTRY615,0,2
766,1511909000&&CNTRY140,0,0
767,8703241134&&CNTRY680,0,0
768,5503200000&&CNTRY364,0,0
769,3902900000&&CNTRY917,0,0
770,8703331928&&CNTRY153,0,0
771,8703900000&&CNTRY277,1,2
772,2933290000&&CNTRY150,0,0
773,8704321920&&CNTRY891,0,0
774,8703231119&&CNTRY454,1,2
775,6907900000&&CNTRY884,0,2
776,8703332900&&CNTRY376,1,2
777,6001920000&&CNTRY554,0,0
778,8518100000&&CNTRY133,0,2
779,8702102029&&CNTRY454,0,0
780,2202900091&&CNTRY188,0,0
781,8702101319&&CNTRY168,0,0
782,8448190000&&CNTRY376,0,0
783,8417200000&&CNTRY407,0,0
784,8703322100&&CNTRY825,0,2
785,8702902099&&CNTRY930,0,0
786,9032890000&&CNTRY680,1,2
787,8703242900&&CNTRY576,0,2
788,8703900000&&CNTRY393,0,0
789,3004900000&&CNTRY576,0,0
790,3812300000&&CNTRY884,0,0
791,7010902122&&CNTRY168,0,2
792,8450110000&&CNTRY759,0,0
793,4011200000&&CNTRY994,0,0
794,8704322000&&CNTRY759,0,0
795,8703231221&&CNTRY615,0,2
796,5010000000&&CNTRY975,0,2
797,8704231122&&CNTRY284,0,0
798,8703332900&&CNTRY138,0,0
799,2103909091&&CNTRY759,0,2
800,8703232926&&CNTRY846,1,2
801,4819400000&&CNTRY680,0,0
802,8507300000&&CNTRY184,0,0
803,8513100000&&CNTRY680,0,0
804,3904100000&&CNTRY959,0,0
805,6001920000&&CNTRY680,0,0
806,8703242100&&CNTRY277,1,2
807,8704322000&&CNTRY654,0,0
808,8703242900&&CNTRY656,0,0
809,3909500000&&CNTRY759,0,2
810,8703222100&&CNTRY622,0,2
811,8702902099&&CNTRY562,0,2
812,1500000000&&CNTRY747,0,0
813,6406100000&&CNTRY184,0,0
814,5801900000&&CNTRY830,0,0
815,8437900000&&CNTRY615,0,0
816,3304910000&&CNTRY994,0,2
817,8429520000&&CNTRY546,0,2
818,2401200000&&CNTRY988,0,2
819,8437800000&&CNTRY680,0,0
820,3404200000&&CNTRY915,0,0
821,8703322100&&CNTRY653,0,0
822,8803300000&&CNTRY113,0,2
823,8703222900&&CNTRY713,0,0
824,8703231119&&CNTRY884,0,0
825,8473300000&&CNTRY277,1,2
826,8703210011&&CNTRY554,0,0
827,8431310000&&CNTRY389,0,0
828,8703241128&&CNTRY562,0,0
829,8703242100&&CNTRY376,2,2
830,5903100000&&CNTRY349,0,0
831,8413506900&&CNTRY680,0,0
832,8212109090&&CNTRY652,0,0
833,6305339009&&CNTRY123,0,0
834,3926909229&&CNTRY376,0,0
835,3923100000&&CNTRY994,1,2
836,7307191000&&CNTRY765,0,0
837,9032102000&&CNTRY994,0,1
838,7318165090&&CNTRY976,0,0
839,4804398000&&CNTRY654,0,0
840,5515111000&&CNTRY785,0,2
841,6205200009&&CNTRY454,0,0
842,6805100000&&CNTRY438,0,0
843,9004901040&&CNTRY618,0,2
844,6006230000&&CNTRY263,0,0
845,3004900019&&CNTRY846,0,0
846,3923299030&&CNTRY866,0,0
847,8708999796&&CNTRY323,0,2
848,8708299009&&CNTRY994,0,2
849,8507800000&&CNTRY846,0,2
850,3926909799&&CNTRY976,0,2
851,6406109099&&CNTRY764,0,0
852,3923100000&&CNTRY846,0,0
853,9403109809&&CNTRY166,0,2
854,8421392000&&CNTRY976,0,0
855,6004100000&&CNTRY846,0,0
856,8538909902&&CNTRY680,0,0
857,9015101000&&CNTRY680,0,0
858,7320909000&&CNTRY825,0,0
859,8451290090&&CNTRY376,0,2
860,4821901000&&CNTRY376,0,2
861,5807901010&&CNTRY994,0,0
862,4009210040&&CNTRY962,0,0
863,4016930000&&CNTRY454,0,0
864,9027801100&&CNTRY976,0,0
865,4010320009&&CNTRY454,0,0
866,8536901020&&CNTRY825,0,0
867,8708999799&&CNTRY764,0,0
868,4821101000&&CNTRY859,0,0
869,6406201000&&CNTRY680,0,0
870,8547900003&&CNTRY652,0,0
871,8517699010&&CNTRY881,0,0
872,8207509000&&CNTRY713,0,0
873,4016995709&&CNTRY825,0,0
874,3924900008&&CNTRY376,0,0
875,3206497009&&CNTRY881,0,2
876,5806200000&&CNTRY652,0,2
877,7216990000&&CNTRY429,0,0
878,6109909099&&CNTRY765,0,0
879,8419190003&&CNTRY825,0,0
880,4819100000&&CNTRY123,0,0
881,8512309009&&CNTRY771,0,2
882,5401101600&&CNTRY994,0,0
883,5810929000&&CNTRY123,0,0
884,4107911011&&CNTRY454,0,0
885,8538909902&&CNTRY123,0,0
886,3926909799&&CNTRY376,0,0
887,6106909009&&CNTRY140,0,0
888,8421990090&&CNTRY846,0,0
889,3919900000&&CNTRY994,0,0
890,7318161090&&CNTRY837,0,0
891,8609009090&&CNTRY846,0,0
892,8501529090&&CNTRY236,0,0
893,5205260001&&CNTRY994,0,0
894,8704219941&&CNTRY994,0,0
895,4819100000&&CNTRY680,0,0
896,8704219190&&CNTRY139,0,0
897,8703229050&&CNTRY976,0,0
898,6205200009&&CNTRY825,0,0
899,2526200000&&CNTRY153,0,0
900,8523520000&&CNTRY680,0,0
901,8703242900&&CNTRY884,1,2
902,8714190000&&CNTRY680,1,2
903,7003120000&&CNTRY216,0,0
904,3302909000&&CNTRY546,0,0
905,8306210000&&CNTRY562,0,0
906,8704231924&&CNTRY920,0,0
907,9015900000&&CNTRY680,0,2
908,8702902097&&CNTRY680,0,0
909,8703331226&&CNTRY881,1,2
910,5007200000&&CNTRY389,0,2
911,8704231924&&CNTRY759,0,0
912,401200000&&CNTRY680,0,0
913,2204210000&&CNTRY554,0,0
914,8703900000&&CNTRY454,1,1
915,8703900000&&CNTRY562,1,2
916,3901900000&&CNTRY680,0,0
917,8504900000&&CNTRY680,0,0
918,8301600000&&CNTRY622,0,0
919,8703232232&&CNTRY376,0,0
920,6907900000&&CNTRY680,0,1
921,3921120000&&CNTRY364,0,0
922,7612900091&&CNTRY637,0,2
923,8703331124&&CNTRY379,0,0
924,2915500000&&CNTRY398,0,0
925,7010000000&&CNTRY562,0,0
926,2905120000&&CNTRY713,0,0
927,3919900000&&CNTRY680,0,0
928,8703242900&&CNTRY284,1,2
929,8546200000&&CNTRY759,0,0
930,8703221917&&CNTRY376,0,2
931,8704231924&&CNTRY562,0,0
932,3904220000&&CNTRY376,0,0
933,303790000&&CNTRY351,0,0
934,8471600069&&CNTRY376,0,0
935,8471800089&&CNTRY311,0,2
936,8703332100&&CNTRY846,0,0
937,9401900091&&CNTRY884,0,0
938,2820000000&&CNTRY398,0,0
939,7326909099&&CNTRY680,0,0
940,7314410000&&CNTRY759,0,0
941,4011200000&&CNTRY764,0,0
942,4005910000&&CNTRY680,0,0
943,8703222900&&CNTRY825,0,0
944,2204210000&&CNTRY615,0,0
945,3002100000&&CNTRY994,0,0
946,6217100000&&CNTRY454,0,0
947,8527130000&&CNTRY759,0,0
948,8704900099&&CNTRY680,0,0
949,6902900000&&CNTRY656,0,0
950,808100000&&CNTRY277,0,0
951,8703231226&&CNTRY680,0,0
952,8311200000&&CNTRY615,0,0
953,8415900091&&CNTRY277,0,0
954,7322190000&&CNTRY680,0,0
955,8481900000&&CNTRY825,0,0
956,8511100000&&CNTRY759,0,0
957,8708939009&&CNTRY994,0,0
958,2836200000&&CNTRY562,0,0
959,6104230001&&CNTRY527,0,2
960,8708999799&&CNTRY825,0,1
961,6117900009&&CNTRY376,0,0
962,8481809998&&CNTRY846,0,0
963,6217900003&&CNTRY123,0,0
964,3809910000&&CNTRY994,0,0
965,8422400009&&CNTRY930,0,2
966,6210101004&&CNTRY881,0,0
967,9603909910&&CNTRY389,0,0
968,8517120010&&CNTRY825,0,0
969,8409990009&&CNTRY825,0,1
970,7320909000&&CNTRY415,0,0
971,4911990099&&CNTRY558,0,2
972,5505105000&&CNTRY994,0,0
973,3905300000&&CNTRY994,0,0
974,5514420000&&CNTRY485,0,2
975,8431100003&&CNTRY376,0,0
976,910999909&&CNTRY994,0,0
977,7318159050&&CNTRY123,0,2
978,5401101200&&CNTRY846,0,0
979,3824909620&&CNTRY316,0,0
980,8481209000&&CNTRY884,0,0
981,7214993990&&CNTRY480,0,2
982,5512991000&&CNTRY825,0,0
983,3302109000&&CNTRY562,0,0
984,4810923010&&CNTRY825,0,0
985,3919900000&&CNTRY376,0,0
986,4016995209&&CNTRY825,0,0
987,8703319090&&CNTRY680,0,2
988,3923299080&&CNTRY376,0,0
989,7318159050&&CNTRY917,0,0
990,9607190000&&CNTRY994,0,1
991,5210210001&&CNTRY994,0,0
992,1902199000&&CNTRY756,0,0
993,8419110001&&CNTRY846,0,2
994,8438109010&&CNTRY874,0,0
995,8415200000&&CNTRY994,0,0
996,8538909902&&CNTRY759,0,0
997,8441901000&&CNTRY747,0,0
998,8201300031&&CNTRY277,0,0
999,8703241128&&CNTRY398,0,0
1000,8703321922&&CNTRY764,0,0
1001,5607410000&&CNTRY277,0,0
1002,2501002000&&CNTRY376,0,0
1003,8703900000&&CNTRY917,0,0
1004,7314410000&&CNTRY680,0,0
1005,8703321922&&CNTRY546,0,0
1006,7400000000&&CNTRY709,0,0
1007,7604210000&&CNTRY188,0,0
1008,8703900000&&CNTRY771,0,2
1009,8544190000&&CNTRY759,0,0
1010,3207400000&&CNTRY785,0,2
1011,8709900000&&CNTRY454,0,0
1012,8701900092&&CNTRY994,0,0
1013,8412210000&&CNTRY622,0,2
1014,8702102029&&CNTRY349,0,2
1015,8703232926&&CNTRY562,1,2
1016,7901200000&&CNTRY454,0,0
1017,2936900000&&CNTRY759,0,0
1018,3307300000&&CNTRY680,0,0
1019,8703900000&&CNTRY785,0,2
1020,8419810000&&CNTRY884,0,0
1021,3402900000&&CNTRY653,0,0
1022,8703242200&&CNTRY615,0,0
1023,3907200000&&CNTRY376,0,0
1024,2915330000&&CNTRY759,0,2
1025,4818900000&&CNTRY188,0,0
1026,8703331124&&CNTRY846,0,0
1027,3912310000&&CNTRY759,0,2
1028,8703331124&&CNTRY884,0,2
1029,3902100000&&CNTRY311,1,2
1030,8704212025&&CNTRY653,0,0
1031,8501400000&&CNTRY759,0,0
1032,8429590000&&CNTRY376,0,2
1033,8703232124&&CNTRY759,1,2
1034,9504400000&&CNTRY527,0,0
1035,7310290000&&CNTRY168,0,2
1036,8308100000&&CNTRY759,0,0
1037,8703232225&&CNTRY994,0,0
1038,8704322000&&CNTRY277,1,2
1039,7318150000&&CNTRY846,0,2
1040,8703242100&&CNTRY653,0,0
1041,8705900000&&CNTRY393,0,0
1042,1001900000&&CNTRY759,0,0
1043,8703332100&&CNTRY328,0,2
1044,8703900000&&CNTRY216,0,2
1045,7323100000&&CNTRY376,1,2
1046,8703241128&&CNTRY139,0,0
1047,7210120000&&CNTRY837,0,0
1048,303790000&&CNTRY680,1,2
1049,8512200000&&CNTRY975,0,0
1050,3811290000&&CNTRY884,0,2
1051,5801900000&&CNTRY215,0,2
1052,8441800000&&CNTRY615,0,0
1053,9305990000&&CNTRY939,0,0
1054,8431490000&&CNTRY680,0,2
1055,305510052&&CNTRY188,0,2
1056,8703900000&&CNTRY920,0,2
1057,8302410000&&CNTRY759,0,0
1058,8704212025&&CNTRY263,0,0
1059,3926909799&&CNTRY263,0,0
1060,6217900003&&CNTRY376,0,0
1061,2009893891&&CNTRY171,0,0
1062,8208100000&&CNTRY994,0,0
1063,3926909229&&CNTRY976,1,2
1064,8418999020&&CNTRY837,0,2
1065,8481309909&&CNTRY994,0,0
1066,5209420000&&CNTRY376,0,0
1067,1001990004&&CNTRY554,0,2
1068,8425420090&&CNTRY759,0,0
1069,8547200000&&CNTRY825,0,0
1070,5903909900&&CNTRY764,0,2
1071,8541100000&&CNTRY713,0,2
1072,8452900009&&CNTRY976,0,0
1073,2106909898&&CNTRY962,0,0
1074,6406909099&&CNTRY376,0,1
1075,4821909000&&CNTRY555,0,0
1076,6909110090&&CNTRY759,0,0
1077,8716398090&&CNTRY846,0,0
1078,8452300000&&CNTRY316,0,0
1079,4012902000&&CNTRY415,0,0
1080,8481900090&&CNTRY277,0,2
1081,8703329091&&CNTRY123,0,1
1082,9506620009&&CNTRY615,0,0
1083,6310100010&&CNTRY825,0,0
1084,3918109010&&CNTRY994,0,0
1085,8424100000&&CNTRY994,0,0
1086,3402209002&&CNTRY994,0,2
1087,4821909000&&CNTRY528,0,0
1088,4911101000&&CNTRY376,0,0
1089,8483608001&&CNTRY236,0,0
1090,3402909009&&CNTRY454,0,2
1091,8609001000&&CNTRY680,0,2
1092,8474310020&&CNTRY113,0,0
1093,5903909900&&CNTRY846,0,2
1094,8703229050&&CNTRY454,0,0
1095,6805200000&&CNTRY123,0,0
1096,7604291090&&CNTRY139,0,0
1097,3822000009&&CNTRY846,0,2
1098,8452900009&&CNTRY376,0,0
1099,8505902009&&CNTRY846,0,0
1100,8425420090&&CNTRY652,0,0
1101,2820909000&&CNTRY994,0,0
1102,8536699090&&CNTRY920,0,0
1103,8473308000&&CNTRY825,0,0
1104,8534009000&&CNTRY994,0,0
1105,4009310020&&CNTRY994,0,2
1106,8704219941&&CNTRY825,0,0
1107,8536303000&&CNTRY680,0,0
1108,5208520000&&CNTRY713,0,0
1109,9032102000&&CNTRY454,0,0
1110,5407699001&&CNTRY764,0,0
1111,9804000000&&CNTRY123,0,0
1112,7315111000&&CNTRY884,0,2
1113,8443321020&&CNTRY615,0,0
1114,4002390000&&CNTRY976,0,0
1115,2918210000&&CNTRY234,0,0
1116,4107911011&&CNTRY123,0,2
1117,8419200009&&CNTRY819,0,0
1118,8479908000&&CNTRY376,0,0
1119,8703222900&&CNTRY653,0,2
1120,8517180000&&CNTRY653,0,0
1121,2401200000&&CNTRY994,1,2
1122,9015800000&&CNTRY652,0,2
1123,8703322100&&CNTRY615,0,2
1124,8703331226&&CNTRY278,0,0
1125,6907900000&&CNTRY747,0,0
1126,8512200000&&CNTRY615,0,0
1127,3206110000&&CNTRY915,0,0
1128,8703321922&&CNTRY656,0,2
1129,7323100000&&CNTRY615,0,0
1130,2917350000&&CNTRY615,0,0
1131,8703331124&&CNTRY321,0,0
1132,9018190000&&CNTRY680,0,0
1133,8702101319&&CNTRY576,0,2
1134,2830100000&&CNTRY140,0,2
1135,8703242900&&CNTRY654,0,0
1136,7228500000&&CNTRY216,0,2
1137,7616999000&&CNTRY113,0,0
1138,2208300000&&CNTRY343,0,0
1139,8703231221&&CNTRY576,0,2
1140,808100000&&CNTRY881,1,2
1141,8704322000&&CNTRY615,1,2
1142,8703232926&&CNTRY527,0,0
1143,3925900000&&CNTRY454,0,2
1144,8703241128&&CNTRY216,0,0
1145,8711101000&&CNTRY680,0,0
1146,8702101319&&CNTRY454,2,2
1147,8507100000&&CNTRY615,0,0
1148,8703232124&&CNTRY376,0,0
1149,7315900000&&CNTRY747,0,2
1150,3004400000&&CNTRY284,0,2
1151,8484100000&&CNTRY234,0,0
1152,8703222900&&CNTRY321,0,2
1153,5204200000&&CNTRY759,1,2
1154,8703321922&&CNTRY558,0,0
1155,8703231119&&CNTRY277,1,2
1156,8422900000&&CNTRY376,0,0
1157,8702101216&&CNTRY756,0,2
1158,3004310000&&CNTRY263,0,0
1159,8703231119&&CNTRY264,0,0
1160,3921120000&&CNTRY652,0,2
1161,2903110000&&CNTRY759,0,0
1162,3403190000&&CNTRY637,0,2
1163,6907100000&&CNTRY615,0,0
1164,8703232926&&CNTRY284,0,0
1165,5204190000&&CNTRY994,0,0
1166,3907200000&&CNTRY759,1,2
1167,9507900000&&CNTRY825,0,0
1168,7210610000&&CNTRY759,0,0
1169,8467990000&&CNTRY125,0,0
1170,8423890000&&CNTRY759,0,0
1171,8528410000&&CNTRY491,0,0
1172,8702101319&&CNTRY825,1,2
1173,8703222900&&CNTRY277,2,2
1174,6804210000&&CNTRY785,0,2
1175,8506101912&&CNTRY825,0,0
1176,3921120000&&CNTRY615,0,0
1177,7604210000&&CNTRY364,0,0
1178,5506300000&&CNTRY576,0,0
1179,8537100000&&CNTRY376,0,0
1180,8214200000&&CNTRY846,0,0
1181,8703231119&&CNTRY284,0,0
1182,2906110000&&CNTRY133,0,0
1183,5402480000&&CNTRY622,0,0
1184,7017900000&&CNTRY859,0,0
1185,405100000&&CNTRY277,0,0
1186,8716909000&&CNTRY759,0,0
1187,8703222100&&CNTRY680,0,2
1188,8704900099&&CNTRY863,0,2
1189,8533210000&&CNTRY454,0,0
1190,8523492510&&CNTRY825,0,2
1191,8418999039&&CNTRY454,0,0
1192,4010390091&&CNTRY376,0,0
1193,8716800009&&CNTRY335,0,2
1194,5208510000&&CNTRY376,0,0
1195,5511200000&&CNTRY654,0,0
1196,5402330000&&CNTRY846,0,2
1197,8419190009&&CNTRY652,0,0
1198,3301294110&&CNTRY747,0,0
1199,5209420000&&CNTRY701,0,0
1200,7017900000&&CNTRY123,0,0
1201,8501310001&&CNTRY123,0,0
1202,8205598009&&CNTRY123,0,0
1203,2712201090&&CNTRY771,0,0
1204,6006240000&&CNTRY376,0,0
1205,3926909779&&CNTRY615,0,0
1206,604901900&&CNTRY652,0,2
1207,3917109000&&CNTRY390,0,2
1208,8207909900&&CNTRY317,0,0
1209,6307909809&&CNTRY994,0,0
1210,8426300000&&CNTRY653,0,0
1211,6702900009&&CNTRY364,0,0
1212,6217100003&&CNTRY316,0,2
1213,7324900020&&CNTRY409,0,0
1214,8536105001&&CNTRY825,0,0
1215,8443321020&&CNTRY316,0,0
1216,8538909902&&CNTRY874,0,0
1217,8421990020&&CNTRY680,1,2
1218,3304200000&&CNTRY747,0,0
1219,8421990020&&CNTRY123,0,0
1220,8421310000&&CNTRY123,0,0
1221,2905449900&&CNTRY843,0,2
1222,8708299009&&CNTRY680,0,2
1223,8504409090&&CNTRY994,0,0
1224,4821909000&&CNTRY123,0,1
1225,8446300000&&CNTRY389,0,0
1226,8704219969&&CNTRY976,0,0
1227,7019520000&&CNTRY125,0,2
1228,3926909779&&CNTRY825,0,2
1229,8504409090&&CNTRY825,0,2
1230,6211390094&&CNTRY785,0,0
1231,2844408001&&CNTRY123,0,0
1232,8542319090&&CNTRY123,0,0
1233,8708309102&&CNTRY234,0,2
1234,8442508092&&CNTRY920,0,0
1235,2710194890&&CNTRY123,0,2
1236,9031908500&&CNTRY123,0,0
1237,8703229050&&CNTRY123,0,0
1238,5208190000&&CNTRY615,0,0
1239,8482109000&&CNTRY680,0,2
1240,8716800009&&CNTRY764,0,0
1241,4016910000&&CNTRY407,0,0
1242,8702902099&&CNTRY884,0,0
1243,8536500000&&CNTRY976,0,0
1244,8716809000&&CNTRY653,0,0
1245,4011200000&&CNTRY759,1,2
1246,8703900000&&CNTRY975,0,0
1247,8704322000&&CNTRY881,0,0
1248,3812300000&&CNTRY830,0,0
1249,8421220029&&CNTRY680,0,0
1250,6805200000&&CNTRY759,0,0
1251,3004200000&&CNTRY759,0,0
1252,9608200000&&CNTRY713,0,2
1253,8545110000&&CNTRY859,0,0
1254,8481300000&&CNTRY825,0,0
1255,8431310000&&CNTRY884,0,0
1256,8703232225&&CNTRY644,0,0
1257,8703241932&&CNTRY680,0,2
1258,7411290000&&CNTRY322,0,0
1259,8409910000&&CNTRY555,0,0
1260,8483400000&&CNTRY866,0,0
1261,2710000000&&CNTRY277,0,0
1262,4016910000&&CNTRY351,0,0
1263,8703232926&&CNTRY622,0,0
1264,9022140000&&CNTRY558,0,0
1265,1107200000&&CNTRY252,0,0
1266,4802570000&&CNTRY317,0,0
1267,8536500000&&CNTRY759,0,0
1268,8308900000&&CNTRY576,0,0
1269,4800000000&&CNTRY277,0,0
1270,8703232225&&CNTRY615,1,2
1271,3824400000&&CNTRY378,0,0
1272,3002300000&&CNTRY398,0,0
1273,5604100000&&CNTRY376,0,0
1274,2103909091&&CNTRY454,0,0
1275,8703221920&&CNTRY376,0,2
1276,3002200000&&CNTRY376,0,0
1277,8701300000&&CNTRY866,0,0
1278,8703242900&&CNTRY277,0,2
1279,8703222900&&CNTRY284,0,0
1280,8711201000&&CNTRY644,0,0
1281,3402110012&&CNTRY615,0,0
1282,8702902099&&CNTRY713,0,0
1283,303510000&&CNTRY680,0,2
1284,4707300000&&CNTRY653,0,2
1285,3405100000&&CNTRY994,0,0
1286,8704212025&&CNTRY277,1,2
1287,2815120000&&CNTRY713,0,0
1288,2526200000&&CNTRY321,0,2
1289,8703331928&&CNTRY454,1,2
1290,305590059&&CNTRY866,0,0
1291,8462290000&&CNTRY759,0,0
1292,4418208000&&CNTRY825,0,0
1293,8452900009&&CNTRY123,0,0
1294,8704219969&&CNTRY171,0,2
1295,4016930000&&CNTRY680,0,0
1296,4821109000&&CNTRY215,0,0
1297,8544700000&&CNTRY652,0,0
1298,4821109000&&CNTRY123,0,1
1299,2710194790&&CNTRY825,0,0
1300,4901990095&&CNTRY837,0,0
1301,4816900001&&CNTRY846,0,0
1302,8481809998&&CNTRY994,0,0
1303,3215900094&&CNTRY264,0,0
1304,8536908591&&CNTRY976,0,0
1305,8538909902&&CNTRY846,0,0
1306,6205200009&&CNTRY123,0,0
1307,8529109599&&CNTRY994,0,0
1308,3926100001&&CNTRY364,0,0
1309,4016995209&&CNTRY316,0,0
1310,4415202001&&CNTRY123,0,0
1311,3003200010&&CNTRY323,0,2
1312,6202920009&&CNTRY335,0,2
1313,8536901020&&CNTRY976,0,2
1314,2710124591&&CNTRY680,0,0
1315,7616999099&&CNTRY825,0,0
1316,8302411004&&CNTRY652,0,2
1317,8421990020&&CNTRY454,0,0
1318,8708309904&&CNTRY376,0,0
1319,8467890002&&CNTRY716,0,0
1320,9018120000&&CNTRY747,0,0
1321,4105301000&&CNTRY863,0,0
1322,8544300090&&CNTRY680,0,2
1323,9004109190&&CNTRY393,0,2
1324,8518309500&&CNTRY846,0,0
1325,5807101010&&CNTRY825,0,0
1326,4016930000&&CNTRY456,0,0
1327,9402900011&&CNTRY123,0,2
1328,8504900500&&CNTRY994,0,0
1329,8421990020&&CNTRY825,0,2
1330,8409990009&&CNTRY652,0,0
1331,4009320090&&CNTRY527,0,0
1332,5402330000&&CNTRY976,0,0
1333,4819100000&&CNTRY485,0,0
1334,2306901900&&CNTRY376,0,0
1335,8544300090&&CNTRY994,0,0
1336,3917320009&&CNTRY680,0,0
1337,7616999099&&CNTRY652,1,2
1338,8466209100&&CNTRY917,0,2
1339,7323100000&&CNTRY311,0,0
1340,5901900000&&CNTRY351,0,0
1341,8501100000&&CNTRY376,0,0
1342,3920610000&&CNTRY976,0,2
1343,3815900000&&CNTRY153,0,2
1344,8430490000&&CNTRY759,0,0
1345,8528590000&&CNTRY866,0,2
1346,8703241136&&CNTRY317,0,0
1347,8703241128&&CNTRY825,0,2
1348,8473300000&&CNTRY364,0,0
1349,8704231122&&CNTRY454,0,2
1350,8703900000&&CNTRY429,0,0
1351,3210000000&&CNTRY278,0,0
1352,7318160000&&CNTRY825,0,0
1353,6505900000&&CNTRY113,0,0
1354,8436990000&&CNTRY680,0,2
1355,303510000&&CNTRY407,0,2
1356,8703231221&&CNTRY349,0,0
1357,8311200000&&CNTRY215,0,2
1358,2806100000&&CNTRY680,0,0
1359,3920990000&&CNTRY994,0,0
1360,8703321922&&CNTRY562,0,0
1361,5609000019&&CNTRY866,0,2
1362,8703321220&&CNTRY713,0,0
1363,8703222900&&CNTRY576,0,0
1364,4010310000&&CNTRY618,0,2
1365,8704231924&&CNTRY376,1,2
1366,4009110000&&CNTRY215,0,0
1367,8419900000&&CNTRY454,0,0
1368,8703332100&&CNTRY454,0,0
1369,5501300000&&CNTRY884,0,0
1370,3811210000&&CNTRY656,0,0
1371,2204290000&&CNTRY837,0,0
1372,8473400000&&CNTRY376,0,0
1373,8704231122&&CNTRY576,0,0
1374,1001900000&&CNTRY284,0,0
1375,4106220000&&CNTRY994,0,0
1376,3207200000&&CNTRY615,0,0
1377,2932290000&&CNTRY825,0,2
1378,2202900099&&CNTRY311,0,2
1379,5407200021&&CNTRY654,0,0
1380,8704232000&&CNTRY527,0,0
1381,3901100000&&CNTRY454,0,0
1382,8703321922&&CNTRY881,0,0
1383,9405920000&&CNTRY317,0,0
1384,8473300000&&CNTRY881,0,0
1385,8703210011&&CNTRY576,0,2
1386,8703222900&&CNTRY884,1,2
1387,8703232926&&CNTRY576,0,2
1388,8703331226&&CNTRY277,1,2
1389,9506910000&&CNTRY959,0,0
1390,8517180000&&CNTRY846,0,0
1391,8207600000&&CNTRY407,0,0
1392,8467290000&&CNTRY393,0,2
1393,1904100000&&CNTRY759,0,0
1394,7308300000&&CNTRY881,0,0
1395,5801900000&&CNTRY884,0,0
1396,7607110000&&CNTRY654,0,0
1397,8528510000&&CNTRY138,0,0
1398,3904100000&&CNTRY846,0,0
1399,8413919000&&CNTRY554,0,0
1400,2204210000&&CNTRY622,0,0
1401,709590000&&CNTRY680,0,2
1402,4810220023&&CNTRY680,0,0
1403,3810000000&&CNTRY680,0,0
1404,8421290000&&CNTRY994,0,0
1405,2102300000&&CNTRY168,0,0
1406,6804220000&&CNTRY277,0,0
1407,5801900000&&CNTRY454,0,0
1408,5806321090&&CNTRY709,0,2
1409,2931200000&&CNTRY438,0,0
1410,6217100009&&CNTRY846,0,0
1411,8203200004&&CNTRY825,0,0
1412,3919900000&&CNTRY123,0,2
1413,6004100000&&CNTRY825,0,2
1414,8544429011&&CNTRY994,1,2
1415,8532240000&&CNTRY713,0,0
1416,6203120009&&CNTRY415,0,2
1417,8547200000&&CNTRY123,0,0
1418,7216990000&&CNTRY980,0,0
1419,2902500000&&CNTRY376,0,0
1420,8708939009&&CNTRY976,0,2
1421,8536908599&&CNTRY846,0,0
1422,3920102802&&CNTRY976,0,0
1423,8501310001&&CNTRY680,0,0
1424,8452300000&&CNTRY376,0,2
1425,8716400009&&CNTRY123,0,2
1426,3926909799&&CNTRY123,0,0
1427,8708309103&&CNTRY113,0,0
1428,2710194790&&CNTRY976,0,2
1429,6406909099&&CNTRY976,0,2
1430,4009110011&&CNTRY680,0,2
1431,3004900019&&CNTRY376,0,0
1432,3208209019&&CNTRY209,0,0
1433,8523529019&&CNTRY558,0,2
1434,8512200092&&CNTRY825,0,0
1435,8536901020&&CNTRY376,0,0
1436,9801000000&&CNTRY184,0,0
1437,8418690080&&CNTRY994,0,2
