,IMPORTER.TIN,IMPORTER.TIN_illicit_Qsum,IMPORTER.TIN_illicit_Qrate
1112,IMP582709,0,0
1113,IMP413706,0,2
1114,IMP628622,0,0
1115,IMP855656,0,0
1116,IMP714552,1,3
1117,IMP396753,1,2
1118,IMP259619,0,0
1119,IMP976551,0,0
1120,IMP229772,1,3
1121,IMP979830,1,3
1122,IMP204444,1,3
1123,IMP889780,0,0
1124,IMP540105,0,3
1125,IMP889294,0,3
1126,IMP773332,0,3
1127,IMP105423,0,0
1128,IMP489440,0,0
1129,IMP770581,0,0
1130,IMP693474,0,0
1131,IMP164293,2,2
1132,IMP552497,0,3
1133,IMP663885,0,0
1134,IMP616320,0,3
1135,IMPO12359,2,1
1136,IMPO15540,0,3
1137,IMPO19054,0,3
1138,IMPO10131,0,3
1139,IMPO12167,1,2
1140,IMPO18450,3,2
1141,IMPO14407,0,0
1142,IMPO15365,0,0
1143,IMPO15826,0,2
1144,IMPO11719,0,0
1145,IMPO16657,0,0
1146,IMPO15250,1,3
1147,IMPO10186,0,3
1148,IMPO16777,1,3
1149,IMPO11721,0,0
1150,IMPO10611,0,3
1151,IMPO13936,1,3
1152,IMPO18843,1,3
1153,IMPO12168,0,0
1154,IMPO11790,0,3
1155,IMPO14356,0,3
1156,IMPO15321,2,2
1157,IMPO19435,0,0
1158,IMPO15596,0,3
1159,IMPO18809,0,0
1160,IMPO16006,0,0
1161,IMPO17176,0,0
1162,IMPO14804,0,3
1163,IMPO19609,0,3
1164,IMPO10720,0,0
1165,IMPO19822,0,0
1166,IMPO18674,0,3
1167,IMP473021,0,0
1168,IMP223095,2,3
1169,IMP199945,0,0
1170,IMP254390,0,0
1171,IMP765606,0,0
1172,IMP174062,1,3
1173,IMP854085,0,3
1174,IMP226548,0,3
1175,IMP613508,0,3
1176,IMP476599,0,0
1177,IMP385111,0,0
1178,IMP544171,0,0
1179,IMP317376,0,0
1180,IMP664748,0,0
1181,IMP863756,0,0
1182,IMP276643,0,0
1183,IMP408418,1,3
1184,IMP828157,0,1
1185,IMP254827,0,0
1186,IMP351258,0,0
1187,IMP828641,0,0
1188,IMP564086,2,3
1189,IMP870823,0,0
1190,IMP778035,0,3
1191,IMP441077,0,0
1192,IMP294871,0,3
1193,IMP374994,0,3
1194,IMP577611,0,1
1195,IMP787636,0,3
1196,IMP379070,0,0
1197,IMP481736,0,3
1198,IMP300156,0,3
1199,IMP167197,0,3
1200,IMP829400,0,0
1201,IMP258662,0,3
1202,IMP261071,0,0
1203,IMP888665,0,0
1204,IMP803349,0,0
1205,IMP448340,0,3
1206,IMP274979,0,0
1207,IMP252964,0,0
1208,IMPO18420,0,2
1209,IMPO10980,0,0
1210,IMPO16228,0,0
1211,IMPO12341,0,0
1212,IMPO19372,0,0
1213,IMPO11458,0,0
1214,IMPO14141,0,3
1215,IMPO19074,1,3
1216,IMPO17021,0,3
1217,IMPO13571,2,3
1218,IMPO15690,0,3
1219,IMPO14696,0,3
1220,IMPO12267,0,0
1221,IMPO13644,1,3
1222,IMPO17820,0,0
1223,IMPO11361,0,0
1224,IMPO19175,0,0
1225,IMPO13030,0,0
1226,IMPO17004,0,0
1227,IMPO10293,1,3
1228,IMPO10856,1,3
1229,IMPO12086,0,3
1230,IMPO17068,1,3
1231,IMP395717,1,3
1232,IMP489907,0,3
1233,IMP547683,0,3
1234,IMP842735,1,3
1235,IMP840536,0,0
1236,IMP200423,1,3
1237,IMP302559,0,3
1238,IMP450378,0,3
1239,IMP763883,0,0
1240,IMP694830,0,3
1241,IMP678425,0,3
1242,IMP412168,0,3
1243,IMP275359,0,0
1244,IMP256392,1,3
1245,IMP316409,0,0
1246,IMP726296,0,3
1247,IMP993456,0,0
1248,IMP790356,0,0
1249,IMP729166,0,3
1250,IMP707179,0,3
1251,IMP744876,0,3
1252,IMP202596,0,3
1253,IMP677851,2,3
1254,IMP905104,0,0
1255,IMP271092,0,3
1256,IMP439161,1,3
1257,IMP184760,1,3
1258,IMP576525,0,0
1259,IMP259469,0,0
1260,IMP177414,0,0
1261,IMP192819,1,2
1262,IMP702688,0,0
1263,IMP738364,0,0
1264,IMP242815,0,0
1265,IMP640952,0,0
1266,IMP742870,0,3
1267,IMP484746,1,3
1268,IMP323752,0,0
1269,IMP869233,0,3
1270,IMP629110,0,0
1271,IMP854194,0,2
1272,IMP735275,0,0
1273,IMP715036,0,0
1274,IMP165337,0,3
1275,IMP844499,0,0
1276,IMP108282,0,0
1277,IMP739662,0,0
1278,IMP824564,0,3
1279,IMP377514,0,0
1280,IMP825731,0,0
1281,IMP375086,0,0
1282,IMP588189,0,0
1283,IMP766704,0,3
1284,IMP732071,0,0
1285,IMP984335,0,0
1286,IMP426649,0,0
1287,IMP556713,0,0
1288,IMP771272,1,3
1289,IMPO17589,1,3
1290,IMPO12772,2,3
1291,IMPO14151,1,3
1292,IMPO12591,0,0
1293,IMPO18647,1,3
1294,IMPO15922,0,0
1295,IMPO10067,1,3
1296,IMPO12031,0,0
1297,IMPO15629,1,2
1298,IMPO14730,1,1
1299,IMPO13783,1,0
1300,IMPO12965,0,3
1301,IMPO14122,1,3
1302,IMPO14879,1,3
1303,IMPO14431,1,3
1304,IMPO10548,0,3
1305,IMPO14900,0,3
1306,IMPO16473,1,3
1307,IMPO15573,1,3
1308,IMPO16442,0,3
1309,IMPO12763,0,0
1310,IMPO13032,0,3
1311,IMPO10421,1,3
1312,IMPO13049,0,0
1313,IMPO19378,0,0
1314,IMPO15281,0,0
1315,IMPO13214,1,3
1316,IMPO13673,1,3
1317,IMPO11390,0,0
1318,IMPO11475,0,3
1319,IMPO17143,0,2
1320,IMPO19138,0,3
1321,IMPO18193,2,3
1322,IMPO19189,0,3
1323,IMPO16571,0,3
1324,IMP256105,0,0
1325,IMP672974,0,0
1326,IMP681252,0,3
1327,IMP379007,0,3
1328,IMP914319,1,3
1329,IMP424152,0,0
1330,IMP932966,0,0
1331,IMP310645,0,0
1332,IMP587940,0,0
1333,IMP330670,1,3
1334,IMP537987,0,3
1335,IMP692202,0,0
1336,IMP988590,0,0
1337,IMP629895,0,0
1338,IMP795959,0,0
1339,IMP127093,1,3
1340,IMP476478,1,3
1341,IMP696113,0,0
1342,IMP171643,0,0
1343,IMP886143,0,0
1344,IMP759571,0,3
1345,IMP553434,1,3
1346,IMP225665,0,3
1347,IMP141424,0,3
1348,IMP146414,1,3
1349,IMP487551,0,0
1350,IMP993681,0,0
1351,IMP542836,3,3
1352,IMP382598,0,3
1353,IMP864757,0,0
1354,IMP130331,0,0
1355,IMP976383,1,3
1356,IMP435680,0,0
1357,IMP663052,0,0
1358,IMP946352,0,0
1359,IMP491989,0,3
1360,IMP374094,0,0
1361,IMP804290,0,3
1362,IMP742634,1,3
1363,IMP767911,0,3
1364,IMP457760,1,3
1365,IMP319403,1,3
1366,IMP266466,1,3
1367,IMP347375,0,0
1368,IMP271206,0,0
1369,IMP955120,1,1
1370,IMP567295,0,0
1371,IMP631685,1,3
1372,IMP853108,0,0
1373,IMP505062,1,3
1374,IMP988418,0,3
1375,IMP552733,2,3
1376,IMP907824,1,3
1377,IMP598859,0,0
1378,IMPO15817,1,3
1379,IMPO12302,0,3
1380,IMPO15640,0,1
1381,IMPO14507,0,0
1382,IMPO17752,0,3
1383,IMPO19421,1,3
1384,IMPO18520,1,3
1385,IMPO18556,0,0
1386,IMPO17741,0,0
1387,IMPO13852,1,3
1388,IMPO16107,0,0
1389,IMPO15930,0,3
1390,IMPO17187,0,3
1391,IMPO13860,1,3
1392,IMPO16820,0,3
1393,IMPO16112,0,3
1394,IMPO13869,1,3
1395,IMPO16046,0,3
1396,IMPO18606,2,2
1397,IMPO16253,0,3
1398,IMPO13663,0,0
1399,IMPO16419,0,3
1400,IMPO13655,0,0
1401,IMPO15543,1,3
1402,IMPO14005,1,3
1403,IMPO12319,1,3
1404,IMPO15610,0,3
1405,IMPO16822,1,1
1406,IMPO13916,0,0
1407,IMPO17182,0,3
1408,IMPO13590,1,3
1409,IMPO17002,0,3
1410,IMPO16078,0,0
1411,IMPO11511,1,3
1412,IMPO17685,0,3
1413,IMP415401,0,3
1414,IMP498845,0,0
1415,IMP373346,1,3
1416,IMP166756,0,3
1417,IMP966381,0,3
1418,IMP970076,0,0
1419,IMP450812,0,0
1420,IMP690667,0,0
1421,IMP396995,1,3
1422,IMP933982,1,3
1423,IMP152501,1,2
1424,IMP940785,1,3
1425,IMP778744,0,3
1426,IMP749473,1,3
1427,IMP597459,0,3
1428,IMP413907,0,0
1429,IMP360533,0,3
1430,IMP643025,1,3
1431,IMP943450,0,0
1432,IMP664230,2,3
1433,IMP283289,0,3
1434,IMP107008,0,3
1435,IMP102011,0,0
1436,IMP391922,0,0
1437,IMP592790,1,3
1438,IMP800530,0,3
1439,IMP606300,0,2
1440,IMP222053,1,3
1441,IMP276221,1,3
1442,IMP227776,0,0
1443,IMP986890,0,3
1444,IMP854583,0,3
1445,IMP193967,0,0
1446,IMP458445,0,0
1447,IMP939499,1,3
1448,IMP958992,0,3
1449,IMP828971,0,0
1450,IMP969156,1,3
1451,IMP855525,0,3
1452,IMP896887,0,3
1453,IMP534243,1,3
1454,IMP724771,0,0
1455,IMP742495,2,3
1456,IMP570892,0,0
1457,IMP373673,0,0
1458,IMP276165,0,3
1459,IMP464186,0,0
1460,IMP419311,0,0
1461,IMP473730,0,0
1462,IMP483616,0,3
1463,IMP868025,0,0
1464,IMP915122,1,3
1465,IMP356035,0,0
1466,IMP236670,0,0
1467,IMP875316,0,0
1468,IMP286623,0,0
1469,IMP676797,0,0
1470,IMP132466,0,3
1471,IMP224450,0,3
1472,IMP700373,0,0
1473,IMP946237,0,0
1474,IMPO16895,0,3
1475,IMPO12317,0,3
1476,IMPO11492,0,0
1477,IMPO11598,1,3
1478,IMPO10915,0,0
1479,IMPO12891,1,3
1480,IMPO19667,0,0
1481,IMPO12592,0,0
1482,IMPO11459,1,3
1483,IMPO18321,0,3
1484,IMPO19041,0,3
1485,IMPO15697,0,0
1486,IMPO10848,0,3
1487,IMPO18056,0,3
1488,IMPO10270,0,0
1489,IMPO19546,0,3
1490,IMPO15524,1,3
1491,IMPO12637,1,3
1492,IMPO16106,0,3
1493,IMPO15732,1,2
1494,IMPO14477,0,0
1495,IMPO19946,1,3
1496,IMPO15814,1,3
1497,IMPO14440,0,3
1498,IMPO12612,1,3
1499,IMPO18297,0,0
1500,IMPO16235,1,2
1501,IMPO19774,1,3
1502,IMPO13156,1,3
1503,IMPO11629,1,3
1504,IMPO11512,0,0
1505,IMPO13719,1,3
1506,IMPO13771,0,0
1507,IMP385159,0,0
1508,IMP284826,0,3
1509,IMP971243,0,0
1510,IMP188460,0,3
1511,IMP987726,0,0
1512,IMP230531,1,3
1513,IMP101372,0,3
1514,IMP538574,0,0
1515,IMP518144,1,3
1516,IMP714950,0,0
1517,IMP403782,0,0
1518,IMP818757,1,3
1519,IMP708037,0,0
1520,IMP415876,0,0
1521,IMP131696,0,0
1522,IMP888096,0,3
1523,IMP517094,0,3
1524,IMP809433,1,3
1525,IMP163531,0,0
1526,IMP224246,0,0
1527,IMP177855,0,3
1528,IMP441025,0,3
1529,IMP708392,0,3
1530,IMP851078,0,3
1531,IMP591893,1,3
1532,IMP558544,1,3
1533,IMP740252,0,0
1534,IMP356872,0,0
1535,IMP907916,0,0
1536,IMP617714,0,0
1537,IMP821238,1,3
1538,IMP975269,0,3
1539,IMP610563,3,3
1540,IMP540666,0,3
1541,IMP803630,1,3
1542,IMP463585,0,0
1543,IMP406316,0,0
1544,IMPO19616,0,0
1545,IMPO13545,0,3
1546,IMPO10475,0,3
1547,IMPO13016,0,0
1548,IMPO16277,0,3
1549,IMPO11896,0,3
1550,IMPO12190,0,0
1551,IMPO11421,1,3
1552,IMPO10399,1,3
1553,IMPO13338,0,0
1554,IMPO18574,0,0
1555,IMPO13820,1,3
1556,IMPO17557,1,3
1557,IMPO10237,0,0
1558,IMPO16321,1,3
1559,IMPO16932,0,0
1560,IMPO16526,0,3
1561,IMPO13841,1,3
1562,IMPO11904,0,3
1563,IMPO18433,2,1
1564,IMPO19709,0,0
1565,IMPO17849,0,3
1566,IMPO12264,0,0
1567,IMPO10364,0,0
1568,IMPO11777,0,0
1569,IMPO12303,2,3
1570,IMPO11362,0,3
1571,IMPO16674,0,3
1572,IMPO11825,0,3
1573,IMPO15666,1,3
1574,IMPO17412,0,3
1575,IMPO10523,0,3
1576,IMPO17036,1,3
1577,IMPO19788,0,3
1578,IMPO13467,1,3
1579,IMPO19459,1,3
1580,IMPO10716,0,3
1581,IMPO16945,0,3
1582,IMP261620,0,0
1583,IMP887375,0,3
1584,IMP499777,0,2
1585,IMP753120,1,3
1586,IMP846617,1,3
1587,IMP460892,1,3
1588,IMP339757,0,0
1589,IMP241267,0,3
1590,IMP876362,0,0
1591,IMP120909,0,0
1592,IMP856029,0,0
1593,IMP327483,0,3
1594,IMP345456,1,3
1595,IMP565158,0,3
1596,IMP794784,0,3
1597,IMP747140,0,0
1598,IMP724139,0,3
1599,IMP628410,0,0
1600,IMP517665,0,3
1601,IMP964116,0,3
1602,IMP464584,0,0
1603,IMP775555,0,0
1604,IMP804930,0,3
1605,IMP715376,0,0
1606,IMP907197,0,0
1607,IMP551048,0,3
1608,IMP917522,0,3
1609,IMP101341,0,0
1610,IMP744560,0,0
1611,IMP673925,0,0
1612,IMP175824,0,3
1613,IMP370761,0,0
1614,IMP347217,0,0
1615,IMP231950,0,3
1616,IMP560338,0,0
1617,IMP822910,0,3
1618,IMP234653,0,0
1619,IMP274021,1,3
1620,IMP367028,0,3
1621,IMP763458,0,0
1622,IMP593490,0,3
1623,IMP386493,1,3
1624,IMP437845,0,0
1625,IMP296929,0,3
1626,IMPO16498,0,0
1627,IMPO16466,0,3
1628,IMPO14518,0,0
1629,IMPO11516,0,0
1630,IMPO14213,0,3
1631,IMPO15526,0,3
1632,IMPO15744,0,3
1633,IMPO12154,0,3
1634,IMPO16414,0,3
1635,IMPO12064,0,3
1636,IMPO15322,0,0
1637,IMPO16611,1,3
1638,IMPO10377,2,3
1639,IMPO16117,0,3
1640,IMPO16614,0,0
1641,IMPO19611,0,3
1642,IMPO18560,0,0
1643,IMPO11972,0,0
1644,IMPO16215,0,3
1645,IMPO17778,2,3
1646,IMPO14876,1,3
1647,IMPO18191,1,3
1648,IMPO15419,1,3
1649,IMPO18549,0,0
1650,IMPO17034,1,3
1651,IMPO10233,0,3
1652,IMPO17074,1,3
1653,IMP876427,0,0
1654,IMP816282,0,3
1655,IMP266921,0,3
1656,IMP955957,1,3
1657,IMP397262,0,3
1658,IMP534818,0,0
1659,IMP140110,0,0
1660,IMP896296,0,3
1661,IMP716258,0,3
1662,IMP223841,0,3
1663,IMP711339,1,3
1664,IMP667381,2,3
1665,IMP197918,0,3
1666,IMP741554,0,3
1667,IMP268979,0,0
1668,IMP548060,1,3
1669,IMP825428,0,3
1670,IMP207752,0,0
1671,IMP716596,0,0
1672,IMP604805,1,3
1673,IMP581389,0,0
1674,IMP714930,0,3
1675,IMP639119,0,3
1676,IMP166955,0,0
1677,IMP338941,0,3
1678,IMP800556,0,0
1679,IMP298548,0,0
1680,IMP395735,0,3
1681,IMP705441,0,3
1682,IMP795995,1,3
1683,IMP905509,0,0
1684,IMP502514,0,3
1685,IMP708256,0,0
1686,IMP518180,0,3
1687,IMP638144,1,3
1688,IMP297726,0,3
1689,IMP724423,0,3
1690,IMP638900,0,3
1691,IMP337911,0,0
1692,IMP380533,0,0
1693,IMP318856,0,0
1694,IMP629638,0,3
1695,IMP332183,0,3
1696,IMP709322,0,2
1697,IMP480541,0,0
1698,IMP420449,0,0
1699,IMP278083,0,3
1700,IMP904829,0,0
1701,IMP609571,0,0
1702,IMPO15905,3,3
1703,IMPO15592,1,3
1704,IMPO13185,0,0
1705,IMPO13897,0,0
1706,IMPO14593,1,3
1707,IMPO11184,0,3
1708,IMPO19526,0,0
1709,IMPO17439,0,3
1710,IMPO19716,1,3
1711,IMPO18748,0,3
1712,IMPO14186,0,0
1713,IMPO15516,1,3
1714,IMPO16834,0,3
1715,IMPO17287,0,2
1716,IMPO10371,1,3
1717,IMPO15834,0,3
1718,IMPO11299,1,1
1719,IMPO19572,2,3
1720,IMPO10482,1,3
1721,IMPO17152,1,3
1722,IMPO10125,0,0
1723,IMPO14335,1,3
1724,IMPO14904,1,3
1725,IMPO16983,1,3
1726,IMPO10774,0,0
1727,IMPO19981,2,3
1728,IMPO16111,0,0
1729,IMPO19643,0,3
1730,IMPO14878,0,3
1731,IMPO14462,1,3
1732,IMPO13876,0,0
1733,IMPO16344,0,3
1734,IMPO18655,0,0
1735,IMPO15382,0,3
1736,IMPO19089,0,3
1737,IMPO14588,0,3
1738,IMPO18936,2,3
1739,IMPO17243,0,3
1740,IMPO12020,1,3
1741,IMPO14749,1,3
1742,IMPO18720,0,3
1743,IMPO14656,0,3
1744,IMPO17075,1,3
1745,IMPO15081,0,0
1746,IMPO12988,0,0
1747,IMPO12147,0,3
1748,IMPO17044,0,0
1749,IMPO11814,0,3
1750,IMPO11365,0,0
1751,IMPO10417,0,0
1752,IMPO16650,0,0
1753,IMPO16962,2,1
1754,IMP178569,1,3
1755,IMP456428,1,3
1756,IMP329992,1,3
1757,IMP178281,0,0
1758,IMP806769,2,3
1759,IMP449354,1,3
1760,IMP845327,0,3
1761,IMP866794,0,0
1762,IMP729046,0,0
1763,IMP451907,1,3
1764,IMP566617,1,3
1765,IMP294548,0,0
1766,IMP147898,0,0
1767,IMP245961,0,0
1768,IMP375679,0,3
1769,IMP708459,0,3
1770,IMP668069,0,3
1771,IMP642741,0,0
1772,IMP113522,0,3
1773,IMP657482,0,0
1774,IMP720203,0,3
1775,IMP881486,0,3
1776,IMP656984,1,3
1777,IMP808102,1,3
1778,IMP132094,0,3
1779,IMP489006,0,0
1780,IMP650942,0,0
1781,IMP341853,0,0
1782,IMP429624,0,0
1783,IMP587055,0,3
1784,IMP152843,0,0
1785,IMP881541,0,0
1786,IMP810438,0,3
1787,IMP832050,1,3
1788,IMP508780,0,0
1789,IMP701732,0,0
1790,IMP887420,0,0
1791,IMP819631,0,0
1792,IMP693021,1,3
1793,IMP186758,0,0
1794,IMP423513,0,3
1795,IMP990136,0,0
1796,IMP774137,0,0
1797,IMP262507,0,0
1798,IMP743112,0,0
1799,IMP690595,1,3
1800,IMP539143,0,3
1801,IMP197383,0,0
1802,IMPO19366,1,3
1803,IMPO13025,1,3
1804,IMPO19744,1,3
1805,IMPO13776,0,3
1806,IMPO12920,0,3
1807,IMPO19217,1,3
1808,IMPO15967,0,3
1809,IMPO10063,0,0
1810,IMPO10826,0,3
1811,IMPO18670,0,3
1812,IMPO17491,1,3
1813,IMPO11818,0,3
1814,IMPO12608,0,0
1815,IMPO18931,0,0
1816,IMPO16613,1,3
1817,IMPO13684,1,3
1818,IMPO17937,0,3
1819,IMPO15290,0,3
1820,IMPO11981,1,3
1821,IMPO17871,1,3
1822,IMPO10185,1,3
1823,IMPO16369,0,3
1824,IMPO17017,0,0
1825,IMPO13026,0,3
1826,IMPO16798,1,3
1827,IMPO16934,0,0
1828,IMPO16787,0,3
1829,IMPO16548,1,3
1830,IMPO17285,0,0
1831,IMPO15431,0,3
1832,IMPO12468,1,3
1833,IMPO16949,0,0
1834,IMPO18128,0,3
1835,IMPO14917,0,0
1836,IMP389249,0,0
1837,IMP478997,0,3
1838,IMP429353,0,3
1839,IMP292931,0,0
1840,IMP722083,0,1
1841,IMP862923,0,0
1842,IMP447928,0,3
1843,IMP507732,0,3
1844,IMP616835,0,0
1845,IMP485882,0,3
1846,IMP392821,0,3
1847,IMP988361,0,0
1848,IMP775307,0,3
1849,IMP312876,1,3
1850,IMP747425,0,2
1851,IMP697732,0,0
1852,IMP533210,1,3
1853,IMP261529,1,3
1854,IMP746057,1,3
1855,IMP140113,0,3
1856,IMP749836,0,2
1857,IMP564214,0,0
1858,IMP261432,0,3
1859,IMP741923,0,3
1860,IMP215685,0,0
1861,IMP864177,1,3
1862,IMP604556,0,3
1863,IMP980243,0,3
1864,IMP207892,0,0
1865,IMP547136,0,3
1866,IMP100227,1,2
1867,IMP423878,2,3
1868,IMP745379,0,0
1869,IMP126499,0,3
1870,IMP887828,0,3
1871,IMP635444,0,0
1872,IMP710182,0,3
1873,IMP761769,0,3
1874,IMP229791,0,0
1875,IMP102036,0,0
1876,IMP918797,0,0
1877,IMP212181,0,2
1878,IMP113888,0,3
1879,IMP201133,1,3
1880,IMP701674,0,3
1881,IMP844677,0,0
1882,IMP712227,0,0
1883,IMP996899,0,0
1884,IMP560234,0,0
1885,IMP433685,1,3
1886,IMP559098,1,3
1887,IMP523123,0,0
1888,IMP302860,0,0
1889,IMP534181,0,3
1890,IMP855585,0,0
1891,IMP533518,0,3
1892,IMP690226,0,3
1893,IMP160972,0,0
1894,IMP517747,0,2
1895,IMP120658,0,3
1896,IMP489071,0,3
1897,IMP250739,0,3
1898,IMP405719,0,0
1899,IMPO15545,0,3
1900,IMPO16532,0,0
1901,IMPO19913,0,0
1902,IMPO15214,0,0
1903,IMPO18982,1,3
1904,IMPO11206,0,0
1905,IMPO18635,0,0
1906,IMPO11934,0,2
1907,IMPO15106,0,3
1908,IMPO15248,0,0
1909,IMPO17496,0,0
1910,IMPO16227,0,3
1911,IMPO11800,0,3
1912,IMPO15556,0,0
1913,IMPO18923,0,3
1914,IMPO14550,0,3
1915,IMPO14807,0,3
1916,IMPO10680,2,3
1917,IMPO17890,0,0
1918,IMPO12148,0,0
1919,IMPO17772,0,0
1920,IMPO16130,0,0
1921,IMPO16752,0,0
1922,IMPO11867,1,3
1923,IMPO14164,0,0
1924,IMPO15490,1,3
1925,IMPO16997,1,3
1926,IMPO14868,0,3
1927,IMPO11780,0,0
1928,IMPO14129,1,3
1929,IMPO12631,0,0
1930,IMPO11916,2,3
1931,IMPO13569,0,0
1932,IMPO14975,0,0
1933,IMPO13823,2,2
1934,IMPO19772,0,0
1935,IMPO12117,1,3
1936,IMPO18845,1,3
1937,IMPO14412,0,3
1938,IMPO12688,0,0
1939,IMPO18209,1,3
1940,IMPO16032,0,3
1941,IMPO13919,0,0
1942,IMPO15366,0,3
1943,IMPO16162,2,3
1944,IMPO10659,1,3
1945,IMPO19702,0,3
1946,IMPO10805,0,3
1947,IMPO12939,1,3
1948,IMPO12082,0,3
1949,IMPO14312,0,0
1950,IMPO13456,0,0
1951,IMP751748,0,0
1952,IMP972985,0,0
1953,IMP864971,0,3
1954,IMP905412,0,0
1955,IMP797982,0,3
1956,IMP601254,0,0
1957,IMP629436,0,3
1958,IMP712902,0,0
1959,IMP674439,0,3
1960,IMP291282,0,3
1961,IMP535522,0,0
1962,IMP114177,0,3
1963,IMP716310,0,3
1964,IMP934897,1,3
1965,IMP571433,0,3
1966,IMP920182,0,3
1967,IMP352341,1,3
1968,IMP324137,0,3
1969,IMP169109,1,3
1970,IMP532412,0,3
1971,IMP422523,0,3
1972,IMP989668,0,3
1973,IMP122463,1,3
1974,IMP570294,1,3
1975,IMP847086,0,0
1976,IMP615447,0,3
1977,IMP351910,0,0
1978,IMP278734,0,0
1979,IMP590063,0,0
1980,IMP130970,0,3
1981,IMP436451,0,3
1982,IMP362512,0,0
1983,IMP307868,0,3
1984,IMP370581,0,0
1985,IMP324253,0,0
1986,IMPO12751,0,3
1987,IMPO16772,0,3
1988,IMPO12383,1,3
1989,IMPO19246,1,3
1990,IMPO19436,1,3
1991,IMPO10145,0,3
1992,IMPO13558,0,3
1993,IMPO15016,0,2
1994,IMPO10857,1,3
1995,IMPO17208,0,3
1996,IMPO19930,0,0
1997,IMPO16061,0,0
1998,IMPO14969,0,3
1999,IMPO18135,0,0
2000,IMPO16296,0,3
2001,IMPO14228,0,0
2002,IMPO18343,1,3
2003,IMPO12072,0,0
2004,IMPO18925,0,0
2005,IMPO13524,0,3
2006,IMPO12916,0,0
2007,IMPO18856,0,3
2008,IMPO17318,0,3
2009,IMPO12244,1,3
2010,IMPO11691,1,1
2011,IMPO11833,1,3
2012,IMPO17145,0,0
2013,IMPO17037,1,3
2014,IMPO14039,0,3
2015,IMPO18722,0,3
2016,IMPO12894,1,3
2017,IMP807494,0,3
2018,IMP451798,0,0
2019,IMP989743,0,0
2020,IMP511484,0,0
2021,IMP684234,0,3
2022,IMP274754,0,0
2023,IMP155855,0,3
2024,IMP943483,0,3
2025,IMP771455,1,3
2026,IMP434478,1,3
2027,IMP583434,0,0
2028,IMP837224,0,0
2029,IMP923827,2,3
2030,IMP850017,0,0
2031,IMP786126,0,3
2032,IMP473910,0,3
2033,IMP348115,0,3
2034,IMP216434,0,0
2035,IMP563861,0,0
2036,IMP242995,0,3
2037,IMP502946,0,0
2038,IMP818813,0,3
2039,IMP922760,0,0
2040,IMP206045,0,3
2041,IMP802164,1,3
2042,IMP866215,0,3
2043,IMP223189,0,0
2044,IMP994093,0,3
2045,IMP797339,0,0
2046,IMP550416,0,0
2047,IMP852143,0,0
2048,IMP207075,0,0
2049,IMP479954,0,0
2050,IMP741202,0,0
2051,IMP775916,0,0
2052,IMP196327,1,3
2053,IMP726701,0,0
2054,IMPO12277,1,3
2055,IMPO17587,0,3
2056,IMPO11145,0,3
2057,IMPO11642,0,3
2058,IMPO13473,2,3
2059,IMPO13850,1,3
2060,IMPO10259,0,3
2061,IMPO17158,0,3
2062,IMPO14056,0,3
2063,IMPO15328,1,3
2064,IMPO19223,0,0
2065,IMPO18661,0,3
2066,IMPO17121,1,3
2067,IMPO17967,0,0
2068,IMPO17667,1,3
2069,IMPO14064,1,3
2070,IMPO11079,0,0
2071,IMPO10854,0,0
2072,IMPO14972,0,0
2073,IMPO13372,0,3
2074,IMPO11712,1,3
2075,IMPO11028,0,0
2076,IMPO13853,0,3
2077,IMP686791,0,3
2078,IMP482794,0,3
2079,IMP653051,1,3
2080,IMP683279,0,3
2081,IMP356382,0,0
2082,IMP747831,0,3
2083,IMP843312,0,0
2084,IMP209910,0,0
2085,IMP495513,0,3
2086,IMP243864,2,3
2087,IMP801797,0,0
2088,IMP577269,0,0
2089,IMP851943,0,0
2090,IMP591656,0,3
2091,IMP850412,0,0
2092,IMP537641,0,0
2093,IMP756503,0,0
2094,IMP915081,0,0
2095,IMP296569,0,0
2096,IMP184304,0,3
2097,IMP284366,0,0
2098,IMP514440,0,0
2099,IMP690700,2,3
2100,IMP215340,0,0
2101,IMP625406,0,2
2102,IMP648771,0,3
2103,IMP214877,0,0
2104,IMP389668,0,0
2105,IMP633760,0,0
2106,IMP573882,0,0
2107,IMP175097,0,3
2108,IMP944921,1,3
2109,IMP946995,0,3
2110,IMP391135,0,0
2111,IMPO10323,0,0
2112,IMPO16635,0,3
2113,IMPO15535,1,3
2114,IMPO18529,2,3
2115,IMPO17440,0,0
2116,IMPO11571,0,3
2117,IMPO19906,0,0
2118,IMPO10993,0,0
2119,IMPO10905,0,3
2120,IMPO13749,0,0
2121,IMPO11350,0,0
2122,IMPO19273,1,3
2123,IMPO14429,0,0
2124,IMPO10783,0,0
2125,IMPO15046,2,3
2126,IMPO14552,0,0
2127,IMPO16486,1,3
2128,IMPO13903,1,3
2129,IMPO17123,0,3
2130,IMPO11414,0,0
2131,IMPO19876,3,3
2132,IMPO14772,0,3
2133,IMPO19137,0,3
2134,IMPO16702,0,0
2135,IMPO11958,2,2
2136,IMPO18888,0,3
2137,IMPO17354,1,3
2138,IMPO17559,0,3
2139,IMPO12768,2,3
2140,IMPO13347,1,3
2141,IMPO13266,1,3
2142,IMPO11110,0,2
2143,IMPO18747,2,3
2144,IMPO13112,1,3
2145,IMPO10316,0,0
2146,IMPO18447,0,3
2147,IMPO12346,0,3
2148,IMPO17051,1,3
2149,IMPO18681,1,3
