,IMPORTER.TIN&&ORIGIN.CODE,IMPORTER.TIN&&ORIGIN.CODE_illicit_Qsum,IMPORTER.TIN&&ORIGIN.CODE_illicit_Qrate
678,IMP206242&&CNTRY680,0,0
679,IMP606875&&CNTRY680,0,0
680,IMP154351&&CNTRY680,1,1
681,IMP461608&&CNTRY680,0,0
682,IMP434684&&CNTRY884,0,0
683,IMP691078&&CNTRY680,0,1
684,IMP934273&&CNTRY615,0,0
685,IMP294555&&CNTRY825,0,0
686,IMP752126&&CNTRY385,0,0
687,IMP720753&&CNTRY680,1,0
688,IMP863463&&CNTRY680,0,0
689,IMP404197&&CNTRY680,0,0
690,IMP795744&&CNTRY680,0,1
691,IMP187612&&CNTRY680,1,1
692,IMP677211&&CNTRY680,0,0
693,IMP987414&&CNTRY680,1,1
694,IMP643203&&CNTRY615,0,1
695,IMP130305&&CNTRY680,0,0
696,IMP456549&&CNTRY680,0,0
697,IMP310321&&CNTRY680,1,1
698,IMP361374&&CNTRY680,1,1
699,IMP464187&&CNTRY263,0,0
700,IMP268981&&CNTRY150,0,0
701,IMP722809&&CNTRY701,0,0
702,IMP124597&&CNTRY653,0,0
703,IMP648653&&CNTRY759,0,0
704,IMP922219&&CNTRY680,0,0
705,IMP358915&&CNTRY615,0,0
706,IMP468811&&CNTRY615,0,0
707,IMP494993&&CNTRY680,0,0
708,IMP585253&&CNTRY759,0,0
709,IMP267369&&CNTRY994,0,0
710,IMP284988&&CNTRY376,0,0
711,IMP446948&&CNTRY528,0,0
712,IMP488686&&CNTRY884,0,0
713,IMP351195&&CNTRY615,0,0
714,IMP720753&&CNTRY819,0,0
715,IMP243487&&CNTRY759,0,0
716,IMP546339&&CNTRY615,0,0
717,IMP294853&&CNTRY759,0,0
718,IMP606875&&CNTRY376,0,1
719,IMP822166&&CNTRY680,0,0
720,IMP610620&&CNTRY759,0,0
721,IMP341752&&CNTRY680,0,0
722,IMP555305&&CNTRY680,0,0
723,IMP554100&&CNTRY759,0,0
724,IMP845208&&CNTRY680,0,1
725,IMP402491&&CNTRY680,0,0
726,IMP705447&&CNTRY825,0,0
727,IMP759377&&CNTRY376,0,1
728,IMP579050&&CNTRY351,0,0
729,IMP932066&&CNTRY376,0,0
730,IMP447237&&CNTRY376,0,0
731,IMP589573&&CNTRY680,0,0
732,IMP108297&&CNTRY379,0,0
733,IMP591216&&CNTRY454,0,0
734,IMP546397&&CNTRY528,0,0
735,IMP884593&&CNTRY680,0,0
736,IMP280692&&CNTRY759,1,1
737,IMP377749&&CNTRY759,0,0
738,IMP776989&&CNTRY759,0,0
739,IMP112688&&CNTRY680,0,1
740,IMP675495&&CNTRY759,0,0
741,IMP480388&&CNTRY680,0,0
742,IMP909394&&CNTRY759,0,1
743,IMP680100&&CNTRY759,0,0
744,IMP238427&&CNTRY713,0,0
745,IMP129307&&CNTRY576,0,0
746,IMP445164&&CNTRY759,0,1
747,IMP142564&&CNTRY680,0,1
748,IMP589573&&CNTRY759,1,1
749,IMP451441&&CNTRY713,0,0
750,IMP720753&&CNTRY376,0,1
751,IMP555305&&CNTRY454,0,1
752,IMP152015&&CNTRY759,1,1
753,IMP917839&&CNTRY680,0,1
754,IMP165224&&CNTRY759,0,0
755,IMP944455&&CNTRY825,0,1
756,IMP829675&&CNTRY680,0,0
757,IMP206242&&CNTRY376,0,0
758,IMP488219&&CNTRY759,0,1
759,IMP826145&&CNTRY680,0,0
760,IMP368114&&CNTRY759,0,0
761,IMP152810&&CNTRY680,0,0
762,IMP307828&&CNTRY759,1,1
763,IMP960205&&CNTRY680,0,0
764,IMP648653&&CNTRY884,0,0
765,IMP261031&&CNTRY323,0,0
766,IMP665827&&CNTRY277,0,0
767,IMP475311&&CNTRY680,0,1
768,IMP351195&&CNTRY680,1,1
769,IMP208220&&CNTRY317,0,0
770,IMP444962&&CNTRY415,0,1
771,IMP309416&&CNTRY680,0,1
772,IMP173637&&CNTRY615,0,0
773,IMP830465&&CNTRY884,0,0
774,IMP450852&&CNTRY713,0,0
775,IMP785954&&CNTRY343,0,0
776,IMP244709&&CNTRY615,0,1
777,IMP226111&&CNTRY680,1,1
778,IMP110489&&CNTRY881,0,0
779,IMP294853&&CNTRY376,0,0
780,IMP992026&&CNTRY680,0,0
781,IMP616173&&CNTRY680,1,1
782,IMP428962&&CNTRY376,0,0
783,IMP805968&&CNTRY454,0,0
784,IMP393792&&CNTRY830,0,0
785,IMP199358&&CNTRY759,0,1
786,IMP324025&&CNTRY454,0,0
787,IMP860577&&CNTRY759,0,0
788,IMP280692&&CNTRY317,0,0
789,IMP880869&&CNTRY830,0,1
790,IMP393792&&CNTRY680,0,0
791,IMP184197&&CNTRY615,0,0
792,IMP557327&&CNTRY759,0,1
793,IMP380484&&CNTRY385,0,0
794,IMP555103&&CNTRY747,0,0
795,IMP934643&&CNTRY994,0,0
796,IMP530357&&CNTRY759,0,0
797,IMP143460&&CNTRY680,0,1
798,IMP655954&&CNTRY680,0,1
799,IMP878846&&CNTRY759,0,1
800,IMP602902&&CNTRY680,0,1
801,IMP171493&&CNTRY277,0,0
802,IMP435108&&CNTRY680,0,0
803,IMP286665&&CNTRY680,0,1
804,IMP259858&&CNTRY859,0,1
805,IMP995522&&CNTRY615,0,0
806,IMP327159&&CNTRY376,1,1
807,IMP671861&&CNTRY680,0,0
808,IMP764499&&CNTRY884,0,0
809,IMP397513&&CNTRY680,0,0
810,IMP853002&&CNTRY920,0,0
811,IMP397350&&CNTRY759,0,0
812,IMP293794&&CNTRY680,0,0
813,IMP447299&&CNTRY680,1,1
814,IMP396712&&CNTRY759,0,0
815,IMP165224&&CNTRY713,0,0
816,IMP165827&&CNTRY680,0,0
817,IMP306129&&CNTRY680,1,1
818,IMP720986&&CNTRY615,0,0
819,IMP386453&&CNTRY680,0,0
820,IMP766914&&CNTRY322,0,0
821,IMP528057&&CNTRY615,0,0
822,IMP717735&&CNTRY680,0,1
823,IMP818040&&CNTRY680,0,0
824,IMP602882&&CNTRY759,0,0
825,IMP829690&&CNTRY680,0,0
826,IMP781588&&CNTRY680,1,1
827,IMP905084&&CNTRY277,0,1
828,IMP551855&&CNTRY884,0,0
829,IMP243951&&CNTRY376,0,0
830,IMP522479&&CNTRY759,0,1
831,IMP822061&&CNTRY615,0,1
832,IMP805968&&CNTRY680,0,0
833,IMP832851&&CNTRY680,0,0
834,IMP326043&&CNTRY680,0,0
835,IMPO14947&&CNTRY528,0,0
836,IMPO11016&&CNTRY825,0,1
837,IMPO18902&&CNTRY884,0,0
838,IMPO14334&&CNTRY153,0,0
839,IMPO13921&&CNTRY713,0,1
840,IMPO10462&&CNTRY123,0,0
841,IMPO17010&&CNTRY276,0,0
842,IMPO18806&&CNTRY976,0,1
843,IMPO15520&&CNTRY376,0,1
844,IMPO17462&&CNTRY881,0,0
845,IMPO15253&&CNTRY652,0,0
846,IMPO16995&&CNTRY846,0,0
847,IMPO14414&&CNTRY376,0,0
848,IMPO14713&&CNTRY376,0,1
849,IMPO15501&&CNTRY825,0,1
850,IMPO18350&&CNTRY680,0,0
851,IMPO11075&&CNTRY994,0,0
852,IMPO16622&&CNTRY825,0,0
853,IMPO13181&&CNTRY825,0,0
854,IMPO15272&&CNTRY994,0,1
855,IMPO18472&&CNTRY376,0,0
856,IMPO13548&&CNTRY976,0,0
857,IMPO16786&&CNTRY454,0,0
858,IMPO16042&&CNTRY825,0,1
859,IMPO10541&&CNTRY976,0,1
860,IMPO12146&&CNTRY994,0,0
861,IMPO19613&&CNTRY994,0,0
862,IMPO13548&&CNTRY994,0,0
863,IMPO10462&&CNTRY764,0,0
864,IMPO12355&&CNTRY747,0,1
865,IMPO18782&&CNTRY480,0,0
866,IMPO18898&&CNTRY994,0,0
867,IMPO13238&&CNTRY994,0,0
868,IMPO18364&&CNTRY454,0,0
869,IMPO14757&&CNTRY825,0,0
870,IMPO13927&&CNTRY846,0,0
871,IMPO15403&&CNTRY994,0,0
872,IMPO17725&&CNTRY376,0,0
873,IMPO12200&&CNTRY284,0,0
874,IMPO16428&&CNTRY376,1,1
875,IMPO14713&&CNTRY652,0,0
876,IMPO12616&&CNTRY376,0,0
877,IMPO17088&&CNTRY994,0,0
878,IMPO16887&&CNTRY994,0,0
879,IMPO12931&&CNTRY770,0,0
880,IMPO12551&&CNTRY846,0,0
881,IMPO18158&&CNTRY680,0,1
882,IMPO12657&&CNTRY709,0,0
883,IMPO19255&&CNTRY920,0,0
884,IMPO13696&&CNTRY825,0,0
885,IMPO17368&&CNTRY994,0,0
886,IMPO13208&&CNTRY976,0,0
887,IMPO16620&&CNTRY759,0,0
888,IMPO12721&&CNTRY429,0,0
889,IMPO16166&&CNTRY654,0,0
890,IMPO11016&&CNTRY976,0,0
891,IMPO17769&&CNTRY920,0,0
892,IMPO12986&&CNTRY959,0,1
893,IMPO13482&&CNTRY323,0,0
894,IMPO14627&&CNTRY994,0,0
895,IMPO11016&&CNTRY994,0,0
896,IMPO11483&&CNTRY652,0,0
897,IMPO13849&&CNTRY576,0,1
898,IMPO12743&&CNTRY689,0,0
899,IMPO12081&&CNTRY123,0,0
900,IMPO14035&&CNTRY376,0,0
901,IMPO10976&&CNTRY454,0,0
902,IMPO10210&&CNTRY994,1,1
903,IMPO12054&&CNTRY976,0,0
904,IMPO15955&&CNTRY652,0,1
905,IMPO17483&&CNTRY376,0,0
906,IMPO11762&&CNTRY846,0,1
907,IMP765281&&CNTRY994,0,0
908,IMP812435&&CNTRY873,0,1
909,IMP135970&&CNTRY576,0,0
910,IMP765832&&CNTRY759,0,0
911,IMP346186&&CNTRY376,0,0
912,IMP135970&&CNTRY680,0,1
913,IMP156950&&CNTRY376,0,0
914,IMP691536&&CNTRY759,0,0
915,IMP364620&&CNTRY654,0,1
916,IMP369394&&CNTRY168,0,0
917,IMP781895&&CNTRY576,0,0
918,IMP787442&&CNTRY680,0,1
919,IMP474316&&CNTRY884,0,0
920,IMP954081&&CNTRY884,0,0
921,IMP866356&&CNTRY680,0,0
922,IMP236573&&CNTRY615,0,0
923,IMP233628&&CNTRY759,1,1
924,IMP202790&&CNTRY385,0,0
925,IMP106237&&CNTRY376,0,1
926,IMP745344&&CNTRY976,0,1
927,IMP111521&&CNTRY881,0,0
928,IMP271556&&CNTRY376,0,1
929,IMP450969&&CNTRY680,0,0
930,IMP264139&&CNTRY562,0,0
931,IMP239374&&CNTRY680,0,0
932,IMP144148&&CNTRY874,0,0
933,IMP193943&&CNTRY680,0,0
934,IMP734391&&CNTRY994,0,0
935,IMP700544&&CNTRY709,0,1
936,IMP957444&&CNTRY407,0,1
937,IMP638175&&CNTRY680,0,0
938,IMP467914&&CNTRY846,0,0
939,IMP594435&&CNTRY748,0,0
940,IMP908451&&CNTRY680,0,0
941,IMP924304&&CNTRY680,0,1
942,IMP654182&&CNTRY376,0,0
943,IMP638175&&CNTRY376,1,1
944,IMP763548&&CNTRY759,1,1
945,IMP601072&&CNTRY759,0,0
946,IMP132197&&CNTRY680,0,0
947,IMP326208&&CNTRY759,0,0
948,IMP506682&&CNTRY618,0,0
949,IMP358094&&CNTRY759,0,1
950,IMP678358&&CNTRY759,0,0
951,IMP511760&&CNTRY884,0,0
952,IMP712264&&CNTRY376,0,1
953,IMP468811&&CNTRY562,1,1
954,IMP739001&&CNTRY656,0,0
955,IMP306185&&CNTRY759,0,0
956,IMP280692&&CNTRY264,0,0
957,IMP247978&&CNTRY759,0,0
958,IMP775048&&CNTRY378,0,1
959,IMP832758&&CNTRY615,0,0
960,IMP450969&&CNTRY759,0,1
961,IMP596580&&CNTRY680,1,1
962,IMP351195&&CNTRY759,0,1
963,IMP656803&&CNTRY139,0,0
964,IMP294853&&CNTRY680,0,0
965,IMP910380&&CNTRY576,0,1
966,IMP554100&&CNTRY554,0,0
967,IMP703936&&CNTRY615,0,0
968,IMP894296&&CNTRY825,0,0
969,IMP243487&&CNTRY680,1,1
970,IMP352883&&CNTRY756,0,0
971,IMP165224&&CNTRY376,0,1
972,IMP138552&&CNTRY680,1,1
973,IMP142564&&CNTRY376,0,0
974,IMP830465&&CNTRY656,0,0
975,IMP416045&&CNTRY680,0,0
976,IMP765282&&CNTRY376,0,1
977,IMP810695&&CNTRY680,1,1
978,IMP703936&&CNTRY680,0,0
979,IMP366793&&CNTRY764,0,1
980,IMP944318&&CNTRY215,0,0
981,IMP397091&&CNTRY680,0,0
982,IMP428055&&CNTRY680,0,0
983,IMP703936&&CNTRY454,0,1
984,IMP709341&&CNTRY528,0,1
985,IMP447299&&CNTRY618,0,0
986,IMP781895&&CNTRY680,0,0
987,IMP839527&&CNTRY884,0,0
988,IMP849511&&CNTRY680,0,0
989,IMP609024&&CNTRY988,0,1
990,IMP766474&&CNTRY759,0,0
991,IMP793732&&CNTRY680,0,1
992,IMP150306&&CNTRY615,0,0
993,IMP237401&&CNTRY454,0,0
994,IMP358094&&CNTRY680,0,0
995,IMP207129&&CNTRY376,0,0
996,IMP705831&&CNTRY825,0,0
997,IMP280849&&CNTRY171,0,0
998,IMP961792&&CNTRY311,0,0
999,IMP294703&&CNTRY759,0,0
1000,IMP954081&&CNTRY680,0,0
1001,IMP809423&&CNTRY680,0,0
1002,IMP806541&&CNTRY759,0,0
1003,IMP129139&&CNTRY759,0,0
1004,IMP195096&&CNTRY680,0,1
1005,IMP589573&&CNTRY884,0,0
1006,IMP764499&&CNTRY376,1,1
1007,IMP741358&&CNTRY376,0,0
1008,IMP934643&&CNTRY277,0,1
1009,IMP928025&&CNTRY680,0,0
1010,IMP992026&&CNTRY615,0,1
1011,IMP355376&&CNTRY264,0,1
1012,IMP633501&&CNTRY680,0,0
1013,IMP327939&&CNTRY680,0,0
1014,IMP158220&&CNTRY615,0,0
1015,IMP109033&&CNTRY615,0,1
1016,IMP731588&&CNTRY759,0,0
1017,IMP360066&&CNTRY376,0,0
1018,IMP447222&&CNTRY881,0,0
1019,IMP620150&&CNTRY959,0,0
1020,IMP461608&&CNTRY759,0,0
1021,IMP638491&&CNTRY680,0,0
1022,IMPO11509&&CNTRY376,0,0
1023,IMPO13618&&CNTRY284,0,0
1024,IMPO18778&&CNTRY376,0,1
1025,IMPO11104&&CNTRY236,0,0
1026,IMPO16794&&CNTRY994,0,0
1027,IMPO19132&&CNTRY825,0,0
1028,IMPO18570&&CNTRY351,0,0
1029,IMPO15626&&CNTRY652,0,1
1030,IMPO12519&&CNTRY123,0,0
1031,IMPO15276&&CNTRY825,0,0
1032,IMPO11454&&CNTRY994,0,0
1033,IMPO17368&&CNTRY825,0,0
1034,IMPO17356&&CNTRY376,0,0
1035,IMPO12639&&CNTRY709,0,0
1036,IMPO18334&&CNTRY866,0,0
1037,IMPO18475&&CNTRY376,0,0
1038,IMPO17812&&CNTRY846,0,0
1039,IMPO11829&&CNTRY123,0,1
1040,IMPO19132&&CNTRY376,0,0
1041,IMPO18716&&CNTRY994,0,0
1042,IMPO15765&&CNTRY376,0,0
1043,IMPO17115&&CNTRY825,0,0
1044,IMPO16337&&CNTRY701,0,0
1045,IMPO15485&&CNTRY994,0,0
1046,IMPO18788&&CNTRY376,0,0
1047,IMPO11200&&CNTRY994,0,0
1048,IMPO11469&&CNTRY994,0,0
1049,IMPO17728&&CNTRY825,0,0
1050,IMPO10005&&CNTRY825,0,0
1051,IMPO16524&&CNTRY376,0,1
1052,IMPO18212&&CNTRY123,0,0
1053,IMPO13975&&CNTRY825,0,1
1054,IMPO17334&&CNTRY843,0,1
1055,IMPO10156&&CNTRY994,0,0
1056,IMPO10005&&CNTRY123,0,0
1057,IMPO15859&&CNTRY376,0,1
1058,IMPO12807&&CNTRY277,0,1
1059,IMPO10267&&CNTRY376,0,0
1060,IMPO13975&&CNTRY994,0,0
1061,IMPO13987&&CNTRY785,0,0
1062,IMPO15765&&CNTRY994,0,0
1063,IMPO18703&&CNTRY976,0,1
1064,IMPO16658&&CNTRY376,0,1
1065,IMPO16637&&CNTRY321,0,0
1066,IMPO13153&&CNTRY123,0,1
1067,IMPO14713&&CNTRY976,0,0
1068,IMPO18767&&CNTRY825,1,1
1069,IMPO12207&&CNTRY976,0,0
1070,IMPO10700&&CNTRY376,0,1
1071,IMPO13754&&CNTRY376,0,0
1072,IMPO11779&&CNTRY680,0,0
1073,IMPO19182&&CNTRY994,0,0
1074,IMPO19080&&CNTRY994,0,0
1075,IMPO15506&&CNTRY994,0,0
1076,IMPO19363&&CNTRY277,0,0
1077,IMPO10097&&CNTRY825,0,0
1078,IMPO15661&&CNTRY263,0,0
1079,IMPO12066&&CNTRY139,0,0
1080,IMPO18703&&CNTRY994,0,0
1081,IMPO17996&&CNTRY975,0,0
1082,IMPO18200&&CNTRY376,0,0
1083,IMPO15765&&CNTRY920,0,0
1084,IMPO16058&&CNTRY123,0,0
1085,IMPO16400&&CNTRY994,0,0
1086,IMPO15487&&CNTRY376,0,0
1087,IMPO10899&&CNTRY454,0,1
1088,IMPO17368&&CNTRY376,0,0
1089,IMPO17391&&CNTRY376,0,0
1090,IMPO12692&&CNTRY456,0,0
1091,IMPO17707&&CNTRY994,0,0
1092,IMPO16784&&CNTRY376,0,0
1093,IMPO13095&&CNTRY994,0,0
1094,IMPO13696&&CNTRY994,0,0
1095,IMPO15477&&CNTRY454,0,1
1096,IMPO16523&&CNTRY994,0,0
1097,IMPO12343&&CNTRY994,0,0
1098,IMPO13534&&CNTRY558,0,0
1099,IMPO16184&&CNTRY376,0,0
1100,IMPO16865&&CNTRY456,0,0
1101,IMPO15445&&CNTRY825,0,0
1102,IMPO10723&&CNTRY994,0,0
1103,IMPO17134&&CNTRY920,0,0
1104,IMPO12219&&CNTRY994,0,0
1105,IMPO12485&&CNTRY123,0,0
1106,IMPO18703&&CNTRY376,0,0
1107,IMPO13071&&CNTRY277,0,1
1108,IMPO15765&&CNTRY123,0,0
1109,IMPO19578&&CNTRY846,0,0
1110,IMPO15506&&CNTRY825,0,0
1111,IMPO18400&&CNTRY376,0,0
1112,IMPO11353&&CNTRY825,0,0
1113,IMPO18788&&CNTRY994,0,0
1114,IMPO10094&&CNTRY680,0,0
1115,IMPO16756&&CNTRY123,0,0
1116,IMPO13301&&CNTRY680,0,0
1117,IMPO11316&&CNTRY376,0,0
1118,IMPO19253&&CNTRY994,0,0
1119,IMPO13153&&CNTRY994,0,0
1120,IMPO19250&&CNTRY123,0,1
1121,IMPO17834&&CNTRY123,0,0
1122,IMPO10344&&CNTRY376,0,0
1123,IMPO15880&&CNTRY825,0,1
1124,IMPO18353&&CNTRY123,0,1
1125,IMPO19778&&CNTRY276,0,0
1126,IMPO15707&&CNTRY376,0,0
1127,IMPO19229&&CNTRY825,0,0
1128,IMPO15955&&CNTRY846,0,0
1129,IMPO18200&&CNTRY994,0,0
1130,IMPO13815&&CNTRY830,0,1
1131,IMPO17977&&CNTRY652,0,0
1132,IMPO10310&&CNTRY625,0,0
1133,IMPO13097&&CNTRY819,0,0
1134,IMPO18194&&CNTRY123,0,0
1135,IMPO19159&&CNTRY994,0,0
1136,IMPO19894&&CNTRY976,0,0
1137,IMPO16093&&CNTRY825,0,0
1138,IMPO18960&&CNTRY485,0,0
1139,IMPO11454&&CNTRY376,0,0
1140,IMPO19604&&CNTRY994,0,0
1141,IMPO15955&&CNTRY376,0,0
1142,IMPO10686&&CNTRY485,0,1
1143,IMPO11075&&CNTRY376,0,0
1144,IMPO19250&&CNTRY994,0,0
1145,IMPO11075&&CNTRY825,0,0
1146,IMPO18640&&CNTRY976,0,0
1147,IMPO19646&&CNTRY994,0,1
1148,IMPO15506&&CNTRY376,0,0
1149,IMPO16550&&CNTRY680,0,0
1150,IMP257336&&CNTRY680,0,0
1151,IMP195096&&CNTRY748,0,0
1152,IMP646220&&CNTRY653,0,0
1153,IMP522479&&CNTRY680,0,0
1154,IMP826164&&CNTRY615,0,1
1155,IMP480452&&CNTRY759,0,0
1156,IMP412513&&CNTRY680,0,1
1157,IMP764499&&CNTRY759,0,0
1158,IMP114823&&CNTRY140,0,0
1159,IMP859491&&CNTRY364,0,0
1160,IMP142727&&CNTRY917,0,0
1161,IMP253890&&CNTRY153,0,0
1162,IMP597213&&CNTRY759,1,1
1163,IMP267369&&CNTRY759,0,1
1164,IMP396712&&CNTRY277,0,0
1165,IMP983885&&CNTRY150,0,1
1166,IMP492174&&CNTRY759,0,0
1167,IMP381347&&CNTRY759,0,1
1168,IMP135970&&CNTRY376,0,1
1169,IMP287020&&CNTRY759,0,0
1170,IMP873935&&CNTRY680,1,1
1171,IMP207855&&CNTRY891,0,0
1172,IMP305416&&CNTRY454,0,0
1173,IMP720753&&CNTRY884,0,0
1174,IMP306780&&CNTRY376,0,0
1175,IMP461608&&CNTRY376,0,0
1176,IMP697425&&CNTRY554,0,0
1177,IMP593987&&CNTRY133,0,1
1178,IMP496378&&CNTRY376,0,0
1179,IMP694837&&CNTRY680,0,0
1180,IMP824142&&CNTRY454,0,0
1181,IMP597213&&CNTRY277,0,0
1182,IMP811925&&CNTRY759,0,1
1183,IMP439866&&CNTRY884,0,1
1184,IMP838051&&CNTRY188,0,0
1185,IMP863463&&CNTRY759,0,0
1186,IMP358094&&CNTRY168,0,0
1187,IMP697425&&CNTRY759,0,0
1188,IMP942956&&CNTRY759,0,0
1189,IMP529575&&CNTRY759,0,0
1190,IMP775098&&CNTRY759,0,1
1191,IMP336761&&CNTRY407,0,0
1192,IMP467914&&CNTRY825,0,0
1193,IMP901579&&CNTRY615,0,0
1194,IMP346397&&CNTRY376,0,1
1195,IMP207129&&CNTRY930,0,0
1196,IMP355877&&CNTRY759,0,1
1197,IMP944455&&CNTRY680,1,1
1198,IMP763548&&CNTRY680,0,1
1199,IMP434783&&CNTRY576,0,0
1200,IMP853002&&CNTRY393,0,0
1201,IMP485905&&CNTRY759,0,0
1202,IMP557327&&CNTRY576,0,0
1203,IMP592970&&CNTRY884,0,0
1204,IMP336033&&CNTRY376,0,0
1205,IMP387528&&CNTRY168,0,1
1206,IMP788182&&CNTRY759,0,0
1207,IMP422513&&CNTRY881,0,0
1208,IMP633501&&CNTRY994,0,0
1209,IMP131933&&CNTRY759,0,0
1210,IMP557327&&CNTRY615,0,0
1211,IMP686056&&CNTRY454,0,0
1212,IMP882078&&CNTRY975,0,1
1213,IMP413429&&CNTRY576,0,0
1214,IMP633501&&CNTRY284,0,0
1215,IMP412417&&CNTRY138,0,0
1216,IMP238427&&CNTRY680,1,0
1217,IMP399261&&CNTRY759,0,0
1218,IMP443453&&CNTRY846,0,1
1219,IMP838573&&CNTRY680,0,0
1220,IMP621539&&CNTRY184,0,0
1221,IMP294853&&CNTRY562,0,0
1222,IMP188186&&CNTRY959,0,0
1223,IMP665827&&CNTRY680,0,0
1224,IMP673892&&CNTRY376,0,1
1225,IMP442440&&CNTRY680,1,1
1226,IMP841357&&CNTRY277,0,0
1227,IMP731188&&CNTRY654,0,0
1228,IMP850646&&CNTRY656,0,0
1229,IMP200652&&CNTRY759,0,1
1230,IMP745880&&CNTRY680,0,0
1231,IMP310321&&CNTRY622,0,1
1232,IMP862832&&CNTRY759,0,0
1233,IMP855788&&CNTRY562,0,0
1234,IMP510684&&CNTRY747,0,0
1235,IMP390231&&CNTRY680,0,0
1236,IMP117406&&CNTRY884,0,0
1237,IMP944455&&CNTRY376,1,1
1238,IMP765281&&CNTRY615,0,1
1239,IMP394006&&CNTRY759,0,0
1240,IMP638175&&CNTRY759,1,1
1241,IMP595796&&CNTRY759,0,1
1242,IMP456549&&CNTRY184,0,0
1243,IMP555305&&CNTRY277,0,0
1244,IMP595796&&CNTRY680,0,0
1245,IMP317454&&CNTRY830,0,0
1246,IMP438117&&CNTRY615,0,0
1247,IMP785027&&CNTRY994,0,1
1248,IMP112688&&CNTRY376,0,0
1249,IMP444534&&CNTRY376,0,0
1250,IMP775888&&CNTRY759,0,1
1251,IMP308967&&CNTRY546,0,1
1252,IMP983084&&CNTRY988,0,1
1253,IMP801300&&CNTRY884,0,1
1254,IMP299362&&CNTRY680,0,0
1255,IMP458807&&CNTRY915,0,0
1256,IMP341307&&CNTRY454,0,0
1257,IMP159915&&CNTRY653,0,0
1258,IMP422899&&CNTRY113,0,1
1259,IMP106237&&CNTRY680,0,0
1260,IMP188186&&CNTRY759,0,0
1261,IMP243487&&CNTRY454,0,0
1262,IMP267369&&CNTRY713,0,0
1263,IMP412616&&CNTRY884,0,0
1264,IMP901579&&CNTRY277,0,0
1265,IMP142564&&CNTRY554,0,0
1266,IMP221266&&CNTRY389,0,0
1267,IMP120631&&CNTRY562,0,0
1268,IMP660556&&CNTRY376,0,0
1269,IMP693403&&CNTRY759,0,0
1270,IMP793732&&CNTRY277,0,0
1271,IMP612779&&CNTRY376,0,0
1272,IMP677211&&CNTRY349,0,0
1273,IMP679230&&CNTRY759,0,0
1274,IMPO10248&&CNTRY680,0,0
1275,IMPO10541&&CNTRY994,0,0
1276,IMPO12909&&CNTRY994,0,1
1277,IMPO18597&&CNTRY123,1,1
1278,IMPO12395&&CNTRY652,0,0
1279,IMPO14511&&CNTRY123,0,0
1280,IMPO12909&&CNTRY376,0,0
1281,IMPO18915&&CNTRY376,0,0
1282,IMPO13133&&CNTRY765,0,0
1283,IMPO16428&&CNTRY825,0,1
1284,IMPO16347&&CNTRY994,0,0
1285,IMPO18139&&CNTRY976,0,0
1286,IMPO15608&&CNTRY654,0,0
1287,IMPO18106&&CNTRY994,0,1
1288,IMPO10763&&CNTRY376,0,1
1289,IMPO10037&&CNTRY785,0,1
1290,IMPO10267&&CNTRY454,0,0
1291,IMPO15916&&CNTRY994,0,0
1292,IMPO15276&&CNTRY994,0,0
1293,IMPO18763&&CNTRY438,0,0
1294,IMPO12558&&CNTRY618,0,1
1295,IMPO16666&&CNTRY263,0,0
1296,IMPO19644&&CNTRY846,0,0
1297,IMPO19747&&CNTRY866,0,0
1298,IMPO17080&&CNTRY323,0,1
1299,IMPO10448&&CNTRY994,0,0
1300,IMPO12519&&CNTRY994,0,1
1301,IMPO13238&&CNTRY846,0,0
1302,IMPO17483&&CNTRY976,0,0
1303,IMPO15506&&CNTRY764,0,0
1304,IMPO10763&&CNTRY846,0,0
1305,IMPO10369&&CNTRY166,0,1
1306,IMPO10622&&CNTRY976,0,0
1307,IMPO10976&&CNTRY976,0,0
1308,IMPO13340&&CNTRY846,0,0
1309,IMPO19080&&CNTRY680,0,0
1310,IMPO13948&&CNTRY680,0,0
1311,IMPO14546&&CNTRY376,0,1
1312,IMPO10599&&CNTRY376,0,1
1313,IMPO11883&&CNTRY994,0,0
1314,IMPO13381&&CNTRY962,0,0
1315,IMPO15765&&CNTRY454,0,0
1316,IMPO10444&&CNTRY976,0,0
1317,IMPO12718&&CNTRY454,0,0
1318,IMPO11394&&CNTRY825,0,0
1319,IMPO18778&&CNTRY764,0,0
1320,IMPO16524&&CNTRY859,0,0
1321,IMPO10284&&CNTRY680,0,0
1322,IMPO16733&&CNTRY652,0,0
1323,IMPO19295&&CNTRY881,0,0
1324,IMPO15859&&CNTRY825,0,1
1325,IMPO15880&&CNTRY713,0,0
1326,IMPO13548&&CNTRY825,0,1
1327,IMPO13165&&CNTRY825,0,0
1328,IMPO18361&&CNTRY994,0,0
1329,IMPO16995&&CNTRY994,0,1
1330,IMPO17140&&CNTRY376,0,0
1331,IMPO18400&&CNTRY881,0,1
1332,IMPO15707&&CNTRY652,0,0
1333,IMPO15279&&CNTRY994,0,0
1334,IMPO12343&&CNTRY652,0,0
1335,IMPO12985&&CNTRY429,0,0
1336,IMPO18876&&CNTRY765,0,0
1337,IMPO15557&&CNTRY825,0,0
1338,IMPO11444&&CNTRY123,0,0
1339,IMPO11063&&CNTRY825,0,1
1340,IMPO10228&&CNTRY976,0,0
1341,IMPO18400&&CNTRY825,0,0
1342,IMPO14700&&CNTRY771,0,1
