,OFFICE&&IMPORTER.TIN,OFFICE&&IMPORTER.TIN_illicit_Qsum,OFFICE&&IMPORTER.TIN_illicit_Qrate
679,OFFICE59&&IMP445164,0,0
680,OFFICE60&&IMP745669,0,0
681,OFFICE60&&IMP327159,0,1
682,OFFICE76&&IMP960205,0,0
683,OFFICE60&&IMP591216,0,0
684,OFFICE51&&IMP195096,0,1
685,OFFICE66&&IMP946034,0,0
686,OFFICE59&&IMP325362,0,0
687,OFFICE59&&IMP606875,0,1
688,OFFICE51&&IMP154351,0,1
689,OFFICE51&&IMP461608,0,0
690,OFFICE59&&IMP434684,0,0
691,OFFICE59&&IMP327159,0,0
692,OFFICE51&&IMP691078,0,0
693,OFFICE92&&IMP934273,0,0
694,OFFICE60&&IMP294555,0,0
695,OFFICE16&&IMP752126,0,0
696,OFFICE51&&IMP720753,1,0
697,OFFICE59&&IMP863463,0,0
698,OFFICE59&&IMP404197,0,0
699,OFFICE59&&IMP795744,0,0
700,OFFICE51&&IMP187612,0,0
701,OFFICE60&&IMP677211,0,1
702,OFFICE92&&IMP987414,0,0
703,OFFICE76&&IMP643203,1,1
704,OFFICE59&&IMP130305,0,1
705,OFFICE51&&IMP300514,0,0
706,OFFICE51&&IMP456549,1,0
707,OFFICE51&&IMP310321,1,1
708,OFFICE51&&IMP361374,1,1
709,OFFICE52&&IMP464187,0,0
710,OFFICE51&&IMP268981,0,1
711,OFFICE23&&IMP722809,0,0
712,OFFICE51&&IMP648653,1,1
713,OFFICE59&&IMP386453,0,0
714,OFFICE59&&IMP922219,1,1
715,OFFICE59&&IMP662011,0,1
716,OFFICE40&&IMP358915,1,1
717,OFFICE60&&IMP934643,0,0
718,OFFICE76&&IMP468811,0,0
719,OFFICE76&&IMP494993,0,0
720,OFFICE92&&IMP585253,1,1
721,OFFICE51&&IMP832758,1,1
722,OFFICE59&&IMP677211,0,1
723,OFFICE51&&IMP267369,1,1
724,OFFICE59&&IMP451441,0,0
725,OFFICE59&&IMP855449,1,1
726,OFFICE76&&IMP488686,0,0
727,OFFICE51&&IMP243487,1,1
728,OFFICE59&&IMP294853,0,1
729,OFFICE60&&IMP606875,0,0
730,OFFICE51&&IMP822166,0,0
731,OFFICE51&&IMP610620,0,0
732,OFFICE51&&IMP158220,1,0
733,OFFICE51&&IMP341752,0,0
734,OFFICE51&&IMP845208,0,1
735,OFFICE51&&IMP402491,0,0
736,OFFICE59&&IMP705447,0,0
737,OFFICE51&&IMP759377,1,1
738,OFFICE51&&IMP579050,0,0
739,OFFICE51&&IMP932066,0,0
740,OFFICE60&&IMP447237,0,0
741,OFFICE59&&IMP589573,0,1
742,OFFICE52&&IMP108297,0,0
743,OFFICE59&&IMP853002,1,1
744,OFFICE51&&IMP591216,1,1
745,OFFICE40&&IMP546397,0,0
746,OFFICE40&&IMP884593,0,0
747,OFFICE51&&IMP280692,1,1
748,OFFICE59&&IMP377749,0,0
749,OFFICE40&&IMP776989,0,0
750,OFFICE59&&IMP461608,1,1
751,OFFICE51&&IMP112688,0,0
752,OFFICE92&&IMP675495,0,0
753,OFFICE59&&IMP480388,0,0
754,OFFICE60&&IMP317314,0,1
755,OFFICE76&&IMP680100,0,0
756,OFFICE92&&IMP238427,1,1
757,OFFICE76&&IMP445164,1,1
758,OFFICE51&&IMP142564,0,1
759,OFFICE40&&IMP555305,0,0
760,OFFICE60&&IMP555103,0,0
761,OFFICE59&&IMP917839,0,1
762,OFFICE59&&IMP638768,0,0
763,OFFICE59&&IMP165224,0,1
764,OFFICE59&&IMP545640,1,1
765,OFFICE40&&IMP413429,1,1
766,OFFICE76&&IMP287020,0,1
767,OFFICE59&&IMP944455,0,1
768,OFFICE40&&IMP829675,1,1
769,OFFICE92&&IMP152015,0,0
770,OFFICE76&&IMP488219,0,1
771,OFFICE76&&IMP592970,0,0
772,OFFICE51&&IMP826145,1,1
773,OFFICE51&&IMP368114,0,0
774,OFFICE59&&IMP307828,0,1
775,OFFICE51&&IMP555305,0,0
776,OFFICE59&&IMP665827,0,0
777,OFFICE76&&IMP475311,0,0
778,OFFICE24&&IMP208220,0,0
779,OFFICE23&&IMP444962,0,1
780,OFFICE45&&IMP309416,0,0
781,OFFICE60&&IMP413429,0,0
782,OFFICE60&&IMP830465,0,1
783,OFFICE40&&IMP589573,0,1
784,OFFICE96&&IMP450852,0,0
785,OFFICE18&&IMP785954,0,0
786,OFFICE59&&IMP902662,0,1
787,OFFICE59&&IMP352125,0,0
788,OFFICE40&&IMP244709,0,1
789,OFFICE51&&IMP226111,0,0
790,OFFICE76&&IMP110489,0,0
791,OFFICE24&&IMP294853,0,0
792,OFFICE59&&IMP992026,0,0
793,OFFICE59&&IMP616173,0,0
794,OFFICE59&&IMP428962,0,0
795,OFFICE51&&IMP805968,0,0
796,OFFICE92&&IMP938680,0,0
797,OFFICE76&&IMP393792,0,0
798,OFFICE60&&IMP199358,0,1
799,OFFICE60&&IMP324025,0,0
800,OFFICE59&&IMP860577,0,0
801,OFFICE35&&IMP280692,0,0
802,OFFICE59&&IMP880869,0,1
803,OFFICE59&&IMP393792,0,0
804,OFFICE59&&IMP184197,0,0
805,OFFICE51&&IMP203905,1,1
806,OFFICE51&&IMP557327,0,1
807,OFFICE96&&IMP380484,0,0
808,OFFICE51&&IMP465411,0,0
809,OFFICE24&&IMP934643,0,0
810,OFFICE60&&IMP530357,0,0
811,OFFICE92&&IMP143460,0,0
812,OFFICE51&&IMP287020,1,1
813,OFFICE60&&IMP697425,0,0
814,OFFICE66&&IMP655954,0,1
815,OFFICE51&&IMP860577,0,0
816,OFFICE40&&IMP878846,0,1
817,OFFICE51&&IMP602902,0,1
818,OFFICE51&&IMP171493,0,0
819,OFFICE51&&IMP435108,1,1
820,OFFICE40&&IMP187612,1,1
821,OFFICE59&&IMP226111,0,0
822,OFFICE51&&IMP286665,1,1
823,OFFICE88&&IMP259858,0,1
824,OFFICE59&&IMP995522,1,1
825,OFFICE40&&IMP720753,0,0
826,OFFICE51&&IMP792271,1,1
827,OFFICE60&&IMP863463,0,0
828,OFFICE60&&IMP671861,0,1
829,OFFICE59&&IMP163708,0,1
830,OFFICE76&&IMP764499,0,0
831,OFFICE51&&IMP616173,0,0
832,OFFICE40&&IMP654182,0,0
833,OFFICE51&&IMP397350,0,0
834,OFFICE40&&IMP293794,0,0
835,OFFICE59&&IMP447299,1,1
836,OFFICE51&&IMP396712,0,1
837,OFFICE51&&IMP165827,0,0
838,OFFICE59&&IMP344527,1,1
839,OFFICE76&&IMP306129,0,0
840,OFFICE92&&IMP766914,0,0
841,OFFICE76&&IMP528057,0,0
842,OFFICE51&&IMP818040,0,0
843,OFFICE51&&IMP602882,0,0
844,OFFICE40&&IMP829690,0,0
845,OFFICE51&&IMP781588,1,1
846,OFFICE92&&IMP551855,0,0
847,OFFICE60&&IMP397091,1,1
848,OFFICE51&&IMP522479,0,0
849,OFFICE51&&IMP822061,0,0
850,OFFICE92&&IMP805968,0,1
851,OFFICE59&&IMP832851,0,0
852,OFFICE51&&IMP326043,1,1
853,OFFICE109&&IMPO14947,0,0
854,OFFICE127&&IMPO11016,0,0
855,OFFICE234&&IMPO18902,0,0
856,OFFICE296&&IMPO14334,0,0
857,OFFICE186&&IMPO13921,0,1
858,OFFICE299&&IMPO10462,0,0
859,OFFICE234&&IMPO17010,0,0
860,OFFICE168&&IMPO18806,0,0
861,OFFICE127&&IMPO15520,0,0
862,OFFICE186&&IMPO17462,0,0
863,OFFICE109&&IMPO15253,0,1
864,OFFICE187&&IMPO16995,0,0
865,OFFICE109&&IMPO14414,0,0
866,OFFICE237&&IMPO14713,0,0
867,OFFICE298&&IMPO15501,0,1
868,OFFICE134&&IMPO18350,0,0
869,OFFICE100&&IMPO11075,0,0
870,OFFICE187&&IMPO16622,0,0
871,OFFICE237&&IMPO13181,0,0
872,OFFICE185&&IMPO15272,0,1
873,OFFICE109&&IMPO18472,0,0
874,OFFICE127&&IMPO13548,0,0
875,OFFICE109&&IMPO16786,0,0
876,OFFICE167&&IMPO16042,0,1
877,OFFICE204&&IMPO10541,0,0
878,OFFICE296&&IMPO12146,0,0
879,OFFICE296&&IMPO19613,0,0
880,OFFICE298&&IMPO13548,0,0
881,OFFICE296&&IMPO10462,0,0
882,OFFICE134&&IMPO12355,0,1
883,OFFICE220&&IMPO18782,0,0
884,OFFICE100&&IMPO18898,0,0
885,OFFICE204&&IMPO13238,0,0
886,OFFICE204&&IMPO19080,0,0
887,OFFICE296&&IMPO18364,0,0
888,OFFICE168&&IMPO14757,0,0
889,OFFICE168&&IMPO13927,0,0
890,OFFICE168&&IMPO15403,0,0
891,OFFICE204&&IMPO17725,0,0
892,OFFICE109&&IMPO12200,0,0
893,OFFICE197&&IMPO16428,0,0
894,OFFICE162&&IMPO14713,0,0
895,OFFICE298&&IMPO12616,0,0
896,OFFICE237&&IMPO18767,0,0
897,OFFICE186&&IMPO17088,0,0
898,OFFICE298&&IMPO16887,0,1
899,OFFICE299&&IMPO12931,0,0
900,OFFICE204&&IMPO12551,0,0
901,OFFICE298&&IMPO18158,0,0
902,OFFICE140&&IMPO12657,0,0
903,OFFICE168&&IMPO19255,0,0
904,OFFICE222&&IMPO13696,0,0
905,OFFICE127&&IMPO17368,0,0
906,OFFICE237&&IMPO13208,0,0
907,OFFICE237&&IMPO16620,0,0
908,OFFICE210&&IMPO12721,0,0
909,OFFICE246&&IMPO16166,0,0
910,OFFICE187&&IMPO13495,0,0
911,OFFICE204&&IMPO11016,0,0
912,OFFICE109&&IMPO19613,0,0
913,OFFICE134&&IMPO17769,0,0
914,OFFICE252&&IMPO12986,0,1
915,OFFICE197&&IMPO13482,0,0
916,OFFICE136&&IMPO14627,0,0
917,OFFICE168&&IMPO11483,0,0
918,OFFICE252&&IMPO13849,0,1
919,OFFICE299&&IMPO12743,0,0
920,OFFICE168&&IMPO12081,0,0
921,OFFICE168&&IMPO14035,0,0
922,OFFICE134&&IMPO10976,0,0
923,OFFICE168&&IMPO10210,0,0
924,OFFICE168&&IMPO12054,0,0
925,OFFICE162&&IMPO15955,0,0
926,OFFICE186&&IMPO17483,0,0
927,OFFICE237&&IMPO11779,0,0
928,OFFICE174&&IMPO11762,0,1
929,OFFICE59&&IMP361374,1,1
930,OFFICE40&&IMP765281,0,0
931,OFFICE23&&IMP812435,0,1
932,OFFICE40&&IMP135970,0,0
933,OFFICE76&&IMP765832,0,0
934,OFFICE59&&IMP346186,0,0
935,OFFICE51&&IMP135970,1,1
936,OFFICE24&&IMP156950,0,0
937,OFFICE96&&IMP691536,0,0
938,OFFICE40&&IMP364620,0,1
939,OFFICE59&&IMP369394,0,0
940,OFFICE51&&IMP781895,0,0
941,OFFICE51&&IMP787442,0,0
942,OFFICE51&&IMP474316,0,0
943,OFFICE40&&IMP954081,0,0
944,OFFICE60&&IMP554100,1,1
945,OFFICE96&&IMP866356,0,0
946,OFFICE40&&IMP606875,0,0
947,OFFICE51&&IMP236573,0,1
948,OFFICE92&&IMP202790,0,0
949,OFFICE51&&IMP106237,1,1
950,OFFICE51&&IMP745344,0,1
951,OFFICE18&&IMP111521,0,0
952,OFFICE51&&IMP271556,0,1
953,OFFICE59&&IMP351195,1,1
954,OFFICE40&&IMP855449,0,0
955,OFFICE87&&IMP264139,0,0
956,OFFICE35&&IMP239374,0,0
957,OFFICE51&&IMP144148,0,0
958,OFFICE51&&IMP193943,0,0
959,OFFICE40&&IMP734391,0,0
960,OFFICE92&&IMP700544,0,1
961,OFFICE35&&IMP957444,0,1
962,OFFICE59&&IMP638175,1,1
963,OFFICE92&&IMP467914,0,0
964,OFFICE60&&IMP594435,0,0
965,OFFICE45&&IMP826164,0,1
966,OFFICE51&&IMP908451,0,0
967,OFFICE59&&IMP924304,0,0
968,OFFICE92&&IMP654182,0,0
969,OFFICE51&&IMP638175,1,1
970,OFFICE59&&IMP763548,1,1
971,OFFICE92&&IMP601072,0,0
972,OFFICE76&&IMP132197,0,0
973,OFFICE51&&IMP326208,0,0
974,OFFICE24&&IMP506682,0,0
975,OFFICE76&&IMP358094,0,0
976,OFFICE51&&IMP678358,1,1
977,OFFICE51&&IMP511760,0,1
978,OFFICE59&&IMP287020,1,1
979,OFFICE40&&IMP179534,0,0
980,OFFICE92&&IMP712264,0,1
981,OFFICE51&&IMP739001,0,0
982,OFFICE24&&IMP306185,0,0
983,OFFICE51&&IMP247978,0,0
984,OFFICE96&&IMP775048,0,1
985,OFFICE24&&IMP450969,0,1
986,OFFICE59&&IMP596580,1,1
987,OFFICE40&&IMP351195,0,1
988,OFFICE76&&IMP656803,0,1
989,OFFICE51&&IMP294853,0,0
990,OFFICE45&&IMP910380,0,1
991,OFFICE60&&IMP703936,1,1
992,OFFICE40&&IMP165224,0,1
993,OFFICE76&&IMP163708,0,0
994,OFFICE51&&IMP830465,0,0
995,OFFICE59&&IMP416045,0,0
996,OFFICE40&&IMP810695,0,0
997,OFFICE76&&IMP703936,0,0
998,OFFICE51&&IMP366793,0,1
999,OFFICE60&&IMP944318,0,0
1000,OFFICE59&&IMP428055,0,0
1001,OFFICE51&&IMP703936,1,1
1002,OFFICE60&&IMP709341,0,1
1003,OFFICE51&&IMP839527,0,0
1004,OFFICE59&&IMP849511,0,1
1005,OFFICE16&&IMP609024,0,1
1006,OFFICE51&&IMP793732,1,1
1007,OFFICE59&&IMP150306,0,0
1008,OFFICE51&&IMP237401,0,0
1009,OFFICE51&&IMP358094,1,1
1010,OFFICE51&&IMP207129,1,1
1011,OFFICE51&&IMP705831,0,0
1012,OFFICE60&&IMP280849,0,0
1013,OFFICE51&&IMP961792,0,0
1014,OFFICE51&&IMP294703,0,0
1015,OFFICE51&&IMP954081,0,0
1016,OFFICE51&&IMP809423,0,1
1017,OFFICE51&&IMP806541,0,0
1018,OFFICE76&&IMP129139,0,0
1019,OFFICE76&&IMP555103,0,0
1020,OFFICE59&&IMP764499,0,0
1021,OFFICE76&&IMP720753,0,0
1022,OFFICE51&&IMP741358,0,0
1023,OFFICE59&&IMP831109,0,1
1024,OFFICE51&&IMP934643,1,1
1025,OFFICE59&&IMP928025,0,0
1026,OFFICE24&&IMP643203,0,0
1027,OFFICE60&&IMP445164,0,1
1028,OFFICE59&&IMP355376,1,1
1029,OFFICE51&&IMP633501,1,0
1030,OFFICE51&&IMP327939,0,0
1031,OFFICE24&&IMP158220,0,0
1032,OFFICE60&&IMP109033,0,1
1033,OFFICE51&&IMP346397,1,1
1034,OFFICE51&&IMP731588,0,0
1035,OFFICE59&&IMP360066,0,0
1036,OFFICE40&&IMP620150,0,0
1037,OFFICE51&&IMP638491,0,0
1038,OFFICE127&&IMPO11509,0,0
1039,OFFICE109&&IMPO13618,0,0
1040,OFFICE162&&IMPO18778,0,1
1041,OFFICE186&&IMPO15276,0,0
1042,OFFICE187&&IMPO18208,0,0
1043,OFFICE214&&IMPO11104,0,0
1044,OFFICE204&&IMPO16794,0,1
1045,OFFICE187&&IMPO19132,1,1
1046,OFFICE196&&IMPO18570,0,0
1047,OFFICE127&&IMPO19469,0,0
1048,OFFICE296&&IMPO13238,0,0
1049,OFFICE187&&IMPO12519,0,0
1050,OFFICE134&&IMPO11454,0,0
1051,OFFICE109&&IMPO17368,0,0
1052,OFFICE187&&IMPO17356,0,0
1053,OFFICE152&&IMPO12639,0,0
1054,OFFICE204&&IMPO18334,0,0
1055,OFFICE299&&IMPO18212,0,0
1056,OFFICE187&&IMPO18475,0,0
1057,OFFICE109&&IMPO17812,0,0
1058,OFFICE214&&IMPO11829,0,1
1059,OFFICE204&&IMPO19132,0,0
1060,OFFICE298&&IMPO18716,0,0
1061,OFFICE168&&IMPO15765,0,0
1062,OFFICE187&&IMPO10477,0,0
1063,OFFICE162&&IMPO14334,0,0
1064,OFFICE168&&IMPO17115,0,0
1065,OFFICE298&&IMPO16337,0,0
1066,OFFICE186&&IMPO15485,0,0
1067,OFFICE298&&IMPO18788,0,0
1068,OFFICE186&&IMPO11200,0,0
1069,OFFICE296&&IMPO11469,0,0
1070,OFFICE109&&IMPO13181,0,1
1071,OFFICE204&&IMPO17728,0,0
1072,OFFICE187&&IMPO10005,0,0
1073,OFFICE168&&IMPO18212,0,1
1074,OFFICE122&&IMPO16524,0,0
1075,OFFICE187&&IMPO18212,0,0
1076,OFFICE204&&IMPO13975,0,0
1077,OFFICE123&&IMPO17334,0,1
1078,OFFICE168&&IMPO10156,0,0
1079,OFFICE296&&IMPO14627,0,0
1080,OFFICE186&&IMPO18767,0,1
1081,OFFICE127&&IMPO15859,0,0
1082,OFFICE186&&IMPO18778,0,0
1083,OFFICE100&&IMPO12807,0,1
1084,OFFICE185&&IMPO10267,0,0
1085,OFFICE186&&IMPO19253,0,0
1086,OFFICE187&&IMPO13975,0,0
1087,OFFICE168&&IMPO13987,0,0
1088,OFFICE187&&IMPO15765,0,0
1089,OFFICE187&&IMPO18703,0,0
1090,OFFICE162&&IMPO16658,0,0
1091,OFFICE187&&IMPO19420,0,0
1092,OFFICE122&&IMPO16637,0,0
1093,OFFICE141&&IMPO13153,0,1
1094,OFFICE127&&IMPO14713,0,1
1095,OFFICE237&&IMPO12207,0,0
1096,OFFICE214&&IMPO10700,0,0
1097,OFFICE127&&IMPO13754,0,0
1098,OFFICE187&&IMPO11779,0,1
1099,OFFICE187&&IMPO19182,0,1
1100,OFFICE187&&IMPO19080,0,0
1101,OFFICE187&&IMPO15506,0,0
1102,OFFICE186&&IMPO15859,0,1
1103,OFFICE185&&IMPO14713,0,0
1104,OFFICE186&&IMPO19363,0,0
1105,OFFICE187&&IMPO10097,0,0
1106,OFFICE299&&IMPO15661,0,0
1107,OFFICE100&&IMPO12066,0,0
1108,OFFICE162&&IMPO18703,0,0
1109,OFFICE222&&IMPO17996,0,0
1110,OFFICE109&&IMPO18200,0,0
1111,OFFICE292&&IMPO15765,0,0
1112,OFFICE237&&IMPO16058,0,0
1113,OFFICE168&&IMPO16400,0,0
1114,OFFICE187&&IMPO15487,0,0
1115,OFFICE204&&IMPO19613,0,0
1116,OFFICE298&&IMPO16865,0,0
1117,OFFICE237&&IMPO10899,0,0
1118,OFFICE187&&IMPO17368,0,0
1119,OFFICE127&&IMPO17391,0,0
1120,OFFICE105&&IMPO12692,0,0
1121,OFFICE237&&IMPO17707,0,0
1122,OFFICE127&&IMPO16784,0,0
1123,OFFICE187&&IMPO13095,0,0
1124,OFFICE168&&IMPO13696,0,0
1125,OFFICE168&&IMPO19080,0,0
1126,OFFICE127&&IMPO18767,0,0
1127,OFFICE252&&IMPO15477,0,1
1128,OFFICE127&&IMPO16400,0,0
1129,OFFICE127&&IMPO11063,0,0
1130,OFFICE292&&IMPO16523,0,0
1131,OFFICE197&&IMPO12343,0,0
1132,OFFICE214&&IMPO13534,0,0
1133,OFFICE185&&IMPO16184,0,0
1134,OFFICE287&&IMPO16865,0,0
1135,OFFICE141&&IMPO14414,0,0
1136,OFFICE162&&IMPO15445,0,0
1137,OFFICE100&&IMPO10723,0,0
1138,OFFICE214&&IMPO17134,0,0
1139,OFFICE187&&IMPO12219,0,0
1140,OFFICE168&&IMPO12485,0,0
1141,OFFICE237&&IMPO18703,0,0
1142,OFFICE214&&IMPO13095,0,0
1143,OFFICE162&&IMPO16184,0,0
1144,OFFICE122&&IMPO13071,0,1
1145,OFFICE162&&IMPO15765,0,0
1146,OFFICE168&&IMPO15506,0,0
1147,OFFICE187&&IMPO18400,1,1
1148,OFFICE109&&IMPO16428,0,0
1149,OFFICE109&&IMPO11353,0,0
1150,OFFICE237&&IMPO18788,0,0
1151,OFFICE296&&IMPO10094,0,0
1152,OFFICE187&&IMPO13754,0,0
1153,OFFICE237&&IMPO16756,0,0
1154,OFFICE287&&IMPO13301,0,0
1155,OFFICE187&&IMPO19253,0,0
1156,OFFICE127&&IMPO13153,0,0
1157,OFFICE127&&IMPO10845,0,0
1158,OFFICE187&&IMPO12985,0,1
1159,OFFICE296&&IMPO19250,0,0
1160,OFFICE100&&IMPO17834,0,0
1161,OFFICE127&&IMPO10344,0,1
1162,OFFICE187&&IMPO15880,0,0
1163,OFFICE117&&IMPO18353,0,1
1164,OFFICE197&&IMPO19778,0,0
1165,OFFICE296&&IMPO18778,0,0
1166,OFFICE237&&IMPO15707,0,0
1167,OFFICE162&&IMPO19229,0,0
1168,OFFICE162&&IMPO18200,0,0
1169,OFFICE237&&IMPO13815,0,1
1170,OFFICE298&&IMPO17977,0,0
1171,OFFICE299&&IMPO10310,0,0
1172,OFFICE185&&IMPO13618,0,0
1173,OFFICE204&&IMPO13097,0,0
1174,OFFICE185&&IMPO18194,0,0
1175,OFFICE178&&IMPO19159,0,0
1176,OFFICE100&&IMPO19894,0,0
1177,OFFICE187&&IMPO16093,0,0
1178,OFFICE186&&IMPO18960,0,0
1179,OFFICE187&&IMPO11454,0,0
1180,OFFICE186&&IMPO15955,0,0
1181,OFFICE180&&IMPO10686,0,1
1182,OFFICE127&&IMPO11075,0,0
1183,OFFICE299&&IMPO19250,0,0
1184,OFFICE168&&IMPO11075,0,1
1185,OFFICE168&&IMPO18640,0,0
1186,OFFICE187&&IMPO19646,0,1
1187,OFFICE127&&IMPO15506,0,0
1188,OFFICE237&&IMPO16550,0,1
1189,OFFICE51&&IMP257336,0,1
1190,OFFICE60&&IMP646220,0,0
1191,OFFICE59&&IMP585253,1,0
1192,OFFICE51&&IMP480452,0,0
1193,OFFICE60&&IMP412513,0,1
1194,OFFICE16&&IMP114823,0,0
1195,OFFICE59&&IMP468811,0,0
1196,OFFICE76&&IMP859491,0,0
1197,OFFICE92&&IMP142727,0,0
1198,OFFICE96&&IMP253890,0,0
1199,OFFICE51&&IMP597213,0,1
1200,OFFICE92&&IMP267369,0,0
1201,OFFICE40&&IMP396712,0,0
1202,OFFICE59&&IMP983885,0,0
1203,OFFICE51&&IMP492174,0,0
1204,OFFICE76&&IMP412417,0,0
1205,OFFICE76&&IMP965305,1,1
1206,OFFICE24&&IMP873935,0,0
1207,OFFICE51&&IMP207855,0,0
1208,OFFICE51&&IMP305416,0,0
1209,OFFICE59&&IMP731188,1,1
1210,OFFICE59&&IMP306780,0,0
1211,OFFICE60&&IMP461608,0,0
1212,OFFICE24&&IMP697425,0,0
1213,OFFICE78&&IMP593987,0,1
1214,OFFICE40&&IMP694837,0,0
1215,OFFICE92&&IMP824142,0,0
1216,OFFICE40&&IMP555103,0,1
1217,OFFICE40&&IMP811925,0,1
1218,OFFICE23&&IMP838051,0,1
1219,OFFICE51&&IMP863463,0,0
1220,OFFICE59&&IMP233628,0,0
1221,OFFICE76&&IMP280692,0,0
1222,OFFICE24&&IMP942956,0,0
1223,OFFICE96&&IMP606875,0,0
1224,OFFICE51&&IMP529575,0,0
1225,OFFICE40&&IMP775098,0,1
1226,OFFICE96&&IMP336761,0,0
1227,OFFICE59&&IMP467914,0,0
1228,OFFICE59&&IMP901579,0,0
1229,OFFICE59&&IMP346397,0,1
1230,OFFICE59&&IMP422356,1,1
1231,OFFICE24&&IMP355877,0,0
1232,OFFICE51&&IMP944455,0,0
1233,OFFICE96&&IMP763548,0,0
1234,OFFICE40&&IMP434783,0,0
1235,OFFICE59&&IMP954081,0,0
1236,OFFICE24&&IMP439370,0,0
1237,OFFICE92&&IMP485905,0,0
1238,OFFICE23&&IMP557327,0,0
1239,OFFICE96&&IMP592970,0,0
1240,OFFICE59&&IMP243487,1,1
1241,OFFICE92&&IMP336033,0,0
1242,OFFICE52&&IMP387528,0,1
1243,OFFICE59&&IMP788182,0,0
1244,OFFICE60&&IMP422513,0,0
1245,OFFICE59&&IMP633501,1,1
1246,OFFICE40&&IMP307848,0,0
1247,OFFICE59&&IMP131933,0,1
1248,OFFICE59&&IMP686056,0,0
1249,OFFICE51&&IMP882078,0,1
1250,OFFICE51&&IMP412417,1,1
1251,OFFICE51&&IMP399261,0,1
1252,OFFICE40&&IMP443453,0,1
1253,OFFICE51&&IMP838573,0,0
1254,OFFICE60&&IMP621539,0,0
1255,OFFICE60&&IMP294853,0,0
1256,OFFICE60&&IMP188186,0,0
1257,OFFICE35&&IMP673892,0,1
1258,OFFICE92&&IMP442440,0,0
1259,OFFICE96&&IMP361374,0,0
1260,OFFICE51&&IMP841357,0,0
1261,OFFICE34&&IMP731188,0,0
1262,OFFICE24&&IMP850646,0,0
1263,OFFICE92&&IMP200652,0,1
1264,OFFICE60&&IMP987414,0,1
1265,OFFICE51&&IMP745880,0,0
1266,OFFICE41&&IMP310321,0,1
1267,OFFICE59&&IMP862832,0,0
1268,OFFICE40&&IMP855788,0,0
1269,OFFICE96&&IMP510684,0,0
1270,OFFICE60&&IMP390231,0,0
1271,OFFICE51&&IMP117406,0,0
1272,OFFICE59&&IMP765281,0,0
1273,OFFICE59&&IMP394006,0,1
1274,OFFICE59&&IMP595796,0,1
1275,OFFICE16&&IMP456549,0,0
1276,OFFICE92&&IMP555305,0,0
1277,OFFICE24&&IMP233628,0,1
1278,OFFICE35&&IMP595796,0,0
1279,OFFICE59&&IMP317454,0,0
1280,OFFICE76&&IMP904574,0,0
1281,OFFICE23&&IMP438117,0,0
1282,OFFICE76&&IMP785027,0,1
1283,OFFICE59&&IMP775888,0,1
1284,OFFICE60&&IMP308967,0,1
1285,OFFICE60&&IMP983084,0,1
1286,OFFICE51&&IMP853002,1,1
1287,OFFICE59&&IMP801300,0,0
1288,OFFICE51&&IMP299362,1,1
1289,OFFICE51&&IMP458807,0,0
1290,OFFICE59&&IMP159915,0,0
1291,OFFICE41&&IMP422899,0,1
1292,OFFICE59&&IMP106237,0,0
1293,OFFICE59&&IMP960205,1,1
1294,OFFICE51&&IMP188186,1,0
1295,OFFICE45&&IMP267369,0,0
1296,OFFICE40&&IMP412616,0,0
1297,OFFICE24&&IMP221266,0,0
1298,OFFICE51&&IMP660556,0,0
1299,OFFICE51&&IMP693403,0,0
1300,OFFICE23&&IMP793732,0,0
1301,OFFICE40&&IMP612779,0,0
1302,OFFICE92&&IMP679230,0,0
1303,OFFICE168&&IMPO10248,0,0
1304,OFFICE127&&IMPO12219,0,0
1305,OFFICE237&&IMPO10541,0,0
1306,OFFICE162&&IMPO12909,0,0
1307,OFFICE162&&IMPO18597,0,0
1308,OFFICE100&&IMPO12395,0,0
1309,OFFICE168&&IMPO14511,0,0
1310,OFFICE246&&IMPO12909,0,0
1311,OFFICE237&&IMPO18208,0,0
1312,OFFICE127&&IMPO18915,0,0
1313,OFFICE298&&IMPO13133,0,1
1314,OFFICE101&&IMPO16428,0,0
1315,OFFICE187&&IMPO16347,0,0
1316,OFFICE296&&IMPO19420,0,0
1317,OFFICE197&&IMPO18139,0,0
1318,OFFICE299&&IMPO15608,0,0
1319,OFFICE296&&IMPO18106,0,0
1320,OFFICE237&&IMPO10763,0,0
1321,OFFICE127&&IMPO10037,0,1
1322,OFFICE298&&IMPO10267,0,0
1323,OFFICE185&&IMPO15916,0,0
1324,OFFICE187&&IMPO15955,0,0
1325,OFFICE162&&IMPO15276,0,0
1326,OFFICE185&&IMPO18763,0,0
1327,OFFICE289&&IMPO12558,0,1
1328,OFFICE126&&IMPO16666,0,0
1329,OFFICE186&&IMPO19644,0,0
1330,OFFICE134&&IMPO19747,0,1
1331,OFFICE113&&IMPO17080,0,1
1332,OFFICE109&&IMPO10448,0,0
1333,OFFICE187&&IMPO13238,0,0
1334,OFFICE237&&IMPO16794,0,0
1335,OFFICE168&&IMPO17483,0,0
1336,OFFICE237&&IMPO17368,0,0
1337,OFFICE122&&IMPO15506,0,0
1338,OFFICE298&&IMPO10763,0,0
1339,OFFICE237&&IMPO10369,0,1
1340,OFFICE237&&IMPO18915,0,0
1341,OFFICE237&&IMPO10622,0,0
1342,OFFICE237&&IMPO13340,0,0
1343,OFFICE237&&IMPO19080,0,0
