,OFFICE&&TARIFF.CODE,OFFICE&&TARIFF.CODE_illicit_Qsum,OFFICE&&TARIFF.CODE_illicit_Qrate
730,OFFICE287&&3926909799,0,0
731,OFFICE187&&3926909229,0,0
732,OFFICE296&&8716398090,0,0
733,OFFICE100&&8418999039,0,0
734,OFFICE117&&8609009090,1,2
735,OFFICE197&&8443321030,0,0
736,OFFICE237&&5401101200,0,0
737,OFFICE162&&7321119091,0,0
738,OFFICE168&&8703229050,0,0
739,OFFICE162&&8609009090,0,0
740,OFFICE237&&3402909009,0,2
741,OFFICE298&&4202321009,0,0
742,OFFICE299&&5402520000,0,0
743,OFFICE185&&8421392000,0,0
744,OFFICE168&&8716400009,0,0
745,OFFICE204&&8536901092,0,0
746,OFFICE185&&8538909909,0,0
747,OFFICE178&&8609009090,0,0
748,OFFICE187&&7318159050,1,2
749,OFFICE186&&2103909000,0,0
750,OFFICE237&&8703329091,0,1
751,OFFICE186&&8547200000,0,2
752,OFFICE180&&5911321900,0,2
753,OFFICE127&&3923100000,0,2
754,OFFICE299&&3921909001,0,0
755,OFFICE168&&8304000000,0,0
756,OFFICE187&&8409990002,0,2
757,OFFICE127&&8716398090,0,0
758,OFFICE237&&5402330000,0,2
759,OFFICE60&&4805110000,0,0
760,OFFICE59&&7418190000,0,0
761,OFFICE59&&303790000,1,2
762,OFFICE16&&1511909000,0,0
763,OFFICE51&&8703241134,0,0
764,OFFICE76&&5503200000,0,0
765,OFFICE92&&3902900000,0,0
766,OFFICE96&&8703331928,0,0
767,OFFICE59&&2933290000,0,0
768,OFFICE76&&7323100000,1,2
769,OFFICE51&&8704321920,0,2
770,OFFICE51&&6907900000,1,2
771,OFFICE24&&6001920000,0,2
772,OFFICE78&&8518100000,0,2
773,OFFICE23&&2202900091,0,2
774,OFFICE96&&8448190000,0,0
775,OFFICE96&&8417200000,0,0
776,OFFICE59&&8703322100,1,2
777,OFFICE51&&9032890000,0,2
778,OFFICE96&&8702101319,0,2
779,OFFICE92&&8703332100,1,2
780,OFFICE23&&3004900000,0,0
781,OFFICE96&&3812300000,0,0
782,OFFICE52&&7010902122,0,2
783,OFFICE59&&8450110000,0,2
784,OFFICE59&&4011200000,1,2
785,OFFICE40&&8703222900,1,1
786,OFFICE51&&5010000000,0,2
787,OFFICE51&&8704231122,1,2
788,OFFICE51&&2103909091,0,2
789,OFFICE51&&4819400000,0,0
790,OFFICE60&&8507300000,0,0
791,OFFICE51&&8513100000,0,2
792,OFFICE60&&3904100000,0,0
793,OFFICE59&&6001920000,0,2
794,OFFICE35&&5801900000,0,2
795,OFFICE34&&8704322000,0,0
796,OFFICE24&&8703242900,1,2
797,OFFICE92&&3909500000,0,2
798,OFFICE41&&8703222100,0,2
799,OFFICE96&&1500000000,0,0
800,OFFICE60&&8704231924,0,0
801,OFFICE16&&6406100000,0,0
802,OFFICE35&&8703231119,0,0
803,OFFICE23&&8437900000,0,0
804,OFFICE76&&3304910000,0,2
805,OFFICE60&&8429520000,0,2
806,OFFICE60&&2401200000,0,2
807,OFFICE51&&8437800000,0,0
808,OFFICE51&&3404200000,0,0
809,OFFICE41&&8803300000,0,2
810,OFFICE24&&8431310000,0,0
811,OFFICE23&&8703232225,0,0
812,OFFICE59&&5903100000,0,0
813,OFFICE92&&303790000,0,0
814,OFFICE237&&8536908599,0,0
815,OFFICE168&&8413506900,0,0
816,OFFICE162&&4821909000,0,0
817,OFFICE100&&8212109090,0,0
818,OFFICE168&&6305339009,0,0
819,OFFICE246&&3926909229,0,0
820,OFFICE237&&3923100000,0,0
821,OFFICE127&&9804000000,0,0
822,OFFICE298&&7307191000,0,0
823,OFFICE101&&6309000002,0,0
824,OFFICE187&&9032102000,0,1
825,OFFICE296&&5806200000,0,0
826,OFFICE197&&7318165090,0,0
827,OFFICE299&&4804398000,0,0
828,OFFICE127&&5515111000,0,2
829,OFFICE185&&4819100000,0,0
830,OFFICE187&&4821109000,1,1
831,OFFICE162&&8703329091,0,0
832,OFFICE187&&7326909889,0,0
833,OFFICE185&&6805100000,0,0
834,OFFICE289&&9004901040,0,2
835,OFFICE126&&6006230000,0,0
836,OFFICE186&&3004900019,0,0
837,OFFICE127&&8481809998,0,2
838,OFFICE134&&3923299030,0,0
839,OFFICE113&&8708999796,0,2
840,OFFICE109&&8708299009,0,0
841,OFFICE187&&6217900009,0,0
842,OFFICE187&&8507800000,0,0
843,OFFICE168&&3926909799,0,0
844,OFFICE237&&8409990009,0,0
845,OFFICE122&&6406109099,0,0
846,OFFICE298&&3923100000,0,0
847,OFFICE237&&9403109809,0,2
848,OFFICE237&&8708999799,0,0
849,OFFICE237&&6004100000,0,0
850,OFFICE168&&9015101000,0,0
851,OFFICE298&&7320909000,0,0
852,OFFICE197&&8451290090,0,2
853,OFFICE233&&4821901000,0,2
854,OFFICE197&&8703229050,0,0
855,OFFICE186&&5807901010,0,0
856,OFFICE296&&4009210040,0,0
857,OFFICE185&&8536908599,0,2
858,OFFICE168&&4016930000,0,1
859,OFFICE127&&4821101000,0,0
860,OFFICE168&&9027801100,0,0
861,OFFICE187&&4010320009,0,0
862,OFFICE187&&8536901020,0,0
863,OFFICE237&&3926909799,0,0
864,OFFICE178&&8708999799,0,0
865,OFFICE100&&6406201000,0,0
866,OFFICE127&&8547900003,0,0
867,OFFICE132&&8517699010,0,0
868,OFFICE185&&8207509000,0,0
869,OFFICE237&&4821909000,0,0
870,OFFICE296&&4016995709,0,2
871,OFFICE237&&5807109010,0,0
872,OFFICE237&&3924900008,0,0
873,OFFICE187&&3206497009,0,2
874,OFFICE168&&5806200000,0,0
875,OFFICE185&&9606100010,0,0
876,OFFICE167&&7216990000,0,0
877,OFFICE168&&6109909099,0,0
878,OFFICE127&&8419190003,0,0
879,OFFICE237&&9804000000,0,0
880,OFFICE126&&8479908000,0,0
881,OFFICE214&&8512309009,0,2
882,OFFICE122&&5401101600,0,0
883,OFFICE187&&8538909909,0,0
884,OFFICE185&&5810929000,0,0
885,OFFICE237&&5209420000,0,0
886,OFFICE127&&4107911011,0,0
887,OFFICE185&&6106909009,0,0
888,OFFICE214&&8421990090,0,2
889,OFFICE237&&3919900000,0,0
890,OFFICE186&&8481809998,0,0
891,OFFICE237&&8542399090,0,0
892,OFFICE167&&7318161090,0,0
893,OFFICE211&&8501529090,0,0
894,OFFICE162&&5205260001,0,0
895,OFFICE237&&8704219941,0,0
896,OFFICE233&&8704219190,0,0
897,OFFICE298&&4821909000,0,0
898,OFFICE96&&2526200000,0,0
899,OFFICE76&&8705900000,0,2
900,OFFICE59&&8523520000,0,2
901,OFFICE59&&8714190000,1,2
902,OFFICE88&&7003120000,0,0
903,OFFICE81&&3302909000,0,0
904,OFFICE60&&8306210000,0,0
905,OFFICE92&&8703331226,1,2
906,OFFICE81&&8704231924,0,0
907,OFFICE94&&9015900000,1,2
908,OFFICE60&&8702902097,0,2
909,OFFICE76&&401200000,0,0
910,OFFICE40&&2204210000,1,2
911,OFFICE76&&8703331226,1,2
912,OFFICE59&&3901900000,0,0
913,OFFICE18&&8703222900,1,2
914,OFFICE51&&8504900000,0,0
915,OFFICE51&&8301600000,0,0
916,OFFICE59&&8703232232,0,0
917,OFFICE40&&3921120000,0,2
918,OFFICE78&&7612900091,0,2
919,OFFICE92&&2915500000,0,0
920,OFFICE60&&7010000000,0,0
921,OFFICE60&&2905120000,0,2
922,OFFICE59&&3919900000,0,0
923,OFFICE94&&8703242900,0,2
924,OFFICE59&&8546200000,1,2
925,OFFICE51&&8703221917,1,2
926,OFFICE60&&8703221917,0,0
927,OFFICE51&&3904220000,0,0
928,OFFICE59&&8471600069,0,0
929,OFFICE60&&8471800089,0,2
930,OFFICE45&&8703900000,1,2
931,OFFICE23&&9401900091,0,0
932,OFFICE40&&2820000000,0,0
933,OFFICE84&&8703241128,0,0
934,OFFICE51&&7326909099,0,0
935,OFFICE88&&8702102029,0,0
936,OFFICE51&&7314410000,0,0
937,OFFICE41&&4011200000,0,0
938,OFFICE59&&4005910000,0,0
939,OFFICE76&&2204210000,0,2
940,OFFICE23&&8517180000,0,2
941,OFFICE52&&3002100000,0,0
942,OFFICE51&&6217100000,0,0
943,OFFICE81&&8703321922,0,0
944,OFFICE60&&8527130000,0,0
945,OFFICE76&&8704900099,0,0
946,OFFICE51&&6902900000,0,0
947,OFFICE76&&8703231226,0,0
948,OFFICE76&&8704322000,0,1
949,OFFICE23&&8311200000,0,0
950,OFFICE92&&8415900091,0,0
951,OFFICE51&&7322190000,0,0
952,OFFICE59&&8481900000,0,0
953,OFFICE123&&8511100000,0,0
954,OFFICE296&&5402330000,0,1
955,OFFICE187&&8708939009,0,0
956,OFFICE186&&2836200000,0,0
957,OFFICE298&&6104230001,0,2
958,OFFICE162&&8538909902,0,0
959,OFFICE127&&8708999799,0,0
960,OFFICE134&&6117900009,0,0
961,OFFICE298&&6217900003,0,0
962,OFFICE187&&3809910000,0,2
963,OFFICE113&&8422400009,0,0
964,OFFICE237&&8716400009,1,2
965,OFFICE214&&5807101010,0,0
966,OFFICE296&&3926909799,0,1
967,OFFICE237&&6210101004,0,0
968,OFFICE298&&9606100010,0,0
969,OFFICE127&&9603909910,0,0
970,OFFICE100&&8517120010,0,0
971,OFFICE223&&4911990099,0,2
972,OFFICE204&&5505105000,0,2
973,OFFICE186&&3905300000,0,0
974,OFFICE162&&5514420000,0,0
975,OFFICE298&&8431100003,0,0
976,OFFICE127&&6406909099,0,0
977,OFFICE204&&910999909,0,0
978,OFFICE204&&7318159050,0,2
979,OFFICE168&&4821101000,0,0
980,OFFICE127&&5401101200,0,0
981,OFFICE214&&3824909620,0,0
982,OFFICE296&&3926909229,0,0
983,OFFICE134&&8547200000,0,0
984,OFFICE210&&8481209000,0,0
985,OFFICE233&&7214993990,0,2
986,OFFICE299&&5512991000,0,0
987,OFFICE100&&3302109000,0,0
988,OFFICE134&&4810923010,0,0
989,OFFICE100&&3919900000,0,0
990,OFFICE298&&4016995209,0,0
991,OFFICE214&&3923299080,0,0
992,OFFICE134&&7318159050,0,0
993,OFFICE127&&9607190000,0,0
994,OFFICE134&&5210210001,0,0
995,OFFICE296&&1902199000,0,0
996,OFFICE186&&3926909229,0,0
997,OFFICE185&&8419110001,0,2
998,OFFICE111&&8438109010,0,0
999,OFFICE187&&8415200000,0,0
1000,OFFICE299&&8538909902,0,0
1001,OFFICE298&&5806200000,0,0
1002,OFFICE234&&8441901000,0,0
1003,OFFICE51&&8201300031,0,0
1004,OFFICE59&&5607410000,0,0
1005,OFFICE45&&2501002000,0,0
1006,OFFICE59&&7400000000,0,0
1007,OFFICE45&&7604210000,0,2
1008,OFFICE51&&8544190000,0,0
1009,OFFICE35&&3207400000,0,2
1010,OFFICE96&&8709900000,0,0
1011,OFFICE76&&8701900092,0,2
1012,OFFICE60&&8412210000,0,2
1013,OFFICE24&&8702102029,1,2
1014,OFFICE60&&7901200000,0,0
1015,OFFICE51&&2936900000,0,0
1016,OFFICE84&&3307300000,0,0
1017,OFFICE51&&8419810000,0,0
1018,OFFICE45&&3402900000,0,0
1019,OFFICE24&&8703242200,0,0
1020,OFFICE59&&3907200000,0,2
1021,OFFICE96&&2915330000,0,2
1022,OFFICE18&&4818900000,0,2
1023,OFFICE40&&3912310000,0,0
1024,OFFICE59&&8703331124,0,0
1025,OFFICE35&&8703241128,0,0
1026,OFFICE52&&3902100000,0,2
1027,OFFICE60&&8501400000,0,0
1028,OFFICE59&&8429590000,0,0
1029,OFFICE52&&9504400000,0,0
1030,OFFICE40&&7310290000,0,2
1031,OFFICE40&&8308100000,0,2
1032,OFFICE24&&8703232225,0,2
1033,OFFICE59&&7318150000,0,0
1034,OFFICE94&&8705900000,0,0
1035,OFFICE60&&1001900000,0,0
1036,OFFICE24&&8703332100,1,2
1037,OFFICE24&&8702101319,1,2
1038,OFFICE23&&7323100000,0,0
1039,OFFICE23&&8703222900,1,2
1040,OFFICE78&&7210120000,0,0
1041,OFFICE96&&8512200000,0,0
1042,OFFICE51&&3811290000,0,2
1043,OFFICE92&&5801900000,0,0
1044,OFFICE60&&8441800000,0,0
1045,OFFICE92&&9305990000,0,0
1046,OFFICE51&&8431490000,0,0
1047,OFFICE94&&305510052,0,2
1048,OFFICE296&&8479908000,0,1
1049,OFFICE168&&6217900003,0,0
1050,OFFICE187&&2009893891,0,2
1051,OFFICE180&&8208100000,0,0
1052,OFFICE297&&8418999020,0,2
1053,OFFICE185&&8481309909,0,0
1054,OFFICE168&&5209420000,0,2
1055,OFFICE237&&1001990004,0,2
1056,OFFICE127&&8425420090,0,0
1057,OFFICE237&&8547200000,0,0
1058,OFFICE134&&5903909900,0,2
1059,OFFICE185&&2710124591,0,0
1060,OFFICE185&&2106909898,0,0
1061,OFFICE141&&6406909099,0,0
1062,OFFICE134&&6909110090,0,0
1063,OFFICE109&&8716398090,0,0
1064,OFFICE152&&8452300000,0,0
1065,OFFICE214&&4012902000,0,0
1066,OFFICE237&&8538909909,0,0
1067,OFFICE100&&8481900090,0,2
1068,OFFICE109&&9506620009,0,0
1069,OFFICE168&&6310100010,0,0
1070,OFFICE187&&3918109010,0,0
1071,OFFICE185&&8424100000,0,0
1072,OFFICE197&&3402209002,0,0
1073,OFFICE113&&4911101000,0,0
1074,OFFICE287&&8483608001,0,0
1075,OFFICE186&&3402909009,0,2
1076,OFFICE298&&8609001000,0,2
1077,OFFICE214&&8474310020,0,0
1078,OFFICE168&&5903909900,0,0
1079,OFFICE109&&8703329091,0,2
1080,OFFICE168&&6805200000,0,0
1081,OFFICE234&&7604291090,0,0
1082,OFFICE214&&3822000009,0,0
1083,OFFICE186&&8452900009,0,2
1084,OFFICE292&&8505902009,0,0
1085,OFFICE141&&8425420090,0,0
1086,OFFICE162&&2820909000,0,0
1087,OFFICE234&&8536699090,0,0
1088,OFFICE109&&8473308000,0,0
1089,OFFICE168&&8534009000,0,0
1090,OFFICE134&&4821909000,0,1
1091,OFFICE168&&4009310020,0,2
1092,OFFICE223&&8704219941,0,0
1093,OFFICE185&&8708939002,0,0
1094,OFFICE187&&8536303000,0,0
1095,OFFICE237&&5208520000,0,0
1096,OFFICE186&&9032102000,0,0
1097,OFFICE237&&5407699001,0,0
1098,OFFICE296&&9804000000,0,0
1099,OFFICE167&&7315111000,0,2
1100,OFFICE168&&8443321020,0,0
1101,OFFICE197&&4002390000,0,0
1102,OFFICE210&&2918210000,0,0
1103,OFFICE298&&4107911011,0,0
1104,OFFICE197&&8419200009,0,0
1105,OFFICE100&&5806200000,0,0
1106,OFFICE45&&9015800000,0,2
1107,OFFICE51&&8703322100,1,2
1108,OFFICE18&&8703331226,0,2
1109,OFFICE76&&6907900000,0,0
1110,OFFICE59&&8512200000,0,2
1111,OFFICE51&&3206110000,0,2
1112,OFFICE51&&2917350000,0,0
1113,OFFICE76&&8703331124,0,2
1114,OFFICE59&&9018190000,0,0
1115,OFFICE59&&2830100000,0,2
1116,OFFICE60&&7228500000,1,2
1117,OFFICE45&&7616999000,0,0
1118,OFFICE81&&2208300000,0,0
1119,OFFICE24&&8703232926,1,2
1120,OFFICE88&&3925900000,0,2
1121,OFFICE51&&8473300000,2,2
1122,OFFICE35&&8711101000,0,0
1123,OFFICE51&&8507100000,0,0
1124,OFFICE59&&7308300000,0,2
1125,OFFICE51&&7315900000,0,2
1126,OFFICE78&&3004400000,0,2
1127,OFFICE88&&8484100000,0,0
1128,OFFICE60&&5204200000,1,2
1129,OFFICE51&&8422900000,0,0
1130,OFFICE59&&8702101216,1,2
1131,OFFICE51&&3004310000,0,0
1132,OFFICE24&&3921120000,1,2
1133,OFFICE51&&2903110000,0,0
1134,OFFICE96&&3403190000,0,2
1135,OFFICE59&&6907100000,0,2
1136,OFFICE60&&8703331226,0,0
1137,OFFICE51&&3907200000,0,2
1138,OFFICE59&&9507900000,0,0
1139,OFFICE92&&8703331124,1,2
1140,OFFICE60&&8702901396,0,0
1141,OFFICE40&&8703241932,0,0
1142,OFFICE24&&7210610000,0,0
1143,OFFICE96&&8467990000,0,0
1144,OFFICE60&&8423890000,0,0
1145,OFFICE51&&8528410000,0,2
1146,OFFICE45&&8702101319,1,2
1147,OFFICE24&&8703231119,1,2
1148,OFFICE45&&6804210000,0,2
1149,OFFICE76&&8506101912,1,2
1150,OFFICE60&&3921120000,0,2
1151,OFFICE60&&7604210000,0,2
1152,OFFICE40&&3901100000,0,2
1153,OFFICE94&&5506300000,0,0
1154,OFFICE24&&8537100000,0,0
1155,OFFICE51&&8214200000,0,0
1156,OFFICE60&&2906110000,0,0
1157,OFFICE51&&5402480000,0,0
1158,OFFICE51&&3901100000,1,2
1159,OFFICE35&&7017900000,0,2
1160,OFFICE76&&405100000,0,0
1161,OFFICE24&&5801900000,1,2
1162,OFFICE51&&8716909000,0,2
1163,OFFICE92&&8703210011,1,2
1164,OFFICE92&&8704900099,1,2
1165,OFFICE187&&8533210000,0,0
1166,OFFICE167&&8523492510,0,2
1167,OFFICE122&&8418999039,0,0
1168,OFFICE174&&4010390091,0,0
1169,OFFICE141&&4821909000,0,0
1170,OFFICE296&&8704219941,0,0
1171,OFFICE243&&8716800009,0,2
1172,OFFICE162&&8703229050,0,0
1173,OFFICE168&&5208510000,0,0
1174,OFFICE127&&8421392000,0,0
1175,OFFICE127&&5511200000,0,0
1176,OFFICE127&&5402330000,0,1
1177,OFFICE185&&8419190009,0,0
1178,OFFICE299&&3301294110,0,0
1179,OFFICE122&&5209420000,0,0
1180,OFFICE113&&7017900000,0,0
1181,OFFICE168&&8205598009,0,1
1182,OFFICE223&&2712201090,0,0
1183,OFFICE187&&8421392000,0,0
1184,OFFICE187&&7320909000,0,2
1185,OFFICE187&&6006240000,0,0
1186,OFFICE109&&8704219941,0,0
1187,OFFICE204&&3926909779,0,2
1188,OFFICE298&&8538909909,0,0
1189,OFFICE186&&604901900,0,2
1190,OFFICE214&&3917109000,0,2
1191,OFFICE187&&8716398090,0,0
1192,OFFICE132&&8207909900,0,2
1193,OFFICE168&&6307909809,0,0
1194,OFFICE105&&8426300000,0,0
1195,OFFICE127&&8704219941,0,0
1196,OFFICE279&&6702900009,0,0
1197,OFFICE187&&6217100003,0,2
1198,OFFICE222&&7324900020,0,0
1199,OFFICE109&&3926909799,0,0
1200,OFFICE214&&8536105001,0,0
1201,OFFICE296&&8443321020,0,0
1202,OFFICE298&&8421990020,0,0
1203,OFFICE204&&9801000000,0,0
1204,OFFICE168&&3304200000,0,0
1205,OFFICE109&&8421990020,0,0
1206,OFFICE185&&8421310000,0,0
1207,OFFICE134&&3919900000,0,0
1208,OFFICE186&&6205200009,0,0
1209,OFFICE185&&8544300090,0,0
1210,OFFICE298&&8703329091,0,0
1211,OFFICE186&&2905449900,0,2
1212,OFFICE168&&8708299009,0,2
1213,OFFICE100&&8504409090,0,0
1214,OFFICE299&&8446300000,0,0
1215,OFFICE204&&8704219969,0,0
1216,OFFICE127&&8703229050,0,0
1217,OFFICE186&&7019520000,0,2
1218,OFFICE134&&3926909779,0,0
1219,OFFICE134&&8504409090,0,0
1220,OFFICE204&&8538909902,0,0
1221,OFFICE287&&6211390094,0,0
1222,OFFICE296&&2844408001,0,0
1223,OFFICE296&&8542319090,0,0
1224,OFFICE132&&8708309102,0,2
1225,OFFICE297&&8442508092,0,0
1226,OFFICE127&&2710194890,0,2
1227,OFFICE296&&9031908500,0,0
1228,OFFICE152&&8481809998,0,0
1229,OFFICE185&&5208190000,0,2
1230,OFFICE292&&8452900009,0,0
1231,OFFICE296&&8482109000,0,0
1232,OFFICE211&&8716800009,0,0
1233,OFFICE152&&4016930000,0,0
1234,OFFICE185&&4016910000,0,0
1235,OFFICE35&&8536500000,0,0
1236,OFFICE24&&8716809000,0,0
1237,OFFICE40&&3812300000,0,0
1238,OFFICE76&&8421220029,0,0
1239,OFFICE60&&6805200000,0,0
1240,OFFICE51&&3004200000,0,0
1241,OFFICE60&&9608200000,0,2
1242,OFFICE92&&8545110000,1,2
1243,OFFICE60&&8481300000,0,0
1244,OFFICE88&&8431310000,0,0
1245,OFFICE59&&8703241932,0,2
1246,OFFICE81&&7411290000,0,0
1247,OFFICE51&&8409910000,0,2
1248,OFFICE60&&8483400000,0,0
1249,OFFICE92&&2710000000,0,0
1250,OFFICE51&&4016910000,0,2
1251,OFFICE60&&9022140000,0,0
1252,OFFICE76&&8703331928,0,1
1253,OFFICE18&&1107200000,0,0
1254,OFFICE51&&4802570000,1,2
1255,OFFICE92&&8536500000,0,2
1256,OFFICE51&&8308900000,1,2
1257,OFFICE88&&8506101912,0,0
1258,OFFICE24&&3004900000,1,2
1259,OFFICE60&&4800000000,0,0
1260,OFFICE40&&3824400000,0,0
1261,OFFICE94&&3002300000,0,0
1262,OFFICE60&&5604100000,0,0
1263,OFFICE40&&2103909091,0,0
1264,OFFICE45&&8703221920,0,2
1265,OFFICE51&&3002200000,0,0
1266,OFFICE40&&8701300000,0,0
1267,OFFICE40&&8711201000,0,0
1268,OFFICE60&&3402110012,0,0
1269,OFFICE96&&8702902099,0,0
1270,OFFICE96&&303510000,0,2
1271,OFFICE40&&4707300000,0,2
1272,OFFICE16&&3405100000,0,0
1273,OFFICE51&&2815120000,0,0
1274,OFFICE51&&2526200000,1,2
1275,OFFICE45&&305590059,0,0
1276,OFFICE59&&8462290000,0,2
1277,OFFICE40&&5801900000,1,2
1278,OFFICE185&&4418208000,0,0
1279,OFFICE204&&8409990009,0,0
1280,OFFICE134&&8609009090,0,0
1281,OFFICE134&&8479908000,0,0
1282,OFFICE237&&8452900009,0,0
1283,OFFICE187&&8504409090,0,0
1284,OFFICE297&&8704219969,0,2
1285,OFFICE296&&8708999799,0,0
1286,OFFICE127&&4016930000,0,0
1287,OFFICE299&&4821109000,0,0
1288,OFFICE100&&8409990009,0,2
1289,OFFICE197&&4821909000,0,0
1290,OFFICE289&&8544700000,0,2
1291,OFFICE127&&2710194790,0,0
1292,OFFICE127&&8504409090,0,0
1293,OFFICE296&&8716400009,0,0
1294,OFFICE105&&4901990095,0,0
1295,OFFICE141&&2710124591,1,2
1296,OFFICE180&&8421392000,0,0
1297,OFFICE214&&4816900001,0,0
1298,OFFICE187&&2710124591,0,0
1299,OFFICE298&&8501310001,0,2
1300,OFFICE204&&3215900094,0,0
1301,OFFICE109&&6205200009,0,0
1302,OFFICE127&&9032102000,0,1
1303,OFFICE162&&8529109599,0,0
1304,OFFICE297&&3926100001,0,0
1305,OFFICE296&&5209420000,0,2
1306,OFFICE186&&4016995209,0,0
1307,OFFICE168&&9032102000,0,0
1308,OFFICE185&&4415202001,0,0
1309,OFFICE298&&4821101000,0,0
1310,OFFICE101&&3003200010,0,2
1311,OFFICE297&&6202920009,0,2
1312,OFFICE122&&8708999799,0,0
1313,OFFICE162&&7616999099,1,2
1314,OFFICE299&&8302411004,0,2
1315,OFFICE134&&8716398090,0,0
1316,OFFICE162&&8703319090,0,0
1317,OFFICE187&&8421990020,0,1
1318,OFFICE204&&8708309904,0,0
1319,OFFICE140&&8467890002,0,0
1320,OFFICE296&&7318220000,0,0
1321,OFFICE197&&9018120000,0,0
1322,OFFICE204&&4105301000,0,0
1323,OFFICE298&&8544300090,0,0
1324,OFFICE100&&9004109190,0,2
1325,OFFICE289&&8518309500,0,0
1326,OFFICE168&&8708999799,0,0
1327,OFFICE185&&8609009090,0,0
1328,OFFICE223&&8609009090,0,0
1329,OFFICE140&&4016930000,0,0
1330,OFFICE222&&7326909889,0,0
1331,OFFICE187&&9402900011,0,2
1332,OFFICE168&&3923100000,0,0
1333,OFFICE187&&8504900500,0,0
1334,OFFICE100&&7616999099,0,2
1335,OFFICE141&&9804000000,0,2
1336,OFFICE298&&5807101010,0,0
1337,OFFICE109&&5402330000,0,0
1338,OFFICE168&&8421990020,1,2
1339,OFFICE187&&4009320090,0,0
1340,OFFICE122&&4819100000,0,0
1341,OFFICE162&&2306901900,0,2
1342,OFFICE127&&8544300090,0,0
1343,OFFICE237&&3004900019,1,2
1344,OFFICE204&&3917320009,0,2
1345,OFFICE187&&5807109010,0,0
1346,OFFICE141&&8609009090,0,0
1347,OFFICE298&&7616999099,0,0
1348,OFFICE237&&8536901099,0,0
1349,OFFICE162&&5806200000,0,0
1350,OFFICE222&&8466209100,0,2
1351,OFFICE76&&8703232225,1,2
1352,OFFICE59&&5901900000,0,2
1353,OFFICE23&&8703242900,1,2
1354,OFFICE51&&8501100000,0,0
1355,OFFICE40&&3920610000,0,2
1356,OFFICE96&&3815900000,0,2
1357,OFFICE45&&8430490000,0,0
1358,OFFICE52&&8528590000,0,2
1359,OFFICE60&&8703242900,1,2
1360,OFFICE23&&8703241136,0,0
1361,OFFICE59&&5007200000,1,2
1362,OFFICE40&&8703331226,1,2
1363,OFFICE60&&8473300000,1,2
1364,OFFICE41&&3210000000,0,0
1365,OFFICE94&&8703900000,0,2
1366,OFFICE40&&7318160000,0,0
1367,OFFICE92&&6505900000,0,0
1368,OFFICE76&&8436990000,0,2
1369,OFFICE76&&4011200000,0,0
1370,OFFICE23&&303510000,1,2
1371,OFFICE60&&8311200000,0,2
1372,OFFICE24&&8703331928,0,2
1373,OFFICE40&&2806100000,0,2
1374,OFFICE60&&3920990000,0,2
1375,OFFICE51&&5609000019,0,2
1376,OFFICE59&&4010310000,0,0
1377,OFFICE66&&4009110000,0,0
1378,OFFICE51&&8419900000,0,0
1379,OFFICE40&&5501300000,0,0
1380,OFFICE45&&3811210000,0,0
1381,OFFICE81&&2204290000,0,0
1382,OFFICE59&&8473400000,0,0
1383,OFFICE60&&8704231122,1,2
1384,OFFICE45&&8473300000,0,2
1385,OFFICE24&&1001900000,0,0
1386,OFFICE51&&4106220000,0,0
1387,OFFICE59&&3207200000,0,0
1388,OFFICE76&&2932290000,0,2
1389,OFFICE87&&2202900099,0,0
1390,OFFICE96&&808100000,0,0
1391,OFFICE92&&5407200021,0,2
1392,OFFICE92&&3901100000,0,0
1393,OFFICE23&&8703321922,0,1
1394,OFFICE96&&8703321922,0,2
1395,OFFICE24&&9405920000,0,0
1396,OFFICE59&&9506910000,0,0
1397,OFFICE59&&8207600000,0,0
1398,OFFICE66&&8467290000,0,2
1399,OFFICE76&&1904100000,0,2
1400,OFFICE76&&7607110000,0,0
1401,OFFICE76&&8528510000,0,0
1402,OFFICE84&&3904100000,0,0
1403,OFFICE96&&8413919000,0,2
1404,OFFICE94&&2204210000,0,0
1405,OFFICE51&&709590000,0,0
1406,OFFICE60&&4810220023,0,0
1407,OFFICE60&&3810000000,0,0
1408,OFFICE51&&8421290000,0,0
1409,OFFICE94&&2102300000,0,0
1410,OFFICE51&&6804220000,0,0
1411,OFFICE296&&5806321090,0,2
1412,OFFICE109&&8536908599,0,0
1413,OFFICE187&&3923299080,0,0
1414,OFFICE168&&5402330000,1,1
1415,OFFICE127&&2931200000,0,0
1416,OFFICE186&&4821109000,0,2
1417,OFFICE162&&6217100009,0,0
1418,OFFICE180&&4821909000,0,0
1419,OFFICE185&&8203200004,0,0
1420,OFFICE127&&3919900000,0,0
1421,OFFICE187&&6205200009,0,0
1422,OFFICE134&&8544300090,0,0
1423,OFFICE168&&8547200000,0,0
1424,OFFICE296&&8703329091,0,0
1425,OFFICE185&&5402330000,0,0
1426,OFFICE204&&6004100000,0,0
1427,OFFICE296&&8544429011,0,0
1428,OFFICE111&&4821909000,0,0
1429,OFFICE237&&8532240000,0,0
1430,OFFICE237&&8452300000,0,0
1431,OFFICE237&&8544300090,0,2
1432,OFFICE168&&6203120009,0,2
1433,OFFICE168&&8481809998,0,0
1434,OFFICE186&&7216990000,0,0
1435,OFFICE214&&2902500000,0,0
1436,OFFICE168&&3920102802,0,0
1437,OFFICE100&&8501310001,0,2
1438,OFFICE134&&2710124591,0,0
1439,OFFICE109&&8703229050,0,2
