,OFFICE&&ORIGIN.CODE,OFFICE&&ORIGIN.CODE_illicit_Qsum,OFFICE&&ORIGIN.CODE_illicit_Qrate
659,OFFICE60&&CNTRY364,0,3
660,OFFICE94&&CNTRY576,0,0
661,OFFICE76&&CNTRY284,0,3
662,OFFICE60&&CNTRY133,0,3
663,OFFICE35&&CNTRY859,0,0
664,OFFICE23&&CNTRY562,1,3
665,OFFICE92&&CNTRY863,0,3
666,OFFICE122&&CNTRY454,0,3
667,OFFICE174&&CNTRY376,0,2
668,OFFICE243&&CNTRY335,0,3
669,OFFICE127&&CNTRY654,0,0
670,OFFICE299&&CNTRY747,0,0
671,OFFICE122&&CNTRY701,0,3
672,OFFICE113&&CNTRY123,0,3
673,OFFICE223&&CNTRY771,0,0
674,OFFICE187&&CNTRY615,0,3
675,OFFICE204&&CNTRY615,0,3
676,OFFICE134&&CNTRY976,1,2
677,OFFICE186&&CNTRY652,1,2
678,OFFICE214&&CNTRY390,0,3
679,OFFICE132&&CNTRY317,0,3
680,OFFICE105&&CNTRY653,0,0
681,OFFICE279&&CNTRY364,0,3
682,OFFICE187&&CNTRY316,0,3
683,OFFICE222&&CNTRY409,0,0
684,OFFICE214&&CNTRY825,1,1
685,OFFICE296&&CNTRY316,0,3
686,OFFICE127&&CNTRY874,0,3
687,OFFICE168&&CNTRY747,0,0
688,OFFICE186&&CNTRY843,0,3
689,OFFICE186&&CNTRY123,0,2
690,OFFICE299&&CNTRY389,0,0
691,OFFICE186&&CNTRY125,0,3
692,OFFICE287&&CNTRY785,0,0
693,OFFICE132&&CNTRY234,0,3
694,OFFICE297&&CNTRY920,0,3
695,OFFICE152&&CNTRY846,0,0
696,OFFICE185&&CNTRY615,0,3
697,OFFICE292&&CNTRY825,0,3
698,OFFICE211&&CNTRY764,0,3
699,OFFICE152&&CNTRY454,0,0
700,OFFICE185&&CNTRY407,0,3
701,OFFICE35&&CNTRY976,0,3
702,OFFICE24&&CNTRY653,0,3
703,OFFICE40&&CNTRY830,0,2
704,OFFICE92&&CNTRY859,0,3
705,OFFICE81&&CNTRY322,0,0
706,OFFICE51&&CNTRY555,1,3
707,OFFICE60&&CNTRY866,0,3
708,OFFICE23&&CNTRY622,0,3
709,OFFICE60&&CNTRY558,0,3
710,OFFICE18&&CNTRY252,0,3
711,OFFICE88&&CNTRY825,1,3
712,OFFICE40&&CNTRY378,0,3
713,OFFICE94&&CNTRY398,0,3
714,OFFICE40&&CNTRY866,0,3
715,OFFICE59&&CNTRY284,1,3
716,OFFICE40&&CNTRY644,0,3
717,OFFICE16&&CNTRY994,0,3
718,OFFICE51&&CNTRY321,0,3
719,OFFICE45&&CNTRY866,0,0
720,OFFICE185&&CNTRY825,1,1
721,OFFICE297&&CNTRY171,0,3
722,OFFICE289&&CNTRY652,0,0
723,OFFICE134&&CNTRY123,0,1
724,OFFICE105&&CNTRY837,0,0
725,OFFICE180&&CNTRY976,0,3
726,OFFICE204&&CNTRY264,0,3
727,OFFICE297&&CNTRY364,0,0
728,OFFICE186&&CNTRY316,0,0
729,OFFICE101&&CNTRY323,0,3
730,OFFICE297&&CNTRY335,0,3
731,OFFICE299&&CNTRY652,0,3
732,OFFICE140&&CNTRY716,0,0
733,OFFICE197&&CNTRY747,0,3
734,OFFICE204&&CNTRY863,0,3
735,OFFICE100&&CNTRY393,0,3
736,OFFICE289&&CNTRY846,0,3
737,OFFICE223&&CNTRY376,0,3
738,OFFICE140&&CNTRY456,0,0
739,OFFICE222&&CNTRY994,0,2
740,OFFICE187&&CNTRY527,0,3
741,OFFICE122&&CNTRY485,0,0
742,OFFICE204&&CNTRY680,1,2
743,OFFICE222&&CNTRY917,0,3
744,OFFICE40&&CNTRY976,1,3
745,OFFICE52&&CNTRY866,0,3
746,OFFICE60&&CNTRY429,0,3
747,OFFICE41&&CNTRY278,0,3
748,OFFICE40&&CNTRY825,0,2
749,OFFICE92&&CNTRY113,0,3
750,OFFICE23&&CNTRY407,0,3
751,OFFICE76&&CNTRY349,0,3
752,OFFICE51&&CNTRY866,1,3
753,OFFICE66&&CNTRY215,0,0
754,OFFICE45&&CNTRY656,0,3
755,OFFICE81&&CNTRY837,0,0
756,OFFICE60&&CNTRY576,1,3
757,OFFICE45&&CNTRY709,0,3
758,OFFICE24&&CNTRY284,0,2
759,OFFICE87&&CNTRY311,0,0
760,OFFICE92&&CNTRY654,0,0
761,OFFICE59&&CNTRY527,0,2
762,OFFICE23&&CNTRY881,0,3
763,OFFICE96&&CNTRY656,0,3
764,OFFICE24&&CNTRY576,1,3
765,OFFICE59&&CNTRY959,0,3
766,OFFICE76&&CNTRY846,0,3
767,OFFICE59&&CNTRY407,0,3
768,OFFICE66&&CNTRY393,0,3
769,OFFICE76&&CNTRY654,0,3
770,OFFICE76&&CNTRY138,0,3
771,OFFICE84&&CNTRY846,0,0
772,OFFICE96&&CNTRY554,0,3
773,OFFICE94&&CNTRY622,0,3
774,OFFICE60&&CNTRY656,1,3
775,OFFICE94&&CNTRY168,0,0
776,OFFICE296&&CNTRY709,1,3
777,OFFICE127&&CNTRY438,0,3
778,OFFICE162&&CNTRY846,1,2
779,OFFICE180&&CNTRY825,0,2
780,OFFICE111&&CNTRY976,0,0
781,OFFICE168&&CNTRY415,0,2
782,OFFICE186&&CNTRY980,0,3
783,OFFICE141&&CNTRY846,0,3
784,OFFICE187&&CNTRY113,0,0
785,OFFICE297&&CNTRY680,0,3
786,OFFICE234&&CNTRY209,0,0
787,OFFICE168&&CNTRY558,0,3
788,OFFICE113&&CNTRY825,0,3
789,OFFICE127&&CNTRY184,0,2
790,OFFICE185&&CNTRY627,0,3
791,OFFICE178&&CNTRY376,0,2
792,OFFICE168&&CNTRY859,0,3
793,OFFICE109&&CNTRY680,1,3
794,OFFICE126&&CNTRY454,0,3
795,OFFICE178&&CNTRY846,0,3
796,OFFICE100&&CNTRY980,0,3
797,OFFICE187&&CNTRY764,0,0
798,OFFICE210&&CNTRY334,0,3
799,OFFICE204&&CNTRY653,0,3
800,OFFICE168&&CNTRY409,0,3
801,OFFICE23&&CNTRY713,0,3
802,OFFICE92&&CNTRY881,0,2
803,OFFICE24&&CNTRY409,0,3
804,OFFICE41&&CNTRY138,0,3
805,OFFICE81&&CNTRY884,0,3
806,OFFICE76&&CNTRY917,0,3
807,OFFICE92&&CNTRY364,0,3
808,OFFICE40&&CNTRY713,1,3
809,OFFICE35&&CNTRY328,0,3
810,OFFICE92&&CNTRY562,0,3
811,OFFICE59&&CNTRY652,1,3
812,OFFICE94&&CNTRY409,0,3
813,OFFICE96&&CNTRY264,0,3
814,OFFICE40&&CNTRY215,0,3
815,OFFICE40&&CNTRY656,1,3
816,OFFICE18&&CNTRY527,0,0
817,OFFICE96&&CNTRY284,0,0
818,OFFICE45&&CNTRY622,0,3
819,OFFICE59&&CNTRY276,0,0
820,OFFICE51&&CNTRY959,1,3
821,OFFICE18&&CNTRY618,0,0
822,OFFICE59&&CNTRY546,0,3
823,OFFICE60&&CNTRY389,1,3
824,OFFICE92&&CNTRY891,0,0
825,OFFICE59&&CNTRY995,0,3
826,OFFICE24&&CNTRY393,0,3
827,OFFICE92&&CNTRY930,0,3
828,OFFICE76&&CNTRY188,0,3
829,OFFICE87&&CNTRY881,0,3
830,OFFICE23&&CNTRY825,0,3
831,OFFICE76&&CNTRY454,1,2
832,OFFICE59&&CNTRY184,0,3
833,OFFICE60&&CNTRY874,0,3
834,OFFICE23&&CNTRY920,0,3
835,OFFICE92&&CNTRY988,0,3
836,OFFICE59&&CNTRY859,0,3
837,OFFICE214&&CNTRY995,0,0
838,OFFICE134&&CNTRY881,0,3
839,OFFICE168&&CNTRY759,0,3
840,OFFICE210&&CNTRY615,0,3
841,OFFICE162&&CNTRY277,0,3
842,OFFICE185&&CNTRY680,1,3
843,OFFICE243&&CNTRY485,0,3
844,OFFICE204&&CNTRY859,0,3
845,OFFICE210&&CNTRY994,0,3
846,OFFICE186&&CNTRY166,0,3
847,OFFICE141&&CNTRY785,0,3
848,OFFICE111&&CNTRY184,0,3
849,OFFICE237&&CNTRY415,0,3
850,OFFICE223&&CNTRY680,0,3
851,OFFICE167&&CNTRY184,0,0
852,OFFICE185&&CNTRY920,0,3
853,OFFICE288&&CNTRY994,0,3
854,OFFICE223&&CNTRY653,0,3
855,OFFICE185&&CNTRY770,0,3
856,OFFICE152&&CNTRY171,0,3
857,OFFICE187&&CNTRY323,0,3
858,OFFICE279&&CNTRY765,0,0
859,OFFICE122&&CNTRY171,0,3
860,OFFICE292&&CNTRY166,0,3
861,OFFICE287&&CNTRY615,0,3
862,OFFICE100&&CNTRY364,0,3
863,OFFICE109&&CNTRY917,0,0
864,OFFICE109&&CNTRY863,0,3
865,OFFICE100&&CNTRY264,0,3
866,OFFICE168&&CNTRY709,0,3
867,OFFICE126&&CNTRY123,0,3
868,OFFICE122&&CNTRY390,0,3
869,OFFICE100&&CNTRY407,0,3
870,OFFICE178&&CNTRY680,0,3
871,OFFICE220&&CNTRY764,0,0
872,OFFICE168&&CNTRY334,0,3
873,OFFICE185&&CNTRY166,0,3
874,OFFICE140&&CNTRY994,0,3
875,OFFICE298&&CNTRY445,0,0
876,OFFICE211&&CNTRY252,0,3
877,OFFICE296&&CNTRY264,0,3
878,OFFICE222&&CNTRY713,0,0
879,OFFICE297&&CNTRY795,0,3
880,OFFICE222&&CNTRY652,0,0
881,OFFICE40&&CNTRY409,0,3
882,OFFICE59&&CNTRY873,0,3
883,OFFICE76&&CNTRY150,1,3
884,OFFICE23&&CNTRY252,0,3
885,OFFICE18&&CNTRY644,0,3
886,OFFICE76&&CNTRY576,0,3
887,OFFICE76&&CNTRY317,0,3
888,OFFICE40&&CNTRY480,0,3
889,OFFICE52&&CNTRY884,0,0
890,OFFICE60&&CNTRY323,1,3
891,OFFICE51&&CNTRY139,1,3
892,OFFICE18&&CNTRY376,0,3
893,OFFICE59&&CNTRY765,0,3
894,OFFICE51&&CNTRY378,0,3
895,OFFICE24&&CNTRY819,0,0
896,OFFICE24&&CNTRY863,1,3
897,OFFICE35&&CNTRY216,0,3
898,OFFICE88&&CNTRY491,0,0
899,OFFICE40&&CNTRY546,0,3
900,OFFICE60&&CNTRY701,0,3
901,OFFICE88&&CNTRY263,0,3
902,OFFICE51&&CNTRY652,0,2
903,OFFICE52&&CNTRY701,0,0
904,OFFICE40&&CNTRY701,0,3
905,OFFICE23&&CNTRY264,0,0
906,OFFICE40&&CNTRY113,0,3
907,OFFICE16&&CNTRY919,0,3
908,OFFICE113&&CNTRY759,0,3
909,OFFICE168&&CNTRY485,0,2
910,OFFICE174&&CNTRY874,0,0
911,OFFICE197&&CNTRY123,0,2
912,OFFICE297&&CNTRY138,0,3
913,OFFICE187&&CNTRY335,0,3
914,OFFICE180&&CNTRY625,0,3
915,OFFICE134&&CNTRY874,0,3
916,OFFICE287&&CNTRY915,0,3
917,OFFICE105&&CNTRY284,0,3
918,OFFICE223&&CNTRY153,0,0
919,OFFICE214&&CNTRY976,1,3
920,OFFICE174&&CNTRY863,0,3
921,OFFICE141&&CNTRY771,0,0
922,OFFICE168&&CNTRY277,0,2
923,OFFICE109&&CNTRY415,0,0
924,OFFICE252&&CNTRY389,0,3
925,OFFICE111&&CNTRY994,0,2
926,OFFICE210&&CNTRY825,0,0
927,OFFICE162&&CNTRY316,0,3
928,OFFICE109&&CNTRY562,0,3
929,OFFICE127&&CNTRY236,0,3
930,OFFICE167&&CNTRY959,0,3
931,OFFICE127&&CNTRY995,0,3
932,OFFICE127&&CNTRY709,0,3
933,OFFICE162&&CNTRY454,1,3
934,OFFICE287&&CNTRY994,0,3
935,OFFICE117&&CNTRY215,0,0
936,OFFICE134&&CNTRY709,0,3
937,OFFICE18&&CNTRY994,0,3
938,OFFICE76&&CNTRY351,0,3
939,OFFICE45&&CNTRY528,1,3
940,OFFICE18&&CNTRY759,0,3
941,OFFICE40&&CNTRY328,0,0
942,OFFICE88&&CNTRY113,0,3
943,OFFICE60&&CNTRY765,0,3
944,OFFICE52&&CNTRY436,0,3
945,OFFICE45&&CNTRY409,0,3
946,OFFICE88&&CNTRY546,0,3
947,OFFICE45&&CNTRY323,0,3
948,OFFICE16&&CNTRY278,0,3
949,OFFICE51&&CNTRY765,1,3
950,OFFICE41&&CNTRY713,0,3
951,OFFICE35&&CNTRY436,0,0
952,OFFICE52&&CNTRY920,0,0
953,OFFICE92&&CNTRY429,0,3
954,OFFICE51&&CNTRY328,0,3
955,OFFICE23&&CNTRY349,0,3
956,OFFICE51&&CNTRY323,1,3
957,OFFICE96&&CNTRY745,0,3
958,OFFICE41&&CNTRY264,0,3
959,OFFICE84&&CNTRY334,0,3
960,OFFICE51&&CNTRY215,1,3
961,OFFICE40&&CNTRY334,0,3
962,OFFICE60&&CNTRY263,0,3
963,OFFICE214&&CNTRY184,0,0
964,OFFICE237&&CNTRY748,0,3
965,OFFICE141&&CNTRY485,0,3
966,OFFICE168&&CNTRY555,0,2
967,OFFICE299&&CNTRY976,0,3
968,OFFICE187&&CNTRY317,0,3
969,OFFICE296&&CNTRY334,0,3
970,OFFICE186&&CNTRY140,0,3
971,OFFICE185&&CNTRY480,0,3
972,OFFICE167&&CNTRY335,0,0
973,OFFICE186&&CNTRY830,0,0
974,OFFICE185&&CNTRY881,0,2
975,OFFICE136&&CNTRY652,0,3
976,OFFICE287&&CNTRY184,0,0
977,OFFICE288&&CNTRY825,0,3
978,OFFICE109&&CNTRY153,0,0
979,OFFICE109&&CNTRY980,0,0
980,OFFICE296&&CNTRY701,0,3
981,OFFICE287&&CNTRY846,0,3
982,OFFICE126&&CNTRY615,0,3
983,OFFICE185&&CNTRY485,0,3
984,OFFICE204&&CNTRY625,0,0
985,OFFICE105&&CNTRY713,0,0
986,OFFICE237&&CNTRY390,0,3
987,OFFICE298&&CNTRY125,0,0
988,OFFICE60&&CNTRY234,0,3
989,OFFICE66&&CNTRY562,0,3
990,OFFICE81&&CNTRY656,0,3
991,OFFICE81&&CNTRY615,0,3
992,OFFICE59&&CNTRY415,0,3
993,OFFICE45&&CNTRY407,0,3
994,OFFICE24&&CNTRY881,1,3
995,OFFICE81&&CNTRY680,0,1
996,OFFICE34&&CNTRY859,0,3
997,OFFICE88&&CNTRY759,1,3
998,OFFICE92&&CNTRY555,0,3
999,OFFICE92&&CNTRY576,1,3
1000,OFFICE88&&CNTRY168,0,0
1001,OFFICE51&&CNTRY863,0,3
1002,OFFICE84&&CNTRY920,0,3
1003,OFFICE60&&CNTRY393,0,3
1004,OFFICE92&&CNTRY316,1,3
1005,OFFICE87&&CNTRY701,0,3
1006,OFFICE35&&CNTRY656,0,3
1007,OFFICE16&&CNTRY351,0,3
1008,OFFICE76&&CNTRY323,0,3
1009,OFFICE34&&CNTRY939,0,3
1010,OFFICE35&&CNTRY277,1,3
1011,OFFICE60&&CNTRY618,0,3
1012,OFFICE59&&CNTRY748,0,3
1013,OFFICE243&&CNTRY837,0,0
1014,OFFICE296&&CNTRY846,1,2
1015,OFFICE185&&CNTRY236,0,3
1016,OFFICE134&&CNTRY618,0,0
1017,OFFICE204&&CNTRY843,0,3
1018,OFFICE168&&CNTRY770,0,3
1019,OFFICE237&&CNTRY859,0,3
1020,OFFICE100&&CNTRY771,0,3
1021,OFFICE298&&CNTRY264,0,0
1022,OFFICE162&&CNTRY125,0,3
1023,OFFICE220&&CNTRY644,0,0
1024,OFFICE298&&CNTRY618,0,3
1025,OFFICE292&&CNTRY393,0,3
1026,OFFICE178&&CNTRY527,0,3
1027,OFFICE197&&CNTRY277,0,3
1028,OFFICE289&&CNTRY770,0,3
1029,OFFICE297&&CNTRY874,0,3
1030,OFFICE100&&CNTRY454,1,3
1031,OFFICE127&&CNTRY930,0,3
1032,OFFICE109&&CNTRY976,1,3
1033,OFFICE168&&CNTRY456,0,3
1034,OFFICE234&&CNTRY680,0,3
1035,OFFICE96&&CNTRY825,0,3
1036,OFFICE92&&CNTRY765,0,3
1037,OFFICE84&&CNTRY328,0,0
1038,OFFICE41&&CNTRY654,0,0
1039,OFFICE34&&CNTRY846,0,3
1040,OFFICE34&&CNTRY994,0,0
1041,OFFICE81&&CNTRY984,0,3
1042,OFFICE51&&CNTRY216,0,3
1043,OFFICE78&&CNTRY713,0,3
1044,OFFICE96&&CNTRY140,0,3
1045,OFFICE76&&CNTRY837,0,3
1046,OFFICE51&&CNTRY343,1,3
1047,OFFICE45&&CNTRY262,0,3
1048,OFFICE96&&CNTRY995,0,0
1049,OFFICE45&&CNTRY393,0,0
1050,OFFICE84&&CNTRY759,0,0
1051,OFFICE76&&CNTRY622,0,3
1052,OFFICE187&&CNTRY562,0,3
1053,OFFICE246&&CNTRY959,0,3
1054,OFFICE178&&CNTRY123,0,2
1055,OFFICE197&&CNTRY863,0,3
1056,OFFICE220&&CNTRY825,0,3
1057,OFFICE214&&CNTRY709,0,3
1058,OFFICE297&&CNTRY322,0,3
1059,OFFICE223&&CNTRY123,0,0
1060,OFFICE122&&CNTRY825,0,3
1061,OFFICE186&&CNTRY920,0,3
1062,OFFICE134&&CNTRY277,0,3
1063,OFFICE297&&CNTRY748,0,3
1064,OFFICE101&&CNTRY140,0,0
1065,OFFICE223&&CNTRY627,0,3
1066,OFFICE287&&CNTRY654,0,3
1067,OFFICE167&&CNTRY376,0,2
1068,OFFICE204&&CNTRY415,0,3
1069,OFFICE109&&CNTRY364,0,3
1070,OFFICE214&&CNTRY689,0,0
1071,OFFICE109&&CNTRY276,0,3
1072,OFFICE204&&CNTRY759,1,3
1073,OFFICE127&&CNTRY764,0,3
1074,OFFICE298&&CNTRY917,0,3
1075,OFFICE123&&CNTRY456,0,3
1076,OFFICE214&&CNTRY652,0,2
1077,OFFICE127&&CNTRY334,0,3
1078,OFFICE298&&CNTRY881,1,3
1079,OFFICE204&&CNTRY389,0,3
1080,OFFICE178&&CNTRY959,0,3
1081,OFFICE299&&CNTRY771,0,3
1082,OFFICE152&&CNTRY976,0,0
1083,OFFICE123&&CNTRY125,0,3
1084,OFFICE187&&CNTRY653,0,0
1085,OFFICE197&&CNTRY837,0,0
1086,OFFICE220&&CNTRY771,0,3
1087,OFFICE100&&CNTRY153,0,3
1088,OFFICE197&&CNTRY625,0,3
1089,OFFICE111&&CNTRY846,0,0
1090,OFFICE299&&CNTRY759,0,3
1091,OFFICE174&&CNTRY825,0,2
1092,OFFICE168&&CNTRY215,0,2
1093,OFFICE101&&CNTRY215,0,0
1094,OFFICE23&&CNTRY454,1,3
1095,OFFICE41&&CNTRY389,0,3
1096,OFFICE76&&CNTRY473,1,3
1097,OFFICE81&&CNTRY454,0,3
1098,OFFICE52&&CNTRY874,0,3
1099,OFFICE88&&CNTRY680,1,3
1100,OFFICE84&&CNTRY473,0,3
1101,OFFICE87&&CNTRY765,0,3
1102,OFFICE23&&CNTRY429,0,3
1103,OFFICE88&&CNTRY264,0,3
1104,OFFICE76&&CNTRY491,0,3
1105,OFFICE92&&CNTRY652,0,2
1106,OFFICE59&&CNTRY378,1,3
1107,OFFICE84&&CNTRY252,0,3
1108,OFFICE51&&CNTRY701,1,3
1109,OFFICE59&&CNTRY984,0,3
1110,OFFICE92&&CNTRY473,0,3
1111,OFFICE180&&CNTRY139,0,0
1112,OFFICE196&&CNTRY994,0,3
1113,OFFICE210&&CNTRY123,0,3
1114,OFFICE196&&CNTRY454,0,3
1115,OFFICE187&&CNTRY759,0,2
1116,OFFICE100&&CNTRY687,0,3
1117,OFFICE233&&CNTRY701,0,3
1118,OFFICE178&&CNTRY445,0,0
1119,OFFICE197&&CNTRY618,1,3
1120,OFFICE197&&CNTRY153,1,3
1121,OFFICE132&&CNTRY770,0,3
1122,OFFICE141&&CNTRY770,0,3
1123,OFFICE298&&CNTRY920,0,3
1124,OFFICE196&&CNTRY316,0,3
1125,OFFICE296&&CNTRY277,0,3
1126,OFFICE100&&CNTRY843,0,3
1127,OFFICE174&&CNTRY123,0,3
1128,OFFICE196&&CNTRY866,0,3
1129,OFFICE299&&CNTRY335,0,3
1130,OFFICE111&&CNTRY376,0,0
1131,OFFICE234&&CNTRY454,0,0
1132,OFFICE126&&CNTRY627,0,3
1133,OFFICE126&&CNTRY652,0,3
1134,OFFICE113&&CNTRY881,0,3
1135,OFFICE168&&CNTRY654,0,3
1136,OFFICE92&&CNTRY321,0,3
1137,OFFICE84&&CNTRY765,0,3
1138,OFFICE34&&CNTRY680,0,3
1139,OFFICE92&&CNTRY234,0,3
1140,OFFICE81&&CNTRY398,0,3
1141,OFFICE87&&CNTRY644,0,3
1142,OFFICE24&&CNTRY528,0,3
1143,OFFICE60&&CNTRY555,1,3
1144,OFFICE51&&CNTRY770,1,3
1145,OFFICE24&&CNTRY334,0,3
1146,OFFICE92&&CNTRY125,0,3
1147,OFFICE92&&CNTRY276,0,3
1148,OFFICE81&&CNTRY407,0,3
1149,OFFICE40&&CNTRY881,1,3
1150,OFFICE59&&CNTRY701,0,3
1151,OFFICE87&&CNTRY323,0,3
1152,OFFICE76&&CNTRY168,0,3
1153,OFFICE16&&CNTRY756,0,3
1154,OFFICE60&&CNTRY473,0,3
1155,OFFICE45&&CNTRY615,1,3
1156,OFFICE52&&CNTRY562,0,3
1157,OFFICE40&&CNTRY407,0,3
1158,OFFICE96&&CNTRY215,1,3
1159,OFFICE59&&CNTRY343,0,3
1160,OFFICE40&&CNTRY745,1,3
1161,OFFICE41&&CNTRY385,0,0
1162,OFFICE51&&CNTRY837,0,3
1163,OFFICE123&&CNTRY748,0,3
1164,OFFICE204&&CNTRY125,0,0
1165,OFFICE134&&CNTRY615,0,3
1166,OFFICE187&&CNTRY920,0,2
1167,OFFICE288&&CNTRY376,1,3
1168,OFFICE204&&CNTRY995,0,3
1169,OFFICE100&&CNTRY884,0,3
1170,OFFICE298&&CNTRY252,0,3
1171,OFFICE299&&CNTRY376,0,3
1172,OFFICE167&&CNTRY709,0,0
1173,OFFICE134&&CNTRY390,0,3
1174,OFFICE214&&CNTRY653,0,0
1175,OFFICE185&&CNTRY216,0,3
1176,OFFICE140&&CNTRY618,0,0
1177,OFFICE101&&CNTRY454,0,0
1178,OFFICE185&&CNTRY323,0,3
1179,OFFICE279&&CNTRY125,0,0
1180,OFFICE186&&CNTRY770,0,3
1181,OFFICE101&&CNTRY138,0,0
1182,OFFICE105&&CNTRY323,0,3
1183,OFFICE123&&CNTRY335,0,0
1184,OFFICE101&&CNTRY123,0,3
1185,OFFICE168&&CNTRY351,0,3
1186,OFFICE204&&CNTRY454,1,3
1187,OFFICE214&&CNTRY644,0,0
1188,OFFICE162&&CNTRY456,0,3
1189,OFFICE298&&CNTRY716,0,0
1190,OFFICE187&&CNTRY771,0,3
1191,OFFICE162&&CNTRY562,0,3
1192,OFFICE222&&CNTRY709,0,0
1193,OFFICE123&&CNTRY276,0,3
1194,OFFICE141&&CNTRY139,0,3
1195,OFFICE185&&CNTRY562,1,3
1196,OFFICE204&&CNTRY881,1,3
1197,OFFICE187&&CNTRY379,0,3
1198,OFFICE100&&CNTRY846,0,2
1199,OFFICE132&&CNTRY123,0,3
1200,OFFICE127&&CNTRY153,0,3
1201,OFFICE113&&CNTRY615,0,3
1202,OFFICE141&&CNTRY995,0,3
1203,OFFICE87&&CNTRY284,0,0
1204,OFFICE59&&CNTRY558,0,3
1205,OFFICE96&&CNTRY652,0,3
1206,OFFICE60&&CNTRY150,0,3
1207,OFFICE40&&CNTRY764,0,3
1208,OFFICE23&&CNTRY385,0,3
1209,OFFICE60&&CNTRY322,1,3
1210,OFFICE92&&CNTRY448,1,3
1211,OFFICE59&&CNTRY975,0,3
1212,OFFICE35&&CNTRY701,0,0
1213,OFFICE45&&CNTRY473,0,3
1214,OFFICE60&&CNTRY321,0,3
1215,OFFICE66&&CNTRY994,0,3
1216,OFFICE96&&CNTRY866,0,3
1217,OFFICE81&&CNTRY770,0,0
1218,OFFICE94&&CNTRY975,0,3
1219,OFFICE92&&CNTRY528,0,3
1220,OFFICE76&&CNTRY140,0,3
1221,OFFICE96&&CNTRY328,0,3
1222,OFFICE59&&CNTRY125,1,3
1223,OFFICE94&&CNTRY438,0,3
1224,OFFICE297&&CNTRY884,0,0
1225,OFFICE168&&CNTRY389,0,3
1226,OFFICE186&&CNTRY759,0,3
1227,OFFICE162&&CNTRY689,0,3
1228,OFFICE185&&CNTRY335,0,3
1229,OFFICE127&&CNTRY554,0,0
1230,OFFICE122&&CNTRY846,0,3
1231,OFFICE111&&CNTRY113,0,3
1232,OFFICE127&&CNTRY215,0,3
1233,OFFICE211&&CNTRY125,0,3
1234,OFFICE292&&CNTRY123,0,3
1235,OFFICE168&&CNTRY881,0,2
1236,OFFICE141&&CNTRY321,0,0
1237,OFFICE186&&CNTRY644,0,0
1238,OFFICE132&&CNTRY994,0,3
1239,OFFICE214&&CNTRY485,0,3
1240,OFFICE162&&CNTRY863,0,3
1241,OFFICE297&&CNTRY409,0,3
1242,OFFICE292&&CNTRY376,0,3
1243,OFFICE126&&CNTRY771,0,3
1244,OFFICE187&&CNTRY480,0,3
1245,OFFICE141&&CNTRY680,0,3
1246,OFFICE197&&CNTRY555,0,0
1247,OFFICE132&&CNTRY576,0,3
1248,OFFICE296&&CNTRY959,0,3
1249,OFFICE136&&CNTRY976,0,3
1250,OFFICE105&&CNTRY415,0,3
1251,OFFICE180&&CNTRY680,0,3
1252,OFFICE197&&CNTRY680,1,2
1253,OFFICE237&&CNTRY701,0,3
1254,OFFICE234&&CNTRY881,0,3
1255,OFFICE51&&CNTRY745,0,3
1256,OFFICE92&&CNTRY407,0,3
1257,OFFICE87&&CNTRY379,0,3
1258,OFFICE60&&CNTRY349,0,3
1259,OFFICE59&&CNTRY939,0,0
1260,OFFICE87&&CNTRY615,0,0
1261,OFFICE66&&CNTRY615,0,3
1262,OFFICE87&&CNTRY747,0,3
1263,OFFICE35&&CNTRY438,0,3
1264,OFFICE76&&CNTRY276,0,3
1265,OFFICE92&&CNTRY656,0,3
1266,OFFICE23&&CNTRY323,0,3
1267,OFFICE40&&CNTRY125,0,3
1268,OFFICE40&&CNTRY859,0,3
1269,OFFICE94&&CNTRY884,0,3
1270,OFFICE76&&CNTRY764,0,3
1271,OFFICE40&&CNTRY138,0,3
1272,OFFICE180&&CNTRY184,0,0
1273,OFFICE134&&CNTRY843,0,3
1274,OFFICE243&&CNTRY445,0,3
1275,OFFICE185&&CNTRY153,0,3
1276,OFFICE252&&CNTRY376,0,0
1277,OFFICE287&&CNTRY562,0,3
1278,OFFICE210&&CNTRY859,0,0
1279,OFFICE287&&CNTRY317,0,0
1280,OFFICE289&&CNTRY994,0,3
1281,OFFICE141&&CNTRY322,0,3
1282,OFFICE134&&CNTRY701,0,3
1283,OFFICE127&&CNTRY351,0,3
1284,OFFICE186&&CNTRY528,0,0
1285,OFFICE127&&CNTRY615,1,3
1286,OFFICE234&&CNTRY825,0,3
1287,OFFICE296&&CNTRY322,0,3
1288,OFFICE220&&CNTRY376,0,3
1289,OFFICE122&&CNTRY317,0,3
1290,OFFICE222&&CNTRY680,1,3
1291,OFFICE140&&CNTRY454,0,0
1292,OFFICE196&&CNTRY322,0,3
1293,OFFICE136&&CNTRY429,0,0
1294,OFFICE45&&CNTRY995,0,3
1295,OFFICE16&&CNTRY713,0,3
1296,OFFICE87&&CNTRY328,0,3
1297,OFFICE76&&CNTRY919,0,3
1298,OFFICE40&&CNTRY555,0,3
1299,OFFICE96&&CNTRY988,0,3
1300,OFFICE40&&CNTRY709,0,0
1301,OFFICE88&&CNTRY930,0,0
1302,OFFICE94&&CNTRY785,0,3
1303,OFFICE92&&CNTRY984,0,3
1304,OFFICE96&&CNTRY917,0,3
1305,OFFICE81&&CNTRY491,0,3
1306,OFFICE60&&CNTRY252,0,3
