OFFICE&&TARIFF.CODE,OFFICE&&TARIFF.CODE_illicit_sum,OFFICE&&TARIFF.CODE_illicit_rate
OFFICE100&&8703221041,0,0.0
OFFICE100&&8703221051,0,0.0
OFFICE100&&8703229040,1,1.0
OFFICE100&&8703229050,1,0.041666666666666664
OFFICE100&&8703231961,0,0.0
OFFICE100&&8703239091,0,0.0
OFFICE100&&8703319090,0,0.0
OFFICE100&&8703321961,0,0.0
OFFICE100&&8703321964,1,1.0
OFFICE100&&8703329012,0,0.0
OFFICE100&&8703329015,1,1.0
OFFICE100&&8703329091,0,0.0
OFFICE100&&8703329093,0,0.0
OFFICE100&&8703329094,0,0.0
OFFICE100&&8703329099,0,0.0
OFFICE100&&8703339014,0,0.0
OFFICE100&&8703339093,1,1.0
OFFICE100&&8704213961,0,0.0
OFFICE100&&8704219161,0,0.0
OFFICE100&&8704219941,0,0.0
OFFICE100&&8704219950,1,0.25
OFFICE100&&8704219969,0,0.0
OFFICE100&&8704229992,1,1.0
OFFICE100&&8708109000,0,0.0
OFFICE100&&8708219000,0,0.0
OFFICE100&&8708299002,0,0.0
OFFICE100&&8708299005,0,0.0
OFFICE100&&8708299009,0,0.0
OFFICE100&&8708301009,1,1.0
OFFICE100&&8708309103,0,0.0
OFFICE100&&8708309104,0,0.0
OFFICE100&&8708309109,0,0.0
OFFICE100&&8708309904,1,1.0
OFFICE100&&8708309906,0,0.0
OFFICE100&&8708309909,0,0.0
OFFICE100&&8708405001,0,0.0
OFFICE100&&8708509100,0,0.0
OFFICE100&&8708509900,0,0.0
OFFICE100&&8708931000,0,0.0
OFFICE100&&8708939002,0,0.0
OFFICE100&&8708939009,0,0.0
OFFICE100&&8708949100,0,0.0
OFFICE100&&8708991000,0,0.0
OFFICE100&&8708999730,1,0.3333333333333333
OFFICE100&&8708999791,0,0.0
OFFICE100&&8708999792,0,0.0
OFFICE100&&8708999793,1,0.5
OFFICE100&&8708999794,1,1.0
OFFICE100&&8708999796,1,1.0
OFFICE100&&8708999799,2,0.08
OFFICE100&&8714101000,0,0.0
OFFICE100&&8714109009,0,0.0
OFFICE100&&8714961000,0,0.0
OFFICE100&&8716310000,0,0.0
OFFICE100&&8716398090,0,0.0
OFFICE100&&8716400009,0,0.0
OFFICE100&&8716800009,0,0.0
OFFICE100&&8716909091,0,0.0
OFFICE100&&8803300001,0,0.0
OFFICE100&&8907900099,0,0.0
OFFICE100&&9001504900,0,0.0
OFFICE100&&9003900002,0,0.0
OFFICE100&&9004109190,1,1.0
OFFICE100&&9004901091,0,0.0
OFFICE100&&9013809092,0,0.0
OFFICE100&&9014100000,0,0.0
OFFICE100&&9015309000,0,0.0
OFFICE100&&9017300002,0,0.0
OFFICE100&&9017809091,0,0.0
OFFICE100&&9018499010,0,0.0
OFFICE100&&9018905093,0,0.0
OFFICE100&&9019200009,0,0.0
OFFICE100&&9020000009,0,0.0
OFFICE100&&9021101091,0,0.0
OFFICE100&&9021399001,1,1.0
OFFICE100&&9021400000,1,1.0
OFFICE100&&9022900009,0,0.0
OFFICE100&&9025900000,0,0.0
OFFICE100&&9026102901,0,0.0
OFFICE100&&9026202009,1,1.0
OFFICE100&&9026900000,1,0.5
OFFICE100&&9027109000,0,0.0
OFFICE100&&9027905009,0,0.0
OFFICE100&&9028200090,0,0.0
OFFICE100&&9029203800,0,0.0
OFFICE100&&9030201000,0,0.0
OFFICE100&&9030310000,0,0.0
OFFICE100&&9030390000,0,0.0
OFFICE100&&9031803801,1,1.0
OFFICE100&&9031809899,0,0.0
OFFICE100&&9031908500,0,0.0
OFFICE100&&9032102000,0,0.0
OFFICE100&&9032890010,1,1.0
OFFICE100&&9032900000,0,0.0
OFFICE100&&9033000000,0,0.0
OFFICE100&&9102910000,0,0.0
OFFICE100&&9401610000,0,0.0
OFFICE100&&9401710000,0,0.0
OFFICE100&&9401901000,0,0.0
OFFICE100&&9401908010,0,0.0
OFFICE100&&9403309109,1,1.0
OFFICE100&&9403603009,0,0.0
OFFICE100&&9403609009,0,0.0
OFFICE100&&9403700000,0,0.0
OFFICE100&&9404299000,1,0.5
OFFICE100&&9405401009,0,0.0
OFFICE100&&9405403590,1,1.0
OFFICE100&&9405409949,1,1.0
OFFICE100&&9506210000,0,0.0
OFFICE100&&9506620009,0,0.0
OFFICE100&&9603401000,1,1.0
OFFICE100&&9603909100,0,0.0
OFFICE100&&9606100010,0,0.0
OFFICE100&&9606210000,0,0.0
OFFICE100&&9606220000,0,0.0
OFFICE100&&9606290009,0,0.0
OFFICE100&&9607110000,1,0.2
OFFICE100&&9607190000,1,0.25
OFFICE100&&9608109990,0,0.0
OFFICE100&&9608200011,1,1.0
OFFICE100&&9609909091,0,0.0
OFFICE100&&9612101009,0,0.0
OFFICE100&&9612102002,0,0.0
OFFICE100&&9613800090,0,0.0
OFFICE100&&9801000000,0,0.0
OFFICE100&&9803000000,1,1.0
OFFICE100&&9804000000,1,0.045454545454545456
OFFICE101&&1006306790,1,1.0
OFFICE101&&1512199001,1,1.0
OFFICE101&&1517909300,1,1.0
OFFICE101&&1702409099,0,0.0
OFFICE101&&1905909009,0,0.0
OFFICE101&&210209000,0,0.0
OFFICE101&&2204295809,1,1.0
OFFICE101&&2710124591,0,0.0
OFFICE101&&2710194890,0,0.0
OFFICE101&&2710199390,1,1.0
OFFICE101&&2710201190,0,0.0
OFFICE101&&2710910010,0,0.0
OFFICE101&&2817000001,0,0.0
OFFICE101&&2836200000,1,1.0
OFFICE101&&2909440000,0,0.0
OFFICE101&&2921599000,0,0.0
OFFICE101&&2922498500,0,0.0
OFFICE101&&2933299000,0,0.0
OFFICE101&&3003200010,1,1.0
OFFICE101&&3004900019,0,0.0
OFFICE101&&307119090,0,0.0
OFFICE101&&3105201000,0,0.0
OFFICE101&&3206190000,0,0.0
OFFICE101&&3302109000,0,0.0
OFFICE101&&3304990003,0,0.0
OFFICE101&&3304990009,0,0.0
OFFICE101&&3305200000,1,1.0
OFFICE101&&3405901000,0,0.0
OFFICE101&&3405909091,1,1.0
OFFICE101&&3406000008,1,1.0
OFFICE101&&3506990092,0,0.0
OFFICE101&&3707902009,0,0.0
OFFICE101&&3812209000,0,0.0
OFFICE101&&3903901090,0,0.0
OFFICE101&&3905120000,0,0.0
OFFICE101&&3907911000,0,0.0
OFFICE101&&3909509090,0,0.0
OFFICE101&&3919101900,0,0.0
OFFICE101&&3921901000,0,0.0
OFFICE101&&3923100000,1,0.5
OFFICE101&&3926909779,1,1.0
OFFICE101&&3926909799,0,0.0
OFFICE101&&4016930000,0,0.0
OFFICE101&&4107911091,0,0.0
OFFICE101&&4201000002,0,0.0
OFFICE101&&4202911090,0,0.0
OFFICE101&&4205001909,0,0.0
OFFICE101&&4205009099,0,0.0
OFFICE101&&4412390000,1,1.0
OFFICE101&&4810190000,0,0.0
OFFICE101&&4819100000,0,0.0
OFFICE101&&4821101000,0,0.0
OFFICE101&&4821901000,1,1.0
OFFICE101&&4902100001,1,1.0
OFFICE101&&4906000000,0,0.0
OFFICE101&&5203000000,1,1.0
OFFICE101&&5205230009,0,0.0
OFFICE101&&5208229600,1,1.0
OFFICE101&&5209290000,0,0.0
OFFICE101&&5402310000,0,0.0
OFFICE101&&5402330000,0,0.0
OFFICE101&&5407699001,0,0.0
OFFICE101&&5407710000,0,0.0
OFFICE101&&5407820000,0,0.0
OFFICE101&&5810929000,0,0.0
OFFICE101&&6102909091,1,1.0
OFFICE101&&6108220003,1,1.0
OFFICE101&&6115950000,0,0.0
OFFICE101&&6204629009,1,0.5
OFFICE101&&6206400008,0,0.0
OFFICE101&&6211421009,1,1.0
OFFICE101&&6217900003,0,0.0
OFFICE101&&6309000002,0,0.0
OFFICE101&&6404199009,1,0.5
OFFICE101&&6809900000,0,0.0
OFFICE101&&6813810000,0,0.0
OFFICE101&&6909190090,1,1.0
OFFICE101&&7013371009,0,0.0
OFFICE101&&7017200000,0,0.0
OFFICE101&&7306619900,0,0.0
OFFICE101&&7307910000,0,0.0
OFFICE101&&7318159090,0,0.0
OFFICE101&&7320909000,0,0.0
OFFICE101&&7321119091,0,0.0
OFFICE101&&7321119099,0,0.0
OFFICE101&&7324900020,1,1.0
OFFICE101&&7326904000,1,1.0
OFFICE101&&7326909889,0,0.0
OFFICE101&&7616999099,1,1.0
OFFICE101&&8205700000,0,0.0
OFFICE101&&8207506000,0,0.0
OFFICE101&&8301200000,0,0.0
OFFICE101&&8302411003,0,0.0
OFFICE101&&8302490001,0,0.0
OFFICE101&&8308900091,0,0.0
OFFICE101&&8409990009,0,0.0
OFFICE101&&8412904000,0,0.0
OFFICE101&&8413308010,0,0.0
OFFICE101&&8413910002,0,0.0
OFFICE101&&8414108110,1,1.0
OFFICE101&&8414801910,0,0.0
OFFICE101&&8414900009,0,0.0
OFFICE101&&8418690010,0,0.0
OFFICE101&&8418910000,0,0.0
OFFICE101&&8421310000,0,0.0
OFFICE101&&8421910000,1,1.0
OFFICE101&&8422400009,0,0.0
OFFICE101&&8425420090,0,0.0
OFFICE101&&8431430000,0,0.0
OFFICE101&&8432301900,1,1.0
OFFICE101&&8438101010,1,1.0
OFFICE101&&8443323000,0,0.0
OFFICE101&&8451500009,0,0.0
OFFICE101&&8451900005,1,1.0
OFFICE101&&8463300000,0,0.0
OFFICE101&&8466919500,1,1.0
OFFICE101&&8467229000,1,1.0
OFFICE101&&8479908000,1,0.5
OFFICE101&&8481100590,1,1.0
OFFICE101&&8483908900,0,0.0
OFFICE101&&8501109900,1,1.0
OFFICE101&&8501310001,0,0.0
OFFICE101&&8501538100,0,0.0
OFFICE101&&8504408400,0,0.0
OFFICE101&&8504502000,0,0.0
OFFICE101&&8504509509,0,0.0
OFFICE101&&8511800009,1,1.0
OFFICE101&&8517120010,0,0.0
OFFICE101&&8523495100,0,0.0
OFFICE101&&8536303000,0,0.0
OFFICE101&&8536901020,0,0.0
OFFICE101&&8536908599,1,1.0
OFFICE101&&8538909101,1,1.0
OFFICE101&&8538909902,0,0.0
OFFICE101&&8539319009,0,0.0
OFFICE101&&8541100000,0,0.0
OFFICE101&&8541401000,0,0.0
OFFICE101&&8542399090,0,0.0
OFFICE101&&8544429011,0,0.0
OFFICE101&&8547200000,0,0.0
OFFICE101&&8609009090,0,0.0
OFFICE101&&8703221091,0,0.0
OFFICE101&&8703321961,1,1.0
OFFICE101&&8703329091,0,0.0
OFFICE101&&8703329093,0,0.0
OFFICE101&&8708299003,1,1.0
OFFICE101&&8708923500,1,1.0
OFFICE101&&8708939009,0,0.0
OFFICE101&&8708999300,1,1.0
OFFICE101&&9001404101,0,0.0
OFFICE101&&9002900000,0,0.0
OFFICE101&&9014100000,0,0.0
OFFICE101&&9019200003,0,0.0
OFFICE101&&9027809909,0,0.0
OFFICE101&&9027905009,0,0.0
OFFICE101&&9031803801,0,0.0
OFFICE101&&9403603009,0,0.0
OFFICE101&&9405409530,0,0.0
OFFICE101&&9406003100,0,0.0
OFFICE101&&9503009509,0,0.0
OFFICE101&&9506400009,0,0.0
OFFICE101&&9601900099,0,0.0
OFFICE101&&9606100090,1,1.0
OFFICE101&&9606220000,0,0.0
OFFICE101&&9607110000,0,0.0
OFFICE101&&9610000000,1,1.0
OFFICE101&&9804000000,1,1.0
OFFICE105&&1209294504,0,0.0
OFFICE105&&1209918099,1,1.0
OFFICE105&&1515219000,1,1.0
OFFICE105&&1517909100,0,0.0
OFFICE105&&1518003900,0,0.0
OFFICE105&&1702409099,0,0.0
OFFICE105&&1901909905,1,1.0
OFFICE105&&1905319990,1,1.0
OFFICE105&&2302309001,1,1.0
OFFICE105&&2710197190,0,0.0
OFFICE105&&2907199000,0,0.0
OFFICE105&&2915210000,0,0.0
OFFICE105&&2915290009,0,0.0
OFFICE105&&2922290009,0,0.0
OFFICE105&&303431000,1,1.0
OFFICE105&&3208109090,0,0.0
OFFICE105&&3209900090,1,1.0
OFFICE105&&3302102901,0,0.0
OFFICE105&&3304300001,0,0.0
OFFICE105&&3305300000,1,1.0
OFFICE105&&3305900091,1,1.0
OFFICE105&&3307200000,0,0.0
OFFICE105&&3402130009,0,0.0
OFFICE105&&3402209002,0,0.0
OFFICE105&&3801900000,1,1.0
OFFICE105&&3824509000,0,0.0
OFFICE105&&3907300000,0,0.0
OFFICE105&&3907500090,1,1.0
OFFICE105&&3917219000,1,1.0
OFFICE105&&3917310000,1,1.0
OFFICE105&&3919101200,1,1.0
OFFICE105&&3919101900,0,0.0
OFFICE105&&3919108000,1,1.0
OFFICE105&&3920108908,0,0.0
OFFICE105&&3920202100,0,0.0
OFFICE105&&3920992800,0,0.0
OFFICE105&&3921139000,0,0.0
OFFICE105&&3923509001,0,0.0
OFFICE105&&3926909229,0,0.0
OFFICE105&&4009110011,0,0.0
OFFICE105&&406303900,0,0.0
OFFICE105&&406907800,1,1.0
OFFICE105&&4113900000,0,0.0
OFFICE105&&4202191000,0,0.0
OFFICE105&&4203100010,0,0.0
OFFICE105&&4205009099,0,0.0
OFFICE105&&4410111000,1,1.0
OFFICE105&&4415202009,1,1.0
OFFICE105&&4415209000,0,0.0
OFFICE105&&4804398000,0,0.0
OFFICE105&&4811419090,0,0.0
OFFICE105&&4816900001,1,1.0
OFFICE105&&4819100000,0,0.0
OFFICE105&&4821101000,0,0.0
OFFICE105&&4821109000,0,0.0
OFFICE105&&4821909000,0,0.0
OFFICE105&&4901990095,0,0.0
OFFICE105&&5112190001,0,0.0
OFFICE105&&5205230001,1,1.0
OFFICE105&&5208229600,1,1.0
OFFICE105&&5209320000,0,0.0
OFFICE105&&5209390000,0,0.0
OFFICE105&&5209590000,1,1.0
OFFICE105&&5211320000,0,0.0
OFFICE105&&5309190000,1,1.0
OFFICE105&&5401101200,0,0.0
OFFICE105&&5401101800,0,0.0
OFFICE105&&5402330000,0,0.0
OFFICE105&&5408340000,0,0.0
OFFICE105&&5509620000,0,0.0
OFFICE105&&5602210000,1,1.0
OFFICE105&&5605000001,0,0.0
OFFICE105&&5607491190,1,1.0
OFFICE105&&5608191100,1,1.0
OFFICE105&&5801270009,0,0.0
OFFICE105&&5801330002,1,1.0
OFFICE105&&5806200000,0,0.0
OFFICE105&&5806321029,0,0.0
OFFICE105&&5807109010,0,0.0
OFFICE105&&5811000090,0,0.0
OFFICE105&&5907000090,1,1.0
OFFICE105&&5911909099,1,1.0
OFFICE105&&6001100040,0,0.0
OFFICE105&&6004100000,0,0.0
OFFICE105&&6005329000,0,0.0
OFFICE105&&6006420000,0,0.0
OFFICE105&&6104390099,0,0.0
OFFICE105&&6104520009,0,0.0
OFFICE105&&6109902007,1,1.0
OFFICE105&&6111209000,1,1.0
OFFICE105&&6203423509,0,0.0
OFFICE105&&6204623102,0,0.0
OFFICE105&&6205200009,0,0.0
OFFICE105&&6206400003,1,1.0
OFFICE105&&6217100009,0,0.0
OFFICE105&&6217900003,0,0.0
OFFICE105&&6307109009,0,0.0
OFFICE105&&6402190000,0,0.0
OFFICE105&&6404199009,0,0.0
OFFICE105&&6406909099,0,0.0
OFFICE105&&6702900001,0,0.0
OFFICE105&&6804100090,0,0.0
OFFICE105&&6805200000,0,0.0
OFFICE105&&6902209990,0,0.0
OFFICE105&&6909110090,1,1.0
OFFICE105&&7207198000,0,0.0
OFFICE105&&7314190009,0,0.0
OFFICE105&&7318220000,0,0.0
OFFICE105&&7321890001,0,0.0
OFFICE105&&7322190009,0,0.0
OFFICE105&&7326909499,0,0.0
OFFICE105&&7326909889,0,0.0
OFFICE105&&7409400010,0,0.0
OFFICE105&&7616991099,0,0.0
OFFICE105&&7907000019,0,0.0
OFFICE105&&8003000010,0,0.0
OFFICE105&&8007008099,0,0.0
OFFICE105&&8205400000,0,0.0
OFFICE105&&8207909900,0,0.0
OFFICE105&&8306210000,0,0.0
OFFICE105&&8307100001,1,1.0
OFFICE105&&8409990009,0,0.0
OFFICE105&&8413702190,0,0.0
OFFICE105&&8413910003,0,0.0
OFFICE105&&8413910009,1,1.0
OFFICE105&&8426300000,0,0.0
OFFICE105&&8427201909,0,0.0
OFFICE105&&8428102010,0,0.0
OFFICE105&&8428102020,1,1.0
OFFICE105&&8432900091,1,1.0
OFFICE105&&8433900099,0,0.0
OFFICE105&&8440103000,1,1.0
OFFICE105&&8445400009,0,0.0
OFFICE105&&8450200000,0,0.0
OFFICE105&&8466937000,1,1.0
OFFICE105&&8473291000,1,1.0
OFFICE105&&8481309901,1,1.0
OFFICE105&&8483109509,0,0.0
OFFICE105&&8487909009,0,0.0
OFFICE105&&8503009901,1,1.0
OFFICE105&&8506808009,0,0.0
OFFICE105&&8509900009,1,1.0
OFFICE105&&8511800002,0,0.0
OFFICE105&&8515310090,1,1.0
OFFICE105&&8516500000,1,1.0
OFFICE105&&8517610080,0,0.0
OFFICE105&&8517709039,1,1.0
OFFICE105&&8517709049,0,0.0
OFFICE105&&8525801990,0,0.0
OFFICE105&&8528598009,0,0.0
OFFICE105&&8531103000,1,1.0
OFFICE105&&8532300000,1,1.0
OFFICE105&&8533210000,0,0.0
OFFICE105&&8534001900,1,1.0
OFFICE105&&8536411000,0,0.0
OFFICE105&&8536508096,0,0.0
OFFICE105&&8536699010,0,0.0
OFFICE105&&8536901020,0,0.0
OFFICE105&&8536908599,0,0.0
OFFICE105&&8538901100,0,0.0
OFFICE105&&8538909902,0,0.0
OFFICE105&&8541100000,0,0.0
OFFICE105&&8541290000,0,0.0
OFFICE105&&8542399090,1,1.0
OFFICE105&&8542900001,0,0.0
OFFICE105&&8544200091,1,0.5
OFFICE105&&8544300090,1,0.5
OFFICE105&&8544601090,1,1.0
OFFICE105&&8544700000,0,0.0
OFFICE105&&8609009090,0,0.0
OFFICE105&&8701905000,0,0.0
OFFICE105&&8703229050,1,1.0
OFFICE105&&8703329091,0,0.0
OFFICE105&&8704213961,1,1.0
OFFICE105&&8708299001,1,1.0
OFFICE105&&8708959900,0,0.0
OFFICE105&&8708999794,0,0.0
OFFICE105&&8716398090,0,0.0
OFFICE105&&8716400009,0,0.0
OFFICE105&&9005900030,0,0.0
OFFICE105&&9017300002,0,0.0
OFFICE105&&9019109020,0,0.0
OFFICE105&&9022900009,0,0.0
OFFICE105&&9032102000,0,0.0
OFFICE105&&9112200019,1,1.0
OFFICE105&&9401903000,1,1.0
OFFICE105&&9403208001,0,0.0
OFFICE105&&9503005500,0,0.0
OFFICE105&&9503006100,0,0.0
OFFICE105&&9507900002,0,0.0
OFFICE105&&9603909100,0,0.0
OFFICE105&&9606210000,0,0.0
OFFICE105&&9608101090,0,0.0
OFFICE105&&9612108009,0,0.0
OFFICE105&&9619001900,0,0.0
OFFICE105&&9804000000,0,0.0
OFFICE109&&1005900000,0,0.0
OFFICE109&&105940000,0,0.0
OFFICE109&&1108199010,0,0.0
OFFICE109&&1512199001,1,1.0
OFFICE109&&1602209000,0,0.0
OFFICE109&&1604144101,1,1.0
OFFICE109&&1701991009,0,0.0
OFFICE109&&1806909000,0,0.0
OFFICE109&&1901200006,0,0.0
OFFICE109&&1901909905,0,0.0
OFFICE109&&1905311990,0,0.0
OFFICE109&&1905319910,1,1.0
OFFICE109&&1905329901,0,0.0
OFFICE109&&2005208001,0,0.0
OFFICE109&&2008191901,0,0.0
OFFICE109&&2106909891,0,0.0
OFFICE109&&2106909898,0,0.0
OFFICE109&&2203000101,1,1.0
OFFICE109&&2205101001,0,0.0
OFFICE109&&2208701001,0,0.0
OFFICE109&&2208906909,0,0.0
OFFICE109&&2309909600,0,0.0
OFFICE109&&2402209009,0,0.0
OFFICE109&&2403999005,0,0.0
OFFICE109&&2501009991,0,0.0
OFFICE109&&2503001004,0,0.0
OFFICE109&&2505900000,1,1.0
OFFICE109&&2510100001,0,0.0
OFFICE109&&2520200000,0,0.0
OFFICE109&&2523210000,1,1.0
OFFICE109&&2710122111,0,0.0
OFFICE109&&2710124591,0,0.0
OFFICE109&&2710192518,0,0.0
OFFICE109&&2710192593,0,0.0
OFFICE109&&2710194790,1,0.2
OFFICE109&&2710194810,1,1.0
OFFICE109&&2710194890,0,0.0
OFFICE109&&2710198190,0,0.0
OFFICE109&&2710198510,1,1.0
OFFICE109&&2710199928,0,0.0
OFFICE109&&2710199990,1,1.0
OFFICE109&&2710201190,0,0.0
OFFICE109&&2711139191,0,0.0
OFFICE109&&2711190092,0,0.0
OFFICE109&&2804400000,0,0.0
OFFICE109&&2810009009,0,0.0
OFFICE109&&2823000000,0,0.0
OFFICE109&&2825300000,1,1.0
OFFICE109&&2825500000,0,0.0
OFFICE109&&2833250000,0,0.0
OFFICE109&&2835250001,0,0.0
OFFICE109&&2835250009,0,0.0
OFFICE109&&2835298009,0,0.0
OFFICE109&&2835390000,0,0.0
OFFICE109&&2836400090,0,0.0
OFFICE109&&2839900090,0,0.0
OFFICE109&&2901100009,0,0.0
OFFICE109&&2905299000,1,1.0
OFFICE109&&2907290000,0,0.0
OFFICE109&&2909309000,0,0.0
OFFICE109&&2912420000,0,0.0
OFFICE109&&2915390099,0,0.0
OFFICE109&&2915500000,1,1.0
OFFICE109&&2915704000,0,0.0
OFFICE109&&2916310000,0,0.0
OFFICE109&&2926909500,0,0.0
OFFICE109&&2928009009,0,0.0
OFFICE109&&2933199000,0,0.0
OFFICE109&&2933299000,0,0.0
OFFICE109&&2933599500,0,0.0
OFFICE109&&2934999090,0,0.0
OFFICE109&&2936240000,0,0.0
OFFICE109&&2937220000,0,0.0
OFFICE109&&2941900009,1,1.0
OFFICE109&&3001902009,1,1.0
OFFICE109&&3003390010,0,0.0
OFFICE109&&3003900019,0,0.0
OFFICE109&&3004900019,0,0.0
OFFICE109&&3006500000,0,0.0
OFFICE109&&304894900,0,0.0
OFFICE109&&305630000,1,1.0
OFFICE109&&3104201000,1,1.0
OFFICE109&&3204140000,0,0.0
OFFICE109&&3204190000,0,0.0
OFFICE109&&3205000000,0,0.0
OFFICE109&&3206497009,0,0.0
OFFICE109&&3208209019,0,0.0
OFFICE109&&3208209090,0,0.0
OFFICE109&&3208909990,1,0.5
OFFICE109&&3209900090,0,0.0
OFFICE109&&3212100000,0,0.0
OFFICE109&&3213900000,1,1.0
OFFICE109&&3214101099,0,0.0
OFFICE109&&3215110000,0,0.0
OFFICE109&&3215190000,0,0.0
OFFICE109&&3215900094,1,0.5
OFFICE109&&3302909001,0,0.0
OFFICE109&&3303009092,0,0.0
OFFICE109&&3304200000,0,0.0
OFFICE109&&3304300001,0,0.0
OFFICE109&&3304990009,1,0.25
OFFICE109&&3305100000,0,0.0
OFFICE109&&3307200000,0,0.0
OFFICE109&&3307410000,0,0.0
OFFICE109&&3401209009,0,0.0
OFFICE109&&3401300000,0,0.0
OFFICE109&&3402209001,1,1.0
OFFICE109&&3402209002,1,0.5
OFFICE109&&3402209009,0,0.0
OFFICE109&&3402909002,0,0.0
OFFICE109&&3403191091,0,0.0
OFFICE109&&3403199099,0,0.0
OFFICE109&&3405901000,0,0.0
OFFICE109&&3405909099,0,0.0
OFFICE109&&3505203000,1,1.0
OFFICE109&&3506100000,0,0.0
OFFICE109&&3506910000,1,1.0
OFFICE109&&3707909009,0,0.0
OFFICE109&&3808949019,1,1.0
OFFICE109&&3809910000,0,0.0
OFFICE109&&3810909009,0,0.0
OFFICE109&&3811290000,0,0.0
OFFICE109&&3812100000,1,1.0
OFFICE109&&3814009001,0,0.0
OFFICE109&&3815199000,1,1.0
OFFICE109&&3822000009,0,0.0
OFFICE109&&3823110000,0,0.0
OFFICE109&&3824904000,0,0.0
OFFICE109&&3824905000,0,0.0
OFFICE109&&3824906500,0,0.0
OFFICE109&&3824909795,0,0.0
OFFICE109&&3825909000,0,0.0
OFFICE109&&3901209000,0,0.0
OFFICE109&&3901903090,0,0.0
OFFICE109&&3901909090,1,0.5
OFFICE109&&3903110000,0,0.0
OFFICE109&&3903300000,0,0.0
OFFICE109&&3904100000,1,1.0
OFFICE109&&3906909099,0,0.0
OFFICE109&&3907209900,1,1.0
OFFICE109&&3907300000,1,0.3333333333333333
OFFICE109&&3907911000,0,0.0
OFFICE109&&3908100000,0,0.0
OFFICE109&&3910000010,0,0.0
OFFICE109&&3914000000,0,0.0
OFFICE109&&3916909009,0,0.0
OFFICE109&&3917310000,1,1.0
OFFICE109&&3917390009,0,0.0
OFFICE109&&3917400000,0,0.0
OFFICE109&&3918109010,0,0.0
OFFICE109&&3919101900,0,0.0
OFFICE109&&3919108000,0,0.0
OFFICE109&&3919900000,0,0.0
OFFICE109&&3920102300,0,0.0
OFFICE109&&3920102400,0,0.0
OFFICE109&&3920202100,0,0.0
OFFICE109&&3920208001,1,0.5
OFFICE109&&3920431000,0,0.0
OFFICE109&&3920510000,0,0.0
OFFICE109&&3920599000,0,0.0
OFFICE109&&3920610000,0,0.0
OFFICE109&&3920629000,0,0.0
OFFICE109&&3921120000,0,0.0
OFFICE109&&3921901000,1,1.0
OFFICE109&&3923100000,0,0.0
OFFICE109&&3923210000,0,0.0
OFFICE109&&3923299080,0,0.0
OFFICE109&&3923301000,0,0.0
OFFICE109&&3923409000,0,0.0
OFFICE109&&3923509001,0,0.0
OFFICE109&&3924900008,0,0.0
OFFICE109&&3925100090,0,0.0
OFFICE109&&3925902000,0,0.0
OFFICE109&&3926100004,0,0.0
OFFICE109&&3926200090,0,0.0
OFFICE109&&3926300000,0,0.0
OFFICE109&&3926909229,0,0.0
OFFICE109&&3926909779,0,0.0
OFFICE109&&3926909799,0,0.0
OFFICE109&&4001220000,0,0.0
OFFICE109&&4008190000,0,0.0
OFFICE109&&4008219000,0,0.0
OFFICE109&&4009110011,0,0.0
OFFICE109&&4009420090,0,0.0
OFFICE109&&4010120001,0,0.0
OFFICE109&&4010320001,0,0.0
OFFICE109&&4010350020,0,0.0
OFFICE109&&4010390099,0,0.0
OFFICE109&&4011620000,0,0.0
OFFICE109&&4011630000,0,0.0
OFFICE109&&4011990000,1,1.0
OFFICE109&&4015900000,0,0.0
OFFICE109&&4016930000,0,0.0
OFFICE109&&4016995209,0,0.0
OFFICE109&&4016995709,0,0.0
OFFICE109&&4016999110,1,0.5
OFFICE109&&4017000009,0,0.0
OFFICE109&&405101100,0,0.0
OFFICE109&&406901800,0,0.0
OFFICE109&&4103900099,0,0.0
OFFICE109&&4104411109,0,0.0
OFFICE109&&4105301000,0,0.0
OFFICE109&&4107121990,0,0.0
OFFICE109&&4107129190,0,0.0
OFFICE109&&4107911011,0,0.0
OFFICE109&&4107911091,0,0.0
OFFICE109&&4113200000,0,0.0
OFFICE109&&4113900000,0,0.0
OFFICE109&&4115100000,0,0.0
OFFICE109&&4202210001,0,0.0
OFFICE109&&4202221000,0,0.0
OFFICE109&&4202329009,0,0.0
OFFICE109&&4202911090,1,1.0
OFFICE109&&4202921190,1,1.0
OFFICE109&&4202921909,0,0.0
OFFICE109&&4203100099,0,0.0
OFFICE109&&4203300090,1,0.5
OFFICE109&&4205009099,0,0.0
OFFICE109&&4415202001,0,0.0
OFFICE109&&4415209000,0,0.0
OFFICE109&&4417000093,0,0.0
OFFICE109&&4418208000,0,0.0
OFFICE109&&4421909799,0,0.0
OFFICE109&&4503101000,0,0.0
OFFICE109&&4802540089,1,1.0
OFFICE109&&4802551589,0,0.0
OFFICE109&&4805300000,0,0.0
OFFICE109&&4805910091,0,0.0
OFFICE109&&4809901000,1,1.0
OFFICE109&&4810220010,0,0.0
OFFICE109&&4810929090,0,0.0
OFFICE109&&4811419010,1,1.0
OFFICE109&&4811419090,0,0.0
OFFICE109&&4816900001,1,1.0
OFFICE109&&4819100000,0,0.0
OFFICE109&&4819500000,0,0.0
OFFICE109&&4821101000,0,0.0
OFFICE109&&4821109000,0,0.0
OFFICE109&&4821901000,0,0.0
OFFICE109&&4821909000,1,0.02702702702702703
OFFICE109&&4823904090,0,0.0
OFFICE109&&4901100009,0,0.0
